Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;6;17.25;2;15.6000003815;10.0;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;16.6000003815;10.0;4;21.5299996138;
7;1;14.8999996185;8.625;5;17.5949993134;2;17.6779994965;10.1999998093;4;22.0018314123;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;18.2010993958;10.3632001877;3;23.3081688881;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;18.9849014282;10.9097137451;3;24.466154933;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;20.9849014282;11.3658018112;3;25.4912455082;
11;1;17.2000274658;9.6677980423;4;19.8991127014;2;22.9849014282;11.7372808456;3;26.4064147472;
12;1;18.2000274658;9.94955635071;4;20.3669185638;2;24.4950656891;12.0336990356;4;27.2378556728;
13;2;20.2000274658;10.1834592819;3;21.7504444122;2;25.7148532867;12.2662630081;4;28.0116350651;
14;2;21.4502677917;10.3752222061;3;22.2141093016;2;26.9631156921;12.446267128;4;28.5832509995;
15;2;22.3284664154;10.5308046341;3;22.5764987469;2;28.2416057587;12.5;4;29.0998392105;
16;2;22.5458984375;10.625;3;22.774458766;2;29.5515594482;12.5;4;29.6697235107;
17;2;22.6646747589;10.625;3;22.9989435673;2;30.8934898376;12.5;4;30.2922105789;
18;2;22.7993659973;10.625;3;23.2525589466;2;32.175327301;12.5;4;30.9647336006;
19;2;22.9515342712;10.625;3;23.5378723145;2;32.5788421631;12.5;5;31.6826052666;
20;2;23.1227226257;10.625;3;23.8573079109;2;33.009563446;12.5;5;32.4389019012;
21;2;25.3143844604;10.625;4;24.2130148411;2;33.4633407593;12.5;5;33.2245311737;
22;2;26.5278091431;10.625;4;24.6067101955;2;33.9347190857;12.5;5;34.0285177231;
