Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;18.0358409882;10.3632001877;4;22.879427433;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;18.7276554108;10.9097137451;4;23.8545675278;
10;2;16.8000278473;9.3333568573;3;20.365596056;2;20.7276554108;11.3658018112;4;24.6635226011;
11;2;18.8000278473;9.6677980423;3;20.9597036839;2;22.7276554108;11.7372808456;4;25.3254499435;
12;2;20.8000278473;9.94955635071;3;21.4586846828;2;23.8464870453;12.0336990356;5;25.8628145456;
13;2;21.2000274658;10.1834592819;3;21.8739616871;2;24.8898296356;12.2662630081;5;26.2982462645;
14;2;22.2000274658;10.3752222061;3;22.2174443007;2;25.9350833893;12.446267128;5;26.484351635;
15;2;23.2000274658;10.5308046341;4;22.4387089014;2;26.9822673798;12.5;5;26.5662232637;
16;2;24.2000274658;10.625;4;22.4721269608;2;28.0313892365;12.5;5;26.6513283253;
17;2;25.2000274658;10.625;4;22.5060760975;2;29.082452774;12.5;5;26.7396525145;
18;2;26.2000274658;10.625;4;22.5405418873;2;30.0437908173;12.5;5;26.8311642408;
19;2;26.75;10.625;4;22.5755085945;2;30.0986976624;12.5;6;26.9258141518;
20;2;26.75;10.625;4;22.6109591722;2;30.1554889679;12.5;6;27.0235335827;
21;2;26.75;10.625;5;22.6468753815;2;30.2141208649;12.5;6;27.1242339611;
22;2;26.75;10.625;5;22.6832377911;2;30.2745399475;12.5;6;27.2278065681;
23;2;26.75;10.625;5;22.7200255394;2;30.3366832733;12.5;6;27.3341217041;
