Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;6;20.0;
4;2;12.2999992371;8.625;3;18.25;1;14.0;10.0;5;20.0;
5;2;13.5;8.625;3;18.3624999523;2;15.6000003815;10.0;4;21.0;
6;2;14.5674991608;8.625;3;18.4975296259;2;16.6000003815;10.0;4;21.469999671;
7;2;15.6485176086;8.625;3;18.9922633171;2;17.6420001984;10.1999998093;4;21.8705514669;
8;2;16.395357132;8.79749965668;3;19.4909920692;2;18.1223316193;10.3632001877;4;23.0763443708;
9;2;16.6945953369;8.94309806824;2;20.5065352917;2;18.8458061218;10.9097137451;4;24.1109830141;
10;2;17.3039207458;9.3333568573;2;21.4405391216;2;20.8458061218;11.3658018112;4;24.986645937;
11;2;19.3039207458;9.6677980423;2;22.3018012047;2;22.8458061218;11.7372808456;4;25.7229475975;
12;2;21.3039207458;9.94955635071;2;23.1023147106;2;24.084985733;12.0336990356;4;26.3427774906;
13;2;22.8412647247;10.1834592819;2;23.8555185795;2;24.8056678772;12.2662630081;4;26.8691432476;
14;2;23.3133125305;10.3752222061;2;24.5748431683;2;25.1214866638;12.446267128;4;27.154966116;
15;2;23.7449073792;10.5308046341;2;25.210706234;2;25.2929801941;12.5;4;27.3455736637;
16;2;24.1264228821;10.625;2;25.6974492073;2;27.3428649902;12.5;4;27.5485696793;
17;2;24.4184684753;10.625;2;26.2223615646;2;28.4646625519;12.5;4;27.7639603615;
18;2;24.733417511;10.625;2;26.7831263542;2;29.5938968658;12.5;5;27.9916012287;
19;2;25.0698757172;10.625;2;27.3761043549;2;30.7304801941;12.5;5;28.2311806679;
20;2;25.4256629944;10.625;8;27.9963049889;2;30.938709259;12.5;5;28.4822051525;
21;2;25.7977828979;10.625;8;28.6374530792;2;31.0893230438;12.5;5;28.7439901829;
22;2;26.182472229;10.625;8;29.2921695709;2;31.2463951111;12.5;5;29.0156545639;
23;2;28.575302124;10.625;8;29.9522571564;2;31.4093933105;12.5;5;29.2961215973;
24;2;29.9713554382;10.625;8;30.6090812683;2;31.5776729584;12.5;5;29.5841283798;
25;2;31.365447998;10.625;7;31.2540082932;2;31.7504768372;12.5;5;29.8782401085;
26;2;32.7524032593;10.625;7;31.8788576126;2;31.9269447327;12.5;5;30.1768741608;
27;2;33.1273155212;10.625;6;32.4763212204;2;32.1061248779;12.5;5;30.4783301353;
28;2;33.4857940674;10.625;6;33.0402956009;2;32.2869987488;12.5;5;30.7808256149;
29;2;33.8241767883;10.625;6;33.5661077499;2;32.4684944153;12.5;6;31.0825371742;
30;2;34.1396636963;10.625;7;34.0506105423;2;32.649520874;12.5;6;31.3816437721;
31;3;34.4303665161;10.625;6;34.4921531677;2;32.8289871216;14.5;6;31.6763706207;
32;3;34.6952896118;10.625;7;34.8904571533;2;33.005821228;16.5;6;31.9650321007;
33;3;34.9342727661;10.625;7;35.2464103699;2;33.179019928;18.5;6;32.2460689545;
34;3;35.1478462219;12.625;7;35.561832428;2;33.3476409912;20.5;6;32.5180811882;
35;3;35.337097168;14.625;8;35.839220047;2;33.510848999;22.5;6;32.7798547745;
