Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;4;23.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.5;4;23.0;1;14.0;10.0;6;20.0;
5;1;9.60000038147;11.5;4;23.0;1;15.0;10.0;6;20.0;
6;1;10.6000003815;11.5;4;23.0;1;16.0;10.0;6;20.3999996185;
7;1;11.6000003815;11.5;4;23.0;1;17.0;10.1999998093;6;20.7264003754;
8;1;11.8999996185;11.5;4;23.4599990845;1;17.4358406067;10.3632001877;6;21.8194274902;
9;1;12.0380001068;11.7299995422;4;23.8212833405;1;18.0916557312;10.9097137451;6;22.7316036224;
10;1;12.1463851929;11.9106416702;4;24.0;2;20.0916557312;11.3658018112;5;24.4745616913;
11;1;12.2000007629;12.0;5;25.2000007629;2;22.0916557312;11.7372808456;5;25.0973980427;
12;2;15.1463851929;12.8000001907;4;27.1576004028;2;23.7096557617;12.0336990356;5;25.5931169987;
13;2;17.1463851929;13.0788002014;4;27.9311039448;2;24.3558712006;12.2662630081;5;25.984300375;
14;2;19.1463851929;13.4505519867;5;28.5263216496;2;24.5905799866;12.446267128;5;26.1235172749;
15;2;21.1463851929;13.7328653336;5;28.978894949;2;24.6741104126;12.5;5;26.1558350325;
16;2;23.1463851929;13.943564415;6;29.1235172749;2;26.6290206909;12.5;5;26.1887089014;
17;2;24.4834403992;14.0;6;29.1558350325;2;27.6487464905;12.5;5;26.2221269608;
18;2;25.4931354523;14.0;6;29.1887089014;2;28.6687965393;12.5;5;26.2560760975;
19;3;25.7566127777;14.0;4;32.5820560455;2;29.6891651154;12.5;5;26.2905418873;
20;3;26.7666378021;14.0;4;32.7719082832;2;29.7743244171;12.5;6;26.3255085945;
21;3;27.7768230438;14.0;5;32.964029789;2;29.7953052521;12.5;7;26.3609591722;
22;3;28.7871627808;14.0;4;33.1579303741;2;29.816576004;12.5;7;26.3968753815;
23;3;29.5222434998;14.0;5;33.3531001806;2;29.8381252289;12.5;7;26.4332377911;
24;3;29.6047515869;14.0;4;33.5490159988;2;29.8599433899;12.5;7;26.4700255394;
25;3;27.6875247955;15.0;5;33.7451469898;2;29.8820152283;12.5;7;26.5072168112;
