Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;13.0;10.0;4;20.0;
3;1;8.0;12.1000003815;4;23.0;1;13.0;10.0;4;20.0;
4;1;9.0;11.5;4;23.0;1;14.0;10.0;4;20.0;
5;1;9.60000038147;11.5;4;23.0;1;15.0;10.0;4;20.0;
6;1;10.6000003815;11.5;4;23.0;1;16.0;10.0;4;20.3999996185;
7;1;11.6000003815;11.5;3;23.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.8999996185;11.5;3;23.4599990845;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;12.0380001068;11.7299995422;3;23.8212833405;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;12.1463851929;11.9106416702;3;24.0;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;12.2000007629;12.0;3;25.2000007629;1;20.0916557312;11.7372808456;4;24.0673980713;
12;1;14.1463851929;12.6000003815;3;26.1576004028;1;21.0916557312;12.0336990356;5;24.5325260162;
13;1;15.1463851929;13.0788002014;3;26.9011039734;1;22.0916557312;12.2662630081;5;24.892534256;
14;2;17.1463851929;13.650551796;2;28.4657306671;1;23.0916557312;12.446267128;5;25.0;
15;3;19.1463851929;13.7328653336;3;28.88712883;1;24.0916557312;12.5;5;25.0;
16;3;20.4463844299;13.943564415;3;29.0;1;25.0916557312;12.5;5;25.0;
17;3;21.4463844299;14.0;4;29.0;1;26.0916557312;12.5;5;25.0;
18;3;22.4463844299;14.0;4;29.0;1;27.0;12.5;6;25.0;
19;3;22.6999988556;14.0;4;29.0;1;27.0;12.5;6;25.0;
20;3;22.6999988556;14.0;5;29.0;1;27.0;12.5;7;25.0;
21;3;22.6999988556;14.0;5;29.0;1;27.0;12.5;7;25.0;
22;3;22.6999988556;14.0;5;29.0;1;27.0;12.5;7;25.0;
23;3;22.6999988556;14.0;5;29.0;1;27.0;12.5;6;25.0;
24;3;22.6999988556;14.0;5;29.0;1;27.0;12.5;6;25.0;
25;3;22.3999996185;14.3000001907;6;29.0;1;27.0;12.5;6;25.0;
26;3;22.3999996185;14.3000001907;6;29.0;1;27.0;12.5;6;25.0;
27;3;20.6999988556;15.0;6;29.0;1;27.0;12.5;6;25.0;
28;3;19.6999988556;16.0;6;29.0;1;27.0;12.5;4;25.0;
29;3;18.6999988556;17.0;6;29.0;1;27.0;12.5;4;25.0;
30;3;17.6999988556;18.0;6;29.0;1;27.0;12.5;5;25.0;
31;3;16.6999988556;19.0;6;29.0;1;27.0;12.5;5;25.0;
32;3;15.6999998093;20.0;6;29.0;1;27.0;12.5;5;25.0;
33;3;14.6999998093;21.0;6;29.0;1;27.0;12.5;5;25.0;
34;3;14.3000001907;22.0;7;29.0;1;27.0;12.5;5;25.0;
35;3;14.3000001907;23.0;8;29.0;1;27.0;13.5;5;25.0;
36;3;14.3000001907;24.0;7;29.0;1;27.0;14.5;5;25.0;
37;3;14.3000001907;25.0;9;29.0;1;27.0;15.5;5;25.0;
38;3;14.3000001907;26.0;9;29.0;1;27.0;16.5;6;25.0;
39;3;14.3000001907;27.0;9;29.0;1;27.0;17.5;8;25.0;
40;3;15.3000001907;25.0;11;29.0;1;27.0;17.5;8;25.0;
41;3;14.3000001907;26.0;9;29.0;1;27.0;17.5;8;25.0;
42;3;14.3000001907;27.0;10;29.0;1;27.0;17.5;9;25.0;
43;3;15.3000001907;25.0;11;29.0;1;27.0;17.5;9;25.0;
44;3;14.3000001907;26.0;10;29.0;1;27.0;17.5;10;25.0;
45;3;14.3000001907;27.0;10;29.0;1;27.0;17.5;9;25.0;
46;3;15.3000001907;25.0;10;29.0;1;27.0;17.5;7;25.0;
47;3;16.0;25.0;12;29.0;1;27.0;17.5;8;25.0;
48;3;17.0;25.0;14;29.0;1;27.0;17.5;8;25.0;
49;3;18.0;25.0;14;29.0;1;27.0;17.5;6;25.0;
50;3;19.0;25.0;14;29.0;1;27.0;17.5;6;25.0;
51;3;20.0;25.0;14;29.0;1;27.0;17.5;6;25.0;
52;3;21.0;24.5;15;29.0;1;27.0;17.5;6;25.0;
53;3;22.0;24.5;15;29.0;1;27.0;17.5;6;25.0;
54;3;22.3999996185;24.5;16;29.0;1;27.0;17.5;7;25.0;
55;4;22.3999996185;24.5;15;29.0;1;27.0;17.5;7;25.0;
56;4;22.3999996185;24.0;13;29.0;1;27.0;17.5;7;25.0;
57;4;22.3999996185;24.5;13;29.0;1;27.0;17.5;7;26.0;
58;4;22.3999996185;24.5;14;29.0;1;27.5999984741;18.0;8;26.7800006866;
59;4;22.3999996185;24.5;14;29.0;1;28.0680007935;18.3899993896;8;27.3745174408;
60;4;22.3999996185;24.5;13;29.0;1;28.4247112274;18.6872596741;8;27.8194847107;
61;4;22.3999996185;24.5;13;29.0;1;28.6916904449;18.9097423553;9;28.0;
62;4;22.3999996185;24.5;9;30.0;1;28.7999992371;19.0;7;28.0;
63;4;23.3999996185;25.5;8;30.0399999619;1;28.7999992371;19.0;7;28.0;
64;4;24.3999996185;26.5;9;30.0811839104;1;28.7999992371;19.0;7;28.0;
65;5;24.3999996185;27.5;8;30.1235535145;1;28.7999992371;19.0;7;28.0;
66;5;24.3999996185;28.5;9;30.1671074629;1;28.7999992371;19.0;6;28.0;
67;5;24.3999996185;29.5;9;30.211841464;1;28.7999992371;19.0;7;28.0;
68;5;24.3999996185;30.1059207916;11;30.2577478886;1;28.7999992371;19.0;6;28.0;
69;5;24.3999996185;30.1288738251;9;30.3048160076;1;28.7999992371;19.0;4;28.0;
70;5;24.3999996185;30.1524085999;9;30.3530313969;1;28.7999992371;19.0;3;28.0;
71;5;24.3999996185;30.1765155792;10;31.4023760557;1;28.7999992371;19.0;4;28.0;
72;5;25.3999996185;31.2011871338;11;31.4828282595;1;28.7999992371;19.0;5;28.0;
73;5;26.3999996185;32.2264137268;11;31.5649535656;1;28.7999992371;19.0;5;28.0;
74;5;26.3999996185;33.2521820068;9;33.0593212843;1;28.7999992371;19.0;5;28.0;
75;5;26.8199996948;34.978477478;8;34.270432353;1;28.7999992371;19.0;6;28.0;
76;5;27.1375198364;36.5625457764;8;35.2020487785;1;28.7999992371;19.0;6;28.0;
77;5;27.6848697662;37.0758399963;8;35.9162882566;1;28.7999992371;19.0;5;28.0;
78;5;27.8581962585;37.4200935364;9;36.2986130714;1;28.7999992371;19.0;6;28.0;
79;5;27.6000003815;38.1493034363;9;36.4700709581;1;28.7999992371;19.0;6;28.0;
80;5;27.938583374;37.6707305908;12;36.6459950209;1;28.7999992371;19.0;6;28.0;
81;5;27.9466133118;37.7453079224;11;36.8262486458;1;28.7999992371;19.0;5;28.0;
82;5;27.9547386169;37.8218917847;12;37.0106704235;1;28.7999992371;19.0;5;28.0;
83;5;27.9629611969;37.9004020691;11;37.1990731955;1;28.7999992371;19.0;5;28.0;
84;5;27.6000003815;38.5995368958;13;37.3912450075;1;28.7999992371;19.0;5;28.0;
85;6;27.6000003815;38.6956253052;12;37.5869488716;1;28.7999992371;19.0;6;28.0;
86;6;27.988155365;36.8189620972;12;37.785924077;1;28.7999992371;19.0;6;28.0;
87;6;27.9967193604;37.846496582;14;37.9878866673;1;28.7999992371;19.0;7;28.0;
88;6;28.0053577423;39.2903518677;14;38.1925319433;1;28.7999992371;19.0;8;28.0;
89;6;27.6000003815;41.3497276306;15;38.3995352983;1;28.7999992371;19.0;9;28.0;
90;6;27.6000003815;43.4097595215;15;38.6085549593;1;28.7999992371;19.0;9;28.0;
91;6;27.6000003815;45.4703140259;15;38.8192343712;1;28.7999992371;19.0;10;28.0;
92;6;27.6000003815;47.5312423706;15;39.0312049389;1;28.7999992371;19.0;10;28.0;
93;6;27.6000003815;48.7663803101;18;39.2440890074;1;28.7999992371;19.0;10;28.0;
94;7;27.6000003815;49.8578300476;17;39.4575030804;1;28.7999992371;19.0;11;28.0;
95;7;27.6000003815;50.9494667053;17;39.6710604429;2;28.7999992371;19.0;10;28.0;
96;7;27.6000003815;52.0411186218;17;39.8843756914;2;28.7999992371;19.0;10;28.0;
97;7;27.6000003815;53.1325912476;18;40.0970662832;2;28.7999992371;19.0;10;28.0;
98;7;27.6000003815;54.2237091064;18;40.3087569475;2;28.7999992371;19.0;11;28.0;
99;7;27.6000003815;55.1543807983;19;40.5190826654;2;28.7999992371;19.0;11;28.0;
100;7;27.6000003815;55.2595405579;20;40.7276910543;2;28.7999992371;19.0;11;28.0;
101;8;27.6000003815;55.3638458252;12;51.9342443943;2;28.7999992371;19.0;12;28.0;
102;8;29.6000003815;57.4671211243;13;52.6134235859;3;28.7999992371;19.0;11;28.0;
103;8;31.6000003815;59.5692100525;15;53.2649278045;3;28.7999992371;19.0;11;28.0;
104;8;31.8857498169;61.6699638367;16;53.8851461411;4;28.7999992371;19.0;10;28.0;
105;8;31.8796749115;63.7692375183;18;54.4715353847;4;28.7999992371;19.0;11;28.0;
106;9;31.8742084503;65.8669128418;17;75.0225881934;4;28.7999992371;19.0;11;28.0;
107;9;32.8692855835;67.9628601074;18;77.3377426863;4;28.7999992371;19.0;11;28.0;
108;9;33.86485672;70.0569763184;19;79.3868586421;4;26.7999992371;20.0;11;28.0;
109;9;33.860874176;72.1491851807;23;81.1474635005;4;27.7999992371;19.0;11;28.0;
110;9;33.8572845459;74.2393951416;25;82.6240751743;4;25.7999992371;20.0;11;29.0;
111;9;33.854057312;76.3275299072;26;83.8409199715;4;27.7999992371;20.0;11;29.0800000429;
112;9;33.8511505127;77.8493118286;26;84.8330677748;4;29.7999992371;21.0;11;29.165536046;
113;9;33.8485374451;82.6963500977;26;85.6387732029;4;27.7999992371;23.0;11;30.2568495274;
114;9;33.8461837769;84.482635498;28;86.1304266453;4;29.7999992371;24.0;11;30.4141691923;
115;9;33.8440628052;85.6218185425;28;86.2784017324;4;31.7999992371;26.0;11;30.5806705952;
116;9;33.5999984741;84.6804580688;30;86.4225088358;4;29.7999992371;28.7288532257;11;31.7566120625;
117;9;33.8404426575;86.7382202148;30;86.5626881719;4;31.7999992371;29.7838249207;12;31.982216239;
118;9;33.8388977051;88.7950897217;31;86.657086134;4;33.7999992371;31.0;12;32.2188475132;
119;10;33.8375091553;90.0057830811;32;86.7314204574;4;31.7999992371;33.665145874;13;32.4666383266;
120;10;33.8362579346;91.0607299805;31;86.8047421575;5;32.7999992371;33.7028579712;12;32.725661397;
121;10;33.8351325989;92.1146850586;31;86.8769727945;5;33.7999992371;34.0;12;32.9959220886;
122;10;33.8341178894;93.1676025391;31;86.948043406;5;31.7999992371;36.3890304565;12;33.2773518562;
123;10;33.8332061768;94.2194824219;32;87.0178927779;5;32.7999992371;35.454536438;12;33.5698016882;
124;10;33.8323860168;95.2702941895;32;87.0864674449;5;30.7999992371;37.1311264038;12;33.8730357885;
125;10;33.8316459656;96.3200073242;34;88.9067844152;5;29.7999992371;38.2289352417;11;34.1867274046;
126;11;34.8478088379;98.8565216064;23;99.8350757957;5;28.7999992371;39.3297309875;10;34.5104550123;
127;11;36.8649673462;102.399795532;23;101.279860854;5;27.7999992371;40.4334526062;11;35.8437008858;
128;11;37.8831634521;105.946594238;24;102.709549665;5;27.7999992371;42.540019989;11;36.3458508253;
129;11;37.9024353027;109.493652344;27;105.116999626;5;27.7999992371;44.6493301392;11;36.8799403906;
130;13;39.9228248596;111.751708984;25;106.556233525;5;26.7999992371;46.7612724304;12;37.4480630159;
131;13;41.5094032288;114.011566162;26;107.965477467;6;25.7999992371;48.8757247925;12;38.0523680449;
132;14;41.9626960754;116.272293091;28;109.341300726;6;24.7999992371;48.0;12;38.6949994564;
133;14;42.0690879822;118.532974243;28;110.68143177;6;23.7999992371;51.0;12;39.3780089617;
134;14;42.1725196838;121.416397095;29;111.984643102;6;22.7999992371;53.2325057983;12;40.1032348871;
135;14;42.2726783752;124.674263;29;113.250598192;6;21.7999992371;54.3553123474;12;40.8721503019;
136;14;42.369342804;127.929367065;29;115.479686022;6;20.7999992371;55.4797172546;12;41.6856744289;
137;14;43.4624099731;132.180877686;29;117.717844367;6;20.0;56.6054916382;13;43.5439577103;
138;15;47.8461647034;137.427993774;28;120.738569975;6;21.0;58.7324066162;12;44.5061480999;
139;15;52.899017334;140.72454834;29;122.725455642;6;22.0;60.8602180481;12;45.5131237507;
140;15;54.8940010071;146.382415771;30;124.626532197;6;22.0;62.9886741638;13;46.5614298582;
141;15;59.2904319763;152.264968872;31;126.448661566;6;22.0;65.117515564;13;47.6460227966;
142;15;61.5874862671;156.877700806;32;128.199730515;6;22.0;67.2464752197;13;48.7602227926;
143;16;63.2855453491;157.441818237;31;129.888047338;6;23.0;65.3753051758;14;49.8957895041;
144;16;64.3960723877;159.961135864;32;132.440184951;6;22.0;66.5037231445;17;51.0431513786;
145;16;67.7021484375;160.416915894;32;133.693552613;6;22.0;67.6315002441;15;52.1917763948;
146;16;69.9699935913;161.623077393;31;134.929800034;6;23.0;65.7583618164;15;53.3306691647;
147;16;70.9661331177;163.699310303;32;136.189279556;6;22.0;66.8840866089;16;54.4489525557;
148;16;71.2864303589;165.777236938;33;137.470144391;6;22.0;68.0084228516;13;55.5364521742;
149;16;72.5936126709;164.856735229;36;139.770203233;7;23.0;66.1311569214;6;71.5842308998;
150;17;72.9180297852;169.937637329;32;151.187230587;7;23.0;68.2520828247;6;73.6350026131;
151;18;75.2678909302;176.019790649;34;169.322075963;6;22.0;68.3710021973;8;58.5333838463;
152;18;78.7334976196;180.103027344;34;172.847631097;6;23.0;66.4877319336;9;59.4259634018;
153;18;80.0860977173;187.187164307;36;176.243613362;6;22.0;67.6021270752;10;60.2612214088;
154;19;81.67237854;194.272003174;36;179.474450707;6;22.0;68.7140274048;11;61.039311409;
155;19;83.8354568481;200.76625061;36;182.519601941;6;23.0;66.8233108521;11;61.7617616653;
156;19;88.9431762695;206.367218018;37;185.37257719;6;22.0;67.9298706055;12;62.4311435223;
157;19;94.0517883301;208.901077271;39;188.038077831;7;24.0;64.9298706055;13;62.9873509407;
158;19;98.3766479492;201.0912323;39;190.52834487;7;25.0;63.7069015503;14;63.4853587151;
159;19;101.350669861;202.285873413;40;192.790182829;7;25.0;65.7069015503;14;63.9466161728;
160;19;107.920249939;201.484725952;39;194.909635067;7;24.0;65.7069015503;12;64.3100302219;
161;19;113.510002136;200.027206421;41;196.77342248;7;23.0;65.7069015503;13;64.5580897331;
162;19;118.045967102;202.316513062;42;198.459556103;7;23.0;65.7069015503;12;64.8025183678;
163;19;122.831748962;204.607788086;43;200.102369785;7;25.0;64.7069015503;12;66.0430366993;
164;19;125.467132568;205.131332397;43;201.613065481;7;27.0;64.7069015503;13;66.3193764687;
165;19;127.855522156;206.424697876;47;203.020619392;7;25.0;68.7069015503;12;66.544056654;
166;19;129.429534912;208.640594482;49;204.405259132;7;25.0;69.7069015503;13;66.7560963631;
167;19;129.986434937;212.978363037;49;205.762961864;7;26.0;67.7069015503;14;66.9673799276;
168;19;131.505859375;216.551422119;49;207.078513622;8;26.0;70.7069015503;12;67.1775983572;
169;19;134.965423584;212.660507202;53;208.276993752;8;28.0;70.7069015503;12;67.3864529133;
170;19;132.439910889;223.312744141;54;209.445775747;8;26.0;71.7069015503;13;67.5936558247;
171;20;130.880462646;234.312744141;55;210.581207037;8;24.0;75.7069015503;12;67.7989346981;
172;20;130.282196045;245.312744141;55;211.679980516;8;26.0;70.7069015503;12;67.9800890684;
173;20;129.657852173;256.312744141;59;212.739189148;8;25.0;69.7069015503;12;68.1414264441;
174;20;133.975967407;251.912719727;61;213.756379843;8;24.0;72.7069015503;12;69.3013329506;
175;20;129.334030151;258.912719727;62;214.729599953;8;27.0;71.7069015503;12;69.519598484;
176;20;127.63646698;268.912719727;63;215.563857079;8;29.0;72.7069015503;13;69.7389945984;
177;20;130.800598145;266.912719727;66;217.33578229;8;29.0;76.7069015503;14;69.9594159126;
178;20;129.931213379;271.912719727;67;218.076438189;8;28.0;78.7069015503;13;70.1807668209;
179;20;129.985946655;282.51272583;68;218.777579546;8;27.0;80.7069015503;14;70.4029606581;
180;20;133.132415771;286.51272583;71;219.449723601;8;27.0;81.7069015503;15;70.6259174347;
181;20;136.145355225;284.51272583;72;220.044320822;8;29.0;80.9909667969;18;70.8495630026;
182;21;133.206359863;294.51272583;71;220.600897908;8;30.0;81.0316162109;18;71.0738253593;
183;21;136.23890686;298.51272583;72;222.144977689;8;27.0;85.0727767944;18;71.2986338139;
184;21;138.644104004;299.51272583;74;223.661266923;8;27.0;86.1144256592;18;71.5239151716;
185;21;139.113677979;303.51272583;74;225.145441771;8;28.0;84.1564941406;19;71.7495929003;
186;21;140.573806763;307.51272583;75;226.593667626;8;28.0;87.1989593506;19;71.9755849838;
187;21;140.996261597;314.51272583;76;228.002632976;8;30.0;87.2417602539;20;72.2017996311;
