Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;2;15.6000003815;10.0;4;21.0;
6;1;9.0;10.0;5;20.0;2;16.6000003815;10.0;4;21.4499995708;
7;1;9.5;10.0;5;20.0;2;17.6299991608;10.1999998093;4;21.8283753395;
8;1;9.5;10.0;5;20.3999996185;2;18.0970249176;10.3632001877;4;22.9974169731;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;18.7984485626;10.9097137451;4;23.9899556637;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;20.7984485626;11.3658018112;4;24.8177473545;
11;2;9.72283363342;10.7951860428;4;23.0419120789;2;22.79845047;11.7372808456;4;25.499997139;
12;2;10.184431076;11.0209560394;4;23.9343504906;2;23.951215744;12.0336990356;5;26.0592095852;
13;2;11.9523334503;11.4571752548;4;24.6616024971;2;25.0076656342;12.2662630081;5;26.5180448294;
14;2;13.9523334503;11.8107032776;4;25.243845582;2;26.0669612885;12.446267128;5;26.7291285992;
15;2;15.9523334503;12.0916318893;4;25.7037609816;2;27.1291332245;12.5;5;26.8375600576;
16;2;16.9660930634;12.3113050461;4;26.0636560917;2;28.194190979;12.5;4;26.9507986307;
17;2;17.9707603455;12.4808797836;4;26.1228116751;2;29.262134552;12.5;4;27.0688064098;
18;2;18.9754657745;12.5;4;26.1438889503;2;30.2412834167;12.5;4;27.1915113926;
19;2;19.8823757172;12.5;4;26.1651208401;2;30.314907074;12.5;5;27.3188049793;
20;2;19.8871517181;12.5;5;26.1864993572;2;30.3912830353;12.5;5;27.450540781;
21;2;19.8919620514;12.5;6;26.2080165148;2;29.0;13.5;5;27.5865325928;
22;2;19.8968029022;12.5;6;26.2296639681;2;29.0;14.3105726242;5;27.7265536785;
23;2;19.9016742706;12.5;7;26.2514331341;2;29.0;14.4085874557;5;27.8703370094;
24;2;19.9065723419;12.5;7;26.2733153105;2;29.0;14.5092353821;5;28.0175757408;
25;2;19.9114952087;12.5;7;26.2953014374;2;29.0;14.6123027802;5;28.1679241657;
26;2;19.9164428711;12.5;8;26.3173824549;3;29.0;14.717546463;6;28.321000576;
27;3;19.9214115143;12.5;8;26.3395489454;3;29.0;14.8247003555;6;28.4763901234;
28;3;19.926399231;12.5;8;26.3617914915;3;29.0;14.933473587;6;28.6336483955;
29;3;17.9314041138;13.5;8;26.3841004372;3;29.0;15.043554306;7;28.7923061848;
30;3;16.936422348;14.5;9;26.4064661264;3;29.0;15.1546144485;7;28.951874733;
31;3;15.9414548874;15.5;9;26.428878665;3;29.0;15.2663116455;7;29.1118516922;
32;3;14.9464979172;16.5;9;26.4513280392;4;29.0;17.2663116455;6;29.2717266083;
33;3;14.3265485764;17.5;9;26.4738043547;4;29.0;19.2663116455;6;29.4309883118;
34;3;14.3316059113;18.5;9;26.4962974787;4;29.0;21.2663116455;6;29.5891308784;
35;3;14.3366670609;19.5;9;26.5187973976;4;29.0;23.2663116455;6;29.745660305;
36;3;14.3417291641;20.5;9;27.5412938595;4;29.0;25.2663116455;7;30.9001002312;
37;3;15.3467912674;21.5;9;27.5937768221;4;30.0;26.9300689697;7;31.0869985819;
38;3;16.3518486023;22.5;9;27.6468271017;4;32.0;25.9300689697;7;31.2717943192;
39;3;16.5955352783;23.5;9;27.7004278898;4;31.6425170898;27.9300689697;8;31.4540930986;
40;3;16.6075973511;24.5;9;27.7545609474;4;31.6645507812;29.9300689697;8;31.6335359812;
41;3;16.6197776794;25.5;9;27.8092069626;4;32.6870956421;28.9300689697;8;31.8098016977;
42;3;16.6320724487;26.5;9;27.8643455505;5;31.7101459503;29.9300689697;7;32.9826080799;
43;3;16.6444778442;27.5;10;27.9199551344;5;32.7336959839;31.9300689697;7;33.2217140198;
44;3;16.6569900513;28.5;10;27.9760129452;5;34.7577400208;30.9300689697;8;33.4610702991;
45;3;16.6696033478;29.5;10;28.0324950218;5;33.7822723389;32.9300689697;9;33.7006562948;
