Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;9.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;9.5;10.0;5;20.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;9.5;10.0;5;20.3999996185;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;9.59000015259;10.5;4;21.7264003754;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;9.88844013214;10.3632001877;4;21.9903717041;2;20.6916561127;11.3658018112;3;24.4745616913;
11;2;9.94783401489;10.4951858521;4;23.0819120407;2;22.6916561127;11.7372808456;3;25.0673980713;
12;2;10.1934309006;11.0209560394;4;23.99553442;2;23.6916561127;12.0336990356;4;25.5325260162;
13;2;11.9660997391;11.4571752548;4;24.7449600697;2;24.0916557312;12.2662630081;4;25.892534256;
14;2;13.9660997391;11.8107032776;4;25.3503712416;2;25.0916557312;12.446267128;4;26.0;
15;2;15.9660997391;12.0916318893;4;25.8344515562;2;26.0916557312;12.5;4;26.0;
16;2;16.9954986572;12.3113050461;4;26.2195074558;2;27.0916557312;12.5;4;26.0;
17;2;18.0058269501;12.4808797836;4;26.3048160076;2;28.0916557312;12.5;4;26.0;
18;2;19.0164165497;12.5;5;26.3530313969;2;29.0;12.5;4;26.0;
19;2;19.9294319153;12.5;5;26.4023760557;2;29.0;12.5;5;26.0;
20;2;19.9405345917;12.5;5;26.4528282881;2;29.0;12.5;4;26.0;
21;2;19.9518871307;12.5;5;26.5043625832;2;29.0;12.5;4;26.0;
22;2;19.9634819031;12.5;5;26.5569496155;2;29.0;12.5;4;26.0;
23;2;19.9753131866;12.5;5;26.6105561256;2;29.0;12.5;4;26.0;
24;2;19.9873752594;12.5;5;26.6651450396;3;29.0;12.5;4;26.0;
25;2;19.9996566772;12.5;6;26.72067523;3;29.6000003815;12.5;5;26.0;
26;2;20.0121517181;12.5;7;26.7771017551;4;29.6000003815;12.5;4;26.0;
27;4;20.024848938;12.5;5;26.8343759775;4;29.6000003815;12.5;4;26.0;
28;4;19.625;13.2337503433;6;26.8924454451;4;29.6000003815;12.5;4;26.0;
29;4;18.0508003235;13.5;6;26.9512542486;4;29.6000003815;12.5;4;26.0;
30;4;17.064031601;14.5;6;27.0107431412;4;29.0;13.0;4;26.0;
31;4;16.0774173737;15.5;6;27.0708494186;4;29.0;13.0;4;26.0;
32;4;15.0909414291;16.5;6;27.1315076351;4;29.0;13.0;4;26.0;
33;4;14.4795894623;17.5;7;27.1926498413;4;29.0;15.0;4;26.0;
34;4;14.4933462143;18.5;6;27.2542052269;4;29.0;17.0;5;26.0;
35;4;14.5071964264;19.5;6;27.3161010742;4;29.0;19.0;5;26.0;
36;4;14.5211229324;20.5;6;28.3782629967;4;29.0;21.0;5;26.0;
37;4;15.5351085663;21.5;7;28.4906146526;4;29.0;23.0;6;26.0;
38;5;16.5491390228;22.5;4;57.3550543785;4;29.0;23.0;8;26.0;
39;5;17.0;25.2713832855;4;59.4840301275;5;29.0;23.0;7;26.0;
40;5;18.0;27.1050720215;4;61.1367608309;5;29.0;23.0;7;26.0;
41;5;19.0;28.1879882812;5;62.372405529;5;29.0;23.0;7;26.0;
42;5;20.0;29.2722415924;5;63.2757678032;5;29.0;23.0;7;26.0;
43;5;21.0;30.3577880859;7;63.932057023;5;29.0;23.0;7;26.0;
44;5;22.0;31.444568634;8;64.0821884871;5;29.0;23.0;7;27.0;
45;5;23.0;32.5325317383;8;64.2094455957;5;30.0;24.0;8;27.0499999523;
46;5;25.0;30.6216106415;10;64.3382052183;5;31.0;25.0;9;27.1019749641;
47;5;25.0;31.7117443085;13;64.4683666229;5;31.0;26.0;9;27.1559499502;
48;5;26.0;35.7117424011;13;64.5998225212;5;31.0;27.0;9;27.2119446993;
49;5;29.091211319;36.7117424011;14;64.7324590683;5;31.0;28.0;10;27.269973278;
