Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;2;15.6000003815;10.0;3;21.0;
6;1;9.0;10.0;6;20.0;2;16.6000003815;10.0;3;21.6099996567;
7;1;9.5;10.0;6;20.0;2;17.7259998322;10.1999998093;3;22.1879594326;
8;1;9.5;10.0;6;20.3999996185;2;18.3127765656;10.3632001877;3;23.6396303177;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;19.1837768555;10.9097137451;3;24.9919278622;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;21.1837768555;11.3658018112;3;26.2714796066;
11;2;9.72283363342;10.7951860428;5;23.0419120789;2;23.1837768555;11.7372808456;3;27.5132870674;
12;2;10.184431076;11.0209560394;5;23.944350481;2;25.1591892242;12.0336990356;4;28.755604744;
13;2;11.954583168;11.4571752548;4;24.6819975376;2;26.62550354;12.2662630081;3;30.0352697372;
14;2;13.9545841217;11.8107032776;4;25.2750298977;2;28.1772956848;12.446267128;3;31.2153692245;
15;2;15.9545841217;12.0916318893;4;25.746127367;2;29.8208770752;12.5;3;32.4450569153;
16;2;16.9756240845;12.3113050461;4;26.1175945997;2;31.5586891174;12.5;3;33.8264827728;
17;2;17.9828968048;12.4808797836;4;26.1887089014;2;33.3875465393;12.5;3;35.342300415;
18;2;18.9902935028;12.5;5;26.2221269608;2;35.2053794861;12.5;3;36.9616670609;
19;2;19.8999786377;12.5;3;26.2560760975;2;36.1770019531;12.5;4;38.6408853531;
20;2;19.907617569;12.5;3;26.2905418873;2;34.1770019531;13.5;5;40.3267784119;
21;2;19.9153709412;12.5;3;26.3255085945;2;33.1770019531;14.5;6;41.962638855;
22;2;19.9232387543;12.5;3;26.3609591722;2;32.1770019531;15.5;6;43.4956130981;
23;2;19.9312152863;12.5;3;26.3968753815;2;31.1770000458;16.5;6;44.8835945129;
24;2;19.9392967224;12.5;4;26.4332377911;3;30.1770000458;17.5;5;46.0997562408;
25;2;19.947479248;12.5;3;26.4700255394;3;29.1770000458;18.5;5;47.1336956024;
26;3;19.9557552338;12.5;2;26.5072168112;3;29.0;19.5;5;47.9894523621;
27;3;19.625;12.5;2;26.5447884798;3;29.0;20.5;5;48.6815605164;
28;3;19.9725780487;12.5;2;26.5827163458;3;29.0;21.5;6;49.2306022644;
29;3;17.9811115265;13.5;2;26.6209751368;3;29.0;22.5;6;49.6593379974;
30;3;16.9897193909;14.5;2;26.6595385075;3;29.0;23.5;6;49.9899368286;
31;3;15.9983959198;15.5;2;26.6983793974;3;29.0;25.5;5;50.0;
32;3;15.0071353912;16.5;2;26.7374696732;3;29.0;27.5;5;50.0;
33;3;14.3909301758;17.5;2;26.7767804861;3;29.0;29.5;5;50.0;
34;3;14.3997755051;18.5;2;26.8162822723;3;29.0;31.5;5;51.0;
35;3;14.4086637497;19.5;2;26.8559447527;3;30.0;34.5;5;51.0299999714;
36;3;14.4175872803;20.5;2;26.8957372904;3;31.0;36.5;5;51.0605909824;
37;3;14.4265403748;21.5;3;26.9356285334;3;31.6363544464;38.5;5;51.091766119;
38;3;14.4355163574;22.5;3;26.9755871296;3;31.6550598145;40.5;6;51.1235172749;
39;3;14.4445075989;23.5;4;27.015581131;3;31.6741104126;42.5;6;51.1558350325;
40;4;15.4535055161;25.3999996185;3;28.0555787086;3;31.6935005188;43.5;6;51.1887089014;
41;4;16.4625053406;25.5;3;28.1455478668;3;31.7132263184;44.5;6;51.2221269608;
42;4;16.4714984894;26.5;4;29.5293426514;3;32.7332763672;42.5;8;51.2560760975;
43;4;16.4899082184;27.5;5;31.6509255171;3;31.7536468506;43.5;8;51.2905418873;
44;4;17.5086345673;28.5;5;32.5946537256;4;32.7743263245;45.5;8;52.3255085945;
45;4;18.5276546478;29.5;6;33.3535974026;5;34.7953033447;44.5;8;52.4459592104;
46;4;18.794883728;30.5;7;33.9681602716;5;35.8165740967;44.5;8;52.5731781721;
