Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;4;20.0;
4;2;9.0;11.3000001907;5;21.0;1;14.0;10.0;4;20.0;
5;2;10.0;10.0;5;21.0900000334;2;16.0;10.0;3;21.0;
6;2;12.0;10.0;5;21.1871190071;2;18.0;10.0;3;21.6499996185;
7;2;12.7671012878;10.0;5;21.2917383909;2;20.0;10.1999998093;2;22.285775423;
8;2;12.790640831;10.0;4;21.817143321;2;21.371465683;10.3632001877;2;23.8222985268;
9;2;12.9088573456;10.1999998093;4;22.2793469429;2;22.29337883;10.9097137451;2;25.2952210903;
10;2;13.0128526688;10.3632001877;4;23.5656701326;2;24.29337883;11.3658018112;2;26.7415430546;
11;2;13.3022756577;10.9097137451;3;24.691826582;2;26.29337883;11.7372808456;2;28.2077422142;
12;2;13.5556602478;11.3658018112;3;25.6707911491;2;28.29337883;12.0336990356;2;29.7435488701;
13;2;16.3504219055;11.7372808456;3;26.5228655338;2;30.2182693481;12.2662630081;2;31.3953166008;
14;2;17.9093704224;12.7703390121;3;27.2714657784;2;31.9933242798;12.446267128;2;33.030755043;
15;2;19.5256328583;12.2662630081;3;27.9399077892;2;33.9101104736;12.5;3;34.7950515747;
16;2;19.9093704224;13.3604793549;3;28.3811409473;3;35.9101104736;12.5;2;36.7741365433;
17;2;21.6701278687;12.5;3;28.7401795387;3;37.9101104736;12.5;4;38.9200744629;
18;2;22.7509117126;12.5;4;29.1239151955;3;39.8184509277;12.5;4;41.1584129333;
19;2;23.5528812408;12.5;4;29.5311965942;3;40.8184509277;12.5;5;43.3949928284;
20;2;23.6445198059;12.5;4;29.960246563;3;41.8184509277;12.5;5;45.5297336578;
21;2;23.7410545349;12.5;4;30.4086403847;3;42.8184509277;12.5;5;47.4739532471;
22;2;23.8419437408;12.5;4;30.873316288;3;43.8184509277;12.5;5;49.165353775;
23;2;23.9464950562;12.5;4;31.3506221771;3;44.8184509277;12.5;5;50.5753173828;
