Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;8.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;9.0;10.0;5;20.0;1;16.0;10.0;3;20.3999996185;
7;1;9.5;10.0;4;20.0;1;17.0;10.1999998093;3;20.7264003754;
8;1;9.5;10.0;4;20.3999996185;2;18.0358409882;10.3632001877;2;22.8194274902;
9;2;9.59000015259;10.5;3;21.7264003754;2;18.6916561127;10.9097137451;1;23.8216036558;
10;2;9.88844013214;10.3632001877;3;21.9903717041;2;20.6916561127;11.3658018112;1;24.6616806984;
11;2;9.94783401489;10.4951858521;3;23.0819120407;2;22.6916561127;11.7372808456;1;25.3591364622;
12;2;10.1934309006;11.0209560394;3;23.99553442;2;23.8666992188;12.0336990356;2;25.9367523193;
13;2;11.9660997391;11.4571752548;3;24.7449600697;2;24.9341907501;12.2662630081;2;26.4174647331;
14;2;13.9660997391;11.8107032776;3;25.3503712416;2;26.0066146851;12.446267128;2;26.6541694403;
15;2;15.9660997391;12.0916318893;3;25.8344515562;2;27.0841579437;12.5;2;26.7922235727;
16;2;16.9954986572;12.3113050461;3;26.2195074558;2;28.1669902802;12.5;2;26.9393253326;
17;2;18.0058269501;12.4808797836;3;26.3048160076;2;29.2552509308;12.5;2;27.0956480503;
18;2;19.0164165497;12.5;4;26.3530313969;2;30.2573890686;12.5;3;27.261295557;
19;2;19.9294319153;12.5;4;26.4023760557;2;30.3567771912;12.5;3;27.4362905025;
20;2;19.9405345917;12.5;5;26.4528282881;2;30.461774826;12.5;4;27.6205644608;
21;2;19.9518871307;12.5;5;26.5043625832;2;30.5723381042;12.5;4;27.8139474392;
22;2;19.9634819031;12.5;4;26.5569496155;2;30.6883678436;12.5;4;28.016159296;
23;2;19.9753131866;12.5;4;26.6105561256;2;30.8096961975;12.5;4;28.2268030643;
24;2;19.9873752594;12.5;4;26.6651450396;3;30.9360809326;12.5;3;28.445360899;
25;2;19.9996566772;12.5;4;26.72067523;3;31.0672168732;12.5;3;28.6711919308;
26;2;20.0121517181;12.5;4;26.7771017551;3;31.20271492;12.5;3;28.9035346508;
27;2;20.024848938;12.5;4;26.8343759775;3;31.3421211243;12.5;3;29.141512394;
28;2;19.625;13.2337503433;4;26.8924454451;3;31.4849071503;12.5;3;29.3841423988;
29;2;18.0508003235;13.5;4;26.9512542486;3;31.6304855347;12.5;3;29.6303496361;
30;2;17.064031601;14.5;4;27.0107431412;3;31.7782096863;12.5;4;29.8789830208;
31;2;16.0774173737;15.5;4;27.0708494186;3;31.9273910522;14.5;4;30.1288366318;
32;2;15.0909414291;16.5;5;27.1315076351;3;32.0773010254;16.5;4;30.3786706924;
33;2;14.4795894623;17.5;5;27.1926498413;3;32.2272033691;18.5;5;30.6272368431;
34;2;14.4933462143;18.5;6;27.2542052269;3;32.3763427734;20.5;5;30.8733024597;
35;2;14.5071964264;19.5;7;27.3161010742;3;32.523979187;22.5;5;31.1156759262;
36;2;14.5211229324;20.5;7;27.3782629967;3;32.6694068909;22.5;6;31.353228569;
37;3;15.5351085663;22.2000007629;6;28.4406147003;3;32.8119354248;22.5;5;32.5849161148;
38;3;16.5491371155;22.5;6;28.5430793762;3;33.9509506226;23.5;5;32.8397963047;
39;3;16.7971916199;23.5;7;28.6467633247;3;35.0858764648;24.5;6;33.0876338482;
40;3;16.8205223083;24.5;7;28.7515900135;3;35.8525772095;25.5;6;33.3277199268;
41;3;16.8441085815;25.5;7;28.8574799299;3;35.9966316223;26.5;7;33.5594761372;
42;3;16.8679332733;26.5;8;28.9643515348;3;36.135684967;27.5;7;33.7824548483;
43;3;16.8919792175;27.5;9;29.0721204281;3;36.2694740295;27.5;8;33.996337533;
44;3;16.9162273407;28.5;9;29.1807003021;3;36.3978042603;27.5;9;34.2009277344;
45;3;16.940656662;29.5;11;29.2900028229;3;36.5205574036;27.5;9;34.3961441517;
46;3;17.0;29.4471225739;11;29.3999379873;3;36.6376876831;27.5;9;34.5820095539;
47;3;16.9899864197;28.5;11;29.5104144812;3;36.749206543;27.5;10;34.7586388588;
48;3;17.0148429871;29.5;13;29.621339798;3;36.8551864624;27.5;10;34.9262257814;
49;3;17.0;29.5;13;29.7326202393;4;36.9557342529;27.5;6;51.1842935085;
50;3;19.0648384094;30.5;13;29.8441615105;4;37.8642845154;29.0;7;53.2602450848;
51;3;20.0899372101;31.5;14;29.9558686018;4;40.3261451721;30.3899993896;8;55.0435959101;
52;3;20.0;32.5;14;30.067646265;4;40.8231735229;31.6872596741;8;56.5599031448;
53;3;22.1402206421;33.5;14;30.1793992519;4;41.2233161926;32.9097442627;9;57.6909030676;
54;3;22.7903633118;32.5;15;30.2910319567;4;41.4578094482;34.0;10;58.523209691;
55;3;21.625;33.5;16;30.4024494886;4;41.577255249;35.0;11;59.2445693016;
56;3;22.0508003235;32.5;17;30.5135573149;4;41.6902503967;36.0;11;59.8651530743;
57;3;21.625;32.9936141968;18;30.6242613792;4;41.7971115112;37.0;13;60.3966008425;
58;3;22.438041687;30.4011325836;18;30.7344684601;4;41.89818573;38.0;14;60.7630864382;
59;3;22.0909404755;28.9936122894;19;30.844086647;4;41.9411621094;39.0;14;60.9608589411;
60;3;21.625;30.9936122894;19;30.953025341;4;41.9765129089;40.0;15;61.020452261;
61;3;22.9644317627;27.9936122894;20;31.0611953735;4;42.0122718811;41.0;15;61.0806527138;
62;4;21.625;29.9936122894;19;31.1685090065;4;42.0483894348;42.0;15;61.1413941383;
63;4;21.625;31.6148834229;19;31.2748808861;4;42.0848350525;42.4000015259;17;61.2026081085;
64;4;22.501739502;29.6583976746;19;31.3802270889;4;42.1215629578;42.4000015259;18;61.2642235756;
65;4;22.1741390228;28.9936122894;19;31.4844670296;4;42.1585350037;42.4000015259;19;61.3261675835;
66;4;22.5208129883;28.5;18;31.5655794144;4;42.1957015991;42.4000015259;19;61.3883655071;
67;4;22.5249996185;27.5;17;31.628036499;4;42.2330169678;42.4000015259;18;61.4507408142;
68;4;22.5249996185;27.5;18;31.690372467;4;42.2704429626;42.4000015259;19;61.5132164955;
69;4;22.5249996185;27.5;18;32.7525100708;5;42.3079299927;42.4000015259;19;61.5757148266;
70;5;23.5249996185;28.5;12;52.8543725014;5;42.3454284668;42.4000015259;19;61.6381576061;
71;5;22.625;32.5;11;54.1570689678;5;42.3828926086;42.4000015259;19;61.7004666328;
72;5;22.625;36.5;12;55.2781248093;5;42.4202804565;42.4000015259;22;61.7625646591;
73;6;22.625;40.2999992371;12;56.2226279974;5;42.4575386047;42.4000015259;23;61.8243751526;
74;6;22.625;43.2999992371;12;57.0057615042;5;42.4946250916;42.4000015259;24;61.8858230114;
75;6;23.0;45.905921936;13;57.6483705044;5;42.5314941406;42.4000015259;24;61.9468343258;
76;6;24.0;46.9288749695;13;58.1731803417;5;42.5680999756;42.4000015259;24;63.0073378086;
77;6;25.0;47.9524078369;14;60.5525289774;5;38.7999992371;44.4000015259;24;63.0872638226;
78;6;26.0;49.0735626221;14;62.4862539768;5;42.7999992371;42.933631897;24;63.166741848;
79;6;27.0;50.1953811646;14;65.0413944721;5;39.7999992371;44.9632759094;25;63.2457021475;
80;6;29.0;52.3176879883;14;66.3294301033;5;40.7999992371;44.9925613403;25;63.3240772486;
81;6;31.0;54.4402999878;15;67.160073638;5;41.7999992371;46.0214653015;25;63.4018034935;
82;6;32.0;56.5630569458;15;67.5252821445;6;39.7999992371;44.6700515747;24;63.4788202047;
83;6;33.0;58.6857872009;16;67.8914636374;6;39.7999992371;45.4000015259;24;63.5550699234;
