Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;4;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;8.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;9.0;10.0;5;20.0;2;16.6000003815;10.0;3;21.3999996185;
7;1;9.5;10.0;5;20.0;2;17.6000003815;10.1999998093;3;21.7814003229;
8;1;9.5;10.0;5;20.3999996185;2;18.0688400269;10.3632001877;3;22.9635221958;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;18.7781124115;10.9097137451;3;23.9712977409;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;20.7781124115;11.3658018112;2;24.8166583776;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;22.7781124115;11.7372808456;2;25.5189816952;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;23.9626064301;12.0336990356;3;26.1009391546;
13;1;11.7228336334;11.4571752548;3;23.6214065552;2;25.0327033997;12.2662630081;3;26.585347414;
14;1;12.7228336334;11.8107032776;3;24.1832637787;2;26.1073436737;12.446267128;3;26.8249742985;
15;1;13.7228336334;12.0916318893;3;24.6226100922;2;27.1866397858;12.5;3;26.9650415182;
16;1;14.7228336334;12.3113050461;3;24.9617595673;2;28.2706813812;12.5;3;27.1131064892;
17;1;15.7228336334;12.4808797836;3;25.0;2;29.3595199585;12.5;3;27.2691993713;
18;1;16.7228336334;12.5;4;25.0;2;30.3615188599;12.5;3;27.4332807064;
19;1;17.625;12.5;4;25.0;2;30.4599685669;12.5;4;27.6052339077;
20;1;17.625;12.5;6;25.0;2;30.5631408691;12.5;4;27.7848587036;
21;1;17.625;12.5;6;25.0;2;30.6709156036;12.5;4;27.9718658924;
22;1;17.625;12.5;7;25.0;2;30.7831192017;12.5;4;28.1658732891;
23;1;17.625;12.5;7;25.0;2;30.8995246887;12.5;4;28.3664038181;
24;1;17.625;12.5;7;25.0;2;31.0198421478;12.5;4;28.5728855133;
25;1;17.625;12.5;8;25.0;2;31.1437301636;12.5;4;28.7846546173;
26;1;17.625;12.5;8;25.0;2;31.2707939148;12.5;4;29.0009608269;
27;1;17.625;12.5;8;25.0;2;31.4005775452;12.5;4;29.220975399;
28;1;17.625;12.5;8;25.0;2;31.532585144;12.5;4;29.4438018799;
29;1;17.625;12.5;8;25.0;2;31.6662807465;12.5;5;29.6684894562;
30;1;17.625;12.5;8;25.0;2;29.6662807465;13.5;5;29.894048214;
31;1;15.625;13.5;8;25.0;2;29.0;14.5;7;30.1194658279;
32;1;14.625;14.5;8;25.0;2;30.0;16.5;7;30.3437256813;
33;1;13.625;15.5;9;25.0;2;31.0;18.5;7;30.5658254623;
34;1;12.625;16.5;9;25.0;2;32.0;20.5;8;30.7847948074;
35;1;12.0;17.5;9;25.0;2;32.4708786011;21.5;8;30.9997119904;
36;1;12.0;18.5;9;25.0;2;32.5998268127;22.5;8;31.2097191811;
37;1;12.0;19.5;9;25.0;2;32.7258300781;22.5;9;31.414036274;
38;1;12.0;20.5;9;25.0;2;32.8484230042;22.5;9;31.6119709015;
39;1;12.0;21.5;9;25.0;2;32.9671821594;22.5;9;31.8029265404;
40;1;12.0;22.5;10;25.0;2;33.0817565918;22.5;9;31.9864063263;
41;1;12.0;23.5;10;25.0;2;33.1918449402;22.5;9;32.1620163918;
42;1;12.0;24.5;11;25.0;2;33.2972106934;22.5;10;32.3294630051;
43;1;12.0;25.5;11;25.0;2;33.3976783752;22.5;10;32.4885516167;
44;1;12.0;26.5;11;25.0;2;33.4931297302;22.5;10;32.6391801834;
45;1;12.0;27.5;14;25.0;2;33.5835075378;22.5;10;32.7813315392;
46;1;12.0;28.5;14;25.0;2;33.668800354;22.5;11;32.9150667191;
47;1;12.0;29.5;14;25.0;2;33.7490386963;22.5;11;33.040514946;
48;1;13.0;27.5;16;25.0;2;33.8243103027;22.5;12;33.1578655243;
49;1;12.0;28.5;16;25.0;2;33.8947181702;22.5;12;33.2673549652;
50;1;12.0;29.5;17;25.0;2;33.9604110718;22.5;12;34.5346088409;
