Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;1;13.0;10.0;6;20.0;
4;1;8.0;11.0;5;20.0;1;14.0;10.0;6;20.0;
5;2;8.0;10.3000001907;4;21.0;1;15.0;10.0;6;20.0;
6;2;9.22500038147;10.0;4;21.0900000334;2;17.0;10.0;5;21.3999996185;
7;2;9.74524974823;10.0;4;21.1871190071;2;19.0;10.1999998093;5;21.7264003754;
8;2;9.76710128784;10.0;3;21.7036092281;2;20.4358406067;10.3632001877;5;22.8594274521;
9;2;9.88331222534;10.1999998093;3;22.1564130783;2;21.7156562805;10.9097137451;5;23.8127875328;
10;2;9.98519229889;10.3632001877;3;22.557236433;2;23.7156562805;11.3658018112;5;24.5981152058;
11;2;10.075378418;10.4951858521;3;23.8035871983;2;25.7156562805;11.7372808456;5;25.2345055342;
12;2;10.3558073044;11.0209560394;3;24.8916251659;2;26.7919197083;12.0336990356;5;25.7443674803;
13;2;12.1677207947;11.4571752548;3;25.8364036083;2;27.4466209412;12.2662630081;5;26.1502821445;
14;2;14.1677207947;11.8107032776;3;26.6592981815;2;27.6901683807;12.446267128;5;26.3048160076;
15;2;15.7228336334;12.8344421387;3;27.3839819431;2;27.7828903198;12.5;5;26.3530313969;
16;2;16.7228336334;13.1397161484;3;28.0334718227;2;29.7473392487;12.5;4;26.4023760557;
17;2;18.4139690399;12.4808797836;3;28.407397747;2;30.7769470215;12.5;4;26.4528282881;
18;2;18.7228336334;13.5;4;28.7683298588;2;31.8072166443;12.5;5;26.5043625832;
19;2;19.625;13.6304988861;4;29.1538929939;2;32.8381385803;12.5;5;26.5569496155;
20;2;20.5596256256;12.5;4;29.562889576;2;32.9341697693;12.5;5;26.6105561256;
21;2;20.6516494751;12.5;4;29.9934945107;2;32.9663314819;12.5;5;26.6651450396;
22;3;20.7485351562;12.5;3;30.4432339668;2;32.9990882874;12.5;5;26.72067523;
23;3;20.8497276306;12.5;4;30.9089989662;2;33.0324058533;12.5;5;26.7771017551;
24;4;20.9545249939;12.5;3;31.3870959282;2;33.0662612915;12.5;5;26.8343759775;
25;4;19.625;13.5;3;31.8733391762;3;33.1006240845;12.5;5;26.8924454451;
26;4;19.625;14.5;4;32.36317873;4;33.1354675293;12.5;4;26.9512542486;
27;4;19.625;15.445271492;4;32.8518595695;4;33.170753479;12.5;5;27.0107431412;
28;4;19.625;15.6407442093;4;33.3346033096;4;33.2064437866;12.5;4;27.0708494186;
29;4;17.625;17.6407432556;4;33.8067913055;4;33.2425079346;12.5;4;27.1315076351;
30;4;16.625;19.6407432556;5;34.2641468048;4;33.2789039612;14.5;4;27.1926498413;
31;4;15.625;21.6407432556;5;35.7028827667;4;33.3155899048;16.5;4;27.2542052269;
32;4;15.625;23.2920188904;6;36.1398272514;4;33.3525238037;18.5;3;27.3161010742;
33;4;16.0;24.5838794708;6;36.5526900291;4;33.3896598816;20.5;3;27.3782629967;
34;4;16.2340431213;25.858745575;7;36.939699769;4;33.4269561768;22.5;3;28.4406147003;
35;4;16.2386302948;27.1153831482;8;37.2997931242;4;34.4643707275;23.5;3;28.5430793762;
36;4;16.2432594299;28.3530502319;8;37.6325695515;4;35.5018463135;24.5;4;28.6467633247;
37;4;16.247926712;29.571472168;9;37.9382146597;4;36.1880569458;25.5;5;28.7515900135;
38;5;16.2526321411;30.7707824707;6;66.9674105644;4;36.2509536743;26.5;5;28.8574799299;
39;5;17.0;31.9514656067;7;69.2337367535;4;36.3144874573;27.5;5;28.9643515348;
40;5;18.2621517181;33.1142807007;8;70.9978454113;4;36.3786087036;27.5;6;29.0721204281;
41;6;19.2669620514;34.2601966858;6;72.32053864;4;36.443271637;27.5;7;29.1807003021;
42;6;20.2718029022;35.3903236389;6;73.2883883715;4;36.5084228516;27.5;7;29.2900028229;
43;6;21.2766742706;36.505859375;7;73.9769618511;4;36.5740013123;27.5;7;29.3999379873;
44;6;22.2815723419;37.5999984741;7;74.0233153105;4;36.6399650574;27.5;8;29.5104144812;
45;6;23.2864952087;38.5999984741;8;74.0453014374;4;32.0;30.2264137268;8;29.621339798;
46;6;25.2914428711;36.5999984741;9;74.0673824549;4;33.0;29.8106689453;8;30.7326202393;
47;6;26.0;36.5221672058;10;74.0895489454;5;35.9341697693;28.0;8;31.7188144922;
48;6;29.301399231;35.5221672058;11;74.1117914915;5;37.9632873535;28.3899993896;9;32.5233867168;
49;6;32.2314033508;35.5221672058;13;74.1341004372;5;38.5140304565;28.6872596741;9;33.1819475889;
50;7;34.2364196777;36.4221687317;12;74.1564661264;5;38.9091644287;28.9097423553;10;33.5792492628;
51;7;35.3499984741;37.4221687317;13;74.178878665;5;39.1475486755;29.0;10;33.7988615036;
52;7;36.3499984741;38.4221687317;14;74.2013280392;5;39.2793159485;29.0;10;34.0209152699;
53;7;36.9749984741;37.5159301758;14;74.2238043547;5;39.4125480652;29.0;10;34.2450094223;
54;7;36.9749984741;36.5316619873;14;74.2462974787;5;34.144821167;32.0;7;34.470729351;
55;7;36.9749984741;35.5474090576;14;74.2687973976;5;34.7999992371;32.1610794067;6;34.6976499557;
56;7;36.9749984741;33.5;14;75.2912938595;5;32.7999992371;33.3488273621;6;35.9253368378;
57;7;37.9749984741;34.5;14;75.3437768221;5;34.7999992371;33.4626693726;7;36.1933507919;
58;7;38.9749984741;34.5;14;75.3968271017;6;36.7999992371;34.576675415;6;36.462433815;
59;7;39.213634491;35.5;15;75.4504278898;6;34.7999992371;36.6906242371;6;36.7321453094;
60;7;36.9749984741;37.5;15;75.5045609474;6;35.7999992371;36.8042945862;7;37.0020447969;
61;7;35.9749984741;39.5;15;75.5592069626;6;36.7999992371;37.9174690247;7;37.2716947794;
62;7;35.2350616455;40.5;14;75.6143455505;6;37.7999992371;42.4102172852;10;37.5406622887;
63;7;33.9749984741;42.3320960999;14;75.6699551344;7;35.7999992371;46.4102172852;9;37.8085224628;
64;7;33.6249771118;42.5;14;75.7260129452;7;36.7999992371;48.4102172852;10;38.0748612881;
65;7;33.3499984741;45.3792533875;15;79.3569310904;7;37.7999992371;51.4102172852;13;38.3392759562;
66;7;33.0015640259;44.6315383911;15;82.0622215271;7;37.7999992371;54.4102172852;14;38.6013795137;
67;7;33.7573165894;43.7347068787;16;84.0269443989;8;37.7999992371;57.4102172852;9;50.3608014584;
68;7;32.8248329163;43.7303771973;17;85.4018651247;8;38.7999992371;60.556476593;10;51.2496898174;
69;8;33.0;43.7808418274;17;85.8954981565;9;39.7999992371;63.5827713013;12;52.0932631493;
70;8;34.7495651245;42.5;16;86.1785925627;9;37.7999992371;67.6095733643;12;52.8867708445;
71;9;35.3498840332;44.5;15;86.4346700907;9;39.7999992371;66.302482605;14;53.6273958683;
72;9;33.0;47.8101196289;16;86.5558851957;9;36.7999992371;69.3889160156;14;54.3141276836;
73;9;32.0;49.9891204834;15;86.6323399544;9;37.7999992371;70.4748840332;14;54.9475160837;
74;9;32.0;49.5;16;86.7095236778;9;39.7999992371;69.5602416992;13;55.5233463049;
75;9;32.0;53.5;15;86.7873805761;9;36.7999992371;72.6448516846;14;55.9967073202;
76;9;32.0;54.7826118469;15;86.8658514023;9;37.7999992371;75.075843811;14;56.4276504517;
77;9;32.0;57.8232421875;16;86.9448734522;9;38.7999992371;77.1916809082;15;56.819776535;
78;9;32.0;60.8643875122;16;88.0085914135;9;40.7999992371;76.3059539795;15;57.1767942905;
79;9;33.0;64.9060134888;17;89.1486765146;9;40.7999992371;76.3484191895;16;57.3840789795;
80;9;35.0;69.9480743408;17;89.3548520803;9;39.7999992371;79.3912200928;17;57.539525032;
81;9;36.0;74.990524292;18;89.570255518;9;40.7999992371;79.4343032837;17;57.6920471191;
