Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;3;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;3;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;3;20.0;1;15.0;10.0;5;20.0;
6;1;9.0;10.0;3;20.0;1;16.0;10.0;5;20.3999996185;
7;2;9.5;10.3000001907;2;21.0;2;17.6000003815;10.1999998093;4;21.7264003754;
8;2;9.72500038147;10.0;2;21.3999996185;2;18.0358409882;10.3632001877;4;22.8594274521;
9;2;9.81500053406;10.1999998093;2;21.7264003754;2;18.7156562805;10.9097137451;4;23.8127875328;
10;2;9.88844013214;10.3632001877;2;21.9903717041;2;20.7156562805;11.3658018112;4;24.5981152058;
11;2;9.94783401489;10.4951858521;2;23.0719120502;2;22.7156562805;11.7372808456;4;25.2345055342;
12;2;10.1911802292;11.0209560394;2;23.9749414921;2;23.7919197083;12.0336990356;4;25.7443674803;
13;2;11.9614667892;11.4571752548;2;24.7131726742;2;24.8187599182;12.2662630081;4;26.1502821445;
14;2;13.9614667892;11.8107032776;2;25.3067810535;2;25.8463039398;12.446267128;4;26.3048160076;
15;2;15.9614667892;12.0916318893;2;25.7784451246;2;26.874546051;12.5;4;26.3530313969;
16;2;16.9828968048;12.3113050461;2;26.1504684687;2;27.9034748077;12.5;4;26.4023760557;
17;2;17.9902935028;12.4808797836;4;26.2221269608;2;28.9330806732;12.5;4;26.4528282881;
18;3;18.9978122711;12.5;3;26.2560760975;2;29.8716964722;12.5;4;26.5043625832;
19;3;19.907617569;12.5;3;26.2905418873;2;29.9026184082;12.5;4;26.5569496155;
20;3;19.9153709412;12.5;4;26.3255085945;2;29.9341697693;12.5;4;26.6105561256;
21;3;19.9232387543;12.5;5;26.3609591722;2;29.9663333893;12.5;4;26.6651450396;
22;3;19.9312152863;12.5;5;26.3968753815;2;29.99908638;12.5;4;26.72067523;
23;3;19.9392967224;12.5;5;26.4332377911;2;30.0324058533;12.5;4;26.7771017551;
24;3;19.947479248;12.5;6;26.4700255394;2;30.0662612915;12.5;4;26.8343759775;
25;3;19.625;13.0880098343;6;26.5072168112;3;30.1006259918;12.5;4;26.8924454451;
26;3;19.625;13.1028871536;6;26.5447884798;4;30.1354675293;12.5;3;26.9512542486;
27;3;19.625;13.1179151535;7;26.5827163458;4;30.170753479;12.5;4;27.0107431412;
28;3;19.9811115265;12.5;7;26.6209751368;4;30.206445694;12.5;4;27.0708494186;
29;3;17.9897193909;13.5;7;26.6595385075;4;30.2425098419;12.5;4;27.1315076351;
30;3;16.9983959198;14.5;7;26.6983793974;4;30.2789039612;12.5;5;27.1926498413;
31;3;16.0071353912;15.5;7;26.7374696732;4;30.3155899048;12.5;6;27.2542052269;
32;3;15.0159301758;16.5;7;26.7767804861;4;30.3525238037;14.5;6;27.3161010742;
33;3;14.3997755051;17.5;7;26.8162822723;4;30.3896598816;16.5;6;27.3782629967;
34;3;14.4086637497;18.5;7;26.8559447527;4;30.4269580841;18.5;7;27.4406147003;
35;3;14.4175872803;19.5;8;26.8957372904;4;30.4643688202;20.5;8;27.5030794144;
36;3;14.4265403748;20.5;8;26.9356285334;4;30.5018482208;22.5;8;27.5655794144;
37;3;14.4355163574;21.5;8;26.9755871296;4;30.5393486023;22.5;9;27.628036499;
38;3;14.4445075989;22.5;8;27.015581131;4;30.5768222809;22.5;10;27.690372467;
39;3;14.4535055161;23.5;9;27.0555787086;4;30.6142234802;22.5;10;27.7525100708;
40;3;14.4625053406;24.5;10;27.0955479145;4;30.651506424;22.5;10;27.8143725395;
41;3;14.4714984894;25.5;10;27.135456562;4;30.6886234283;22.5;10;27.8758842945;
42;3;14.4804782867;26.5;10;27.17527318;4;30.7255306244;22.5;10;27.936971426;
43;3;14.4894361496;27.5;11;27.2149660587;5;30.7621822357;22.5;8;37.9975619316;
44;3;14.4983673096;28.5;11;27.2545039654;5;31.798538208;23.5;9;39.4575858116;
45;3;14.5072631836;29.5;13;27.293856144;5;33.8345527649;25.5;9;39.9113769531;
46;3;15.5161170959;27.5;13;27.3329925537;5;34.8701858521;27.5;9;40.3378052711;
47;4;14.5249233246;28.5;8;47.3718836308;5;34.9054031372;29.5;10;40.7362219095;
48;4;15.5336742401;29.5;9;48.6105015278;6;34.9401626587;31.5;9;41.1065927744;
49;4;17.5423622131;27.5;9;49.666415453;6;34.9744338989;33.5;9;41.4494102001;
50;4;17.550983429;28.5;9;50.5447597504;6;35.0081825256;35.0509490967;10;41.7655972242;
51;4;19.5595302582;28.5;9;51.2607653141;6;35.0413780212;36.0614051819;11;43.0564060211;
52;4;21.0;29.5;9;51.8353266716;6;35.673992157;37.5719451904;11;44.2970142365;
53;5;23.5763778687;30.5;8;52.2912201881;6;36.2154846191;38.9725608826;11;45.3198270798;
54;5;25.0;31.5;8;52.6349442005;6;36.6456565857;40.2805099487;12;46.1620768309;
55;5;27.2178630829;32.5;10;52.6709127426;6;36.9858932495;41.5137481689;13;47.7105253935;
56;6;27.8509559631;31.5;9;52.7064116001;6;38.1670722961;43.6148300171;13;48.1110112667;
57;6;27.25;31.5;9;52.7414214611;6;39.2393836975;45.6257171631;14;48.7762309313;
58;6;27.8668193817;29.5;8;52.7759244442;6;39.310962677;47.5706634521;15;49.3945282698;
59;6;27.25;29.5;7;52.8099038601;7;39.3816490173;48.8678283691;12;49.9676431417;
60;6;27.25;29.4669322968;8;53.84334445;7;39.4512825012;50.1323280334;12;50.498241663;
61;6;28.25;30.4903411865;8;53.9162321091;7;39.5197143555;50.3661727905;12;50.9896035194;
62;6;29.25;31.5133628845;8;53.9897382259;7;37.5197143555;51.5717849731;12;52.4453407526;
63;6;29.9044246674;30.5133628845;9;54.0638530254;7;37.7999992371;55.7153091431;13;52.8991720676;
64;7;29.911567688;31.5;8;54.1385654211;8;38.7999992371;58.8539428711;12;53.2164257765;
65;7;29.9185791016;32.5;8;54.211841464;8;38.7999992371;61.8959846497;11;53.4748482704;
66;7;29.25;33.5;9;54.2577478886;8;38.7999992371;64.895980835;12;53.7343064547;
67;7;29.25;34.5;9;54.3048160076;8;38.7999992371;67.895980835;12;53.994613409;
68;7;29.25;34.5999984741;8;54.3530313969;8;38.7999992371;70.895980835;12;54.2555818558;
69;7;29.25;34.5999984741;8;54.4023760557;8;38.7999992371;73.5711135864;13;54.5170242786;
70;7;29.25;34.5999984741;9;54.4528282881;8;38.7999992371;75.6152496338;13;55.7787499428;
71;8;29.25;34.5999984741;8;54.5043625832;8;39.7999992371;78.6577072144;13;56.0705652237;
72;8;29.25;34.5999984741;9;54.5569496155;8;40.7999992371;80.907951355;13;56.3628624678;
73;8;29.25;34.5999984741;9;54.6105561256;8;40.7999992371;82.6296234131;16;56.6554301977;
74;9;29.25;34.5999984741;8;80.7573560476;8;40.7999992371;83.7046508789;16;56.9480479956;
75;9;28.4750003815;36.641998291;8;84.1467266083;8;41.7999992371;82.7425537109;18;57.2404882908;
76;9;30.6505012512;37.5735549927;8;86.8537691832;8;40.7999992371;84.780708313;19;57.5325142145;
77;9;30.4993247986;37.5735549927;9;89.9672385454;8;40.7999992371;86.8190994263;20;57.7992566824;
78;10;31.6124687195;40.3899993896;8;91.3556334972;8;41.7999992371;85.8576965332;20;58.0309461355;
79;10;33.9249992371;42.0;8;92.1768205166;8;40.7999992371;87.8964691162;20;58.2644623518;
80;10;33.6677894592;45.0;8;92.8382645845;9;40.7999992371;89.9353866577;21;58.4994484186;
81;10;31.2999992371;49.3831596375;8;93.107940197;9;41.7999992371;88.6371917725;20;58.7355371714;
82;10;31.2999992371;52.6167068481;9;93.3436855078;9;40.7999992371;92.7400665283;20;58.9723547697;
83;10;31.2999992371;55.3742713928;9;93.583889842;11;40.7999992371;94.8200836182;18;59.209523201;
84;10;31.2999992371;55.4950752258;9;94.8283462524;11;40.7999992371;96.9004745483;18;59.446663022;
85;11;33.2999992371;59.5308952332;9;96.1568198204;11;41.7999992371;95.9811630249;19;59.6833971739;
86;12;37.2999992371;61.5308952332;8;96.5545834303;11;40.7999992371;98.0620956421;20;59.9193539619;
87;12;39.2999992371;64.5308990479;9;96.9645525217;11;40.7999992371;100.143218994;21;60.1541700363;
88;12;38.2999992371;69.5308990479;9;97.3867069483;11;41.7999992371;99.2244720459;21;60.3874921799;
89;12;39.0;74.5308990479;9;97.8209757805;11;40.7999992371;101.305801392;19;61.6189823151;
90;12;39.5;77.5308990479;10;98.2672314644;11;41.7999992371;104.387138367;19;62.8953920603;
91;13;40.5;79.7288665771;8;98.7252862453;11;42.7999992371;107.271362305;16;64.9480230808;
92;13;41.5;82.7589263916;8;99.1948863268;11;42.7999992371;109.950546265;12;67.0216861963;
93;13;42.5;85.7881317139;11;99.6521508694;11;43.7999992371;110.36214447;12;69.1205512285;
94;14;43.5;88.8000030518;10;100.10450387;11;42.7999992371;113.80255127;13;72.2491364479;
95;14;44.5;92.8000030518;10;100.568410754;11;43.7999992371;117.272132874;14;74.4717421532;
96;14;45.5;96.8000030518;11;101.043300748;11;44.7999992371;120.770904541;15;76.7157378197;
97;14;45.7999992371;100.800003052;13;101.528515339;11;45.7999992371;121.098350525;18;78.8451887369;
98;14;45.7999992371;104.800003052;14;102.023305416;11;44.7999992371;123.653503418;18;81.0489120483;
99;14;45.7999992371;108.800003052;14;102.526830912;11;45.7999992371;123.234771729;18;83.3209036589;
100;15;45.7999992371;112.800003052;14;103.038161278;12;46.7999992371;123.839958191;18;85.6532689333;
101;15;45.7999992371;116.800003052;15;103.556279421;12;47.7999992371;124.466262817;19;88.0358402729;
102;15;45.7999992371;120.800003052;16;104.080084085;12;48.7999992371;125.110267639;20;90.4558736086;
103;15;45.7999992371;124.800003052;18;104.608397007;12;49.7999992371;125.768005371;21;92.897911787;
104;15;46.7999992371;125.800003052;18;105.139970541;12;50.7999992371;126.435035706;21;95.3438996077;
105;15;45.7999992371;129.800003052;20;105.673497915;12;51.5343856812;127.106529236;22;97.7736142874;
106;15;45.7999992371;133.800003052;21;107.207624674;12;51.6539916992;127.77746582;23;101.165433884;
107;15;47.7999992371;135.736083984;23;107.740963936;12;53.7620582581;128.36315918;24;103.537388563;
108;15;50.8740959167;142.795288086;25;108.272108316;12;55.7123413086;130.734405518;25;104.789139032;
109;15;51.8272094727;146.892501831;25;108.799650669;12;54.5951461792;134.707443237;27;105.958674669;
110;16;52.3799667358;150.176940918;24;109.322196007;12;54.6741333008;138.692138672;27;106.997276664;
