Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;6;20.0;
5;1;8.0;10.0;6;20.0;1;15.0;10.0;6;20.0;
6;1;9.0;10.0;6;20.0;1;16.0;10.0;6;20.3999996185;
7;1;9.5;10.0;6;20.0;1;17.0;10.1999998093;6;20.7264003754;
8;1;9.5;10.0;6;20.3999996185;1;17.4358406067;10.3632001877;6;21.8194274902;
9;2;9.59000015259;10.5;5;21.7264003754;1;18.0916557312;10.9097137451;6;22.7316036224;
10;2;9.88844013214;10.3632001877;5;22.0903717279;1;19.0916557312;11.3658018112;6;23.4745616913;
11;2;9.97033405304;10.4951858521;5;23.2838120461;1;20.0916557312;11.7372808456;6;24.0673980713;
12;2;10.238858223;11.0209560394;5;24.3146933317;2;22.0916557312;12.0336990356;5;25.5325260162;
13;2;12.0379104614;11.4571752548;5;25.1981878281;2;23.7195167542;12.2662630081;5;25.9325342178;
14;2;14.0379104614;11.8107032776;5;25.9559320211;2;24.5595207214;12.446267128;5;26.0811839104;
15;2;16.0379104614;12.0916318893;5;26.6120283604;2;24.6487102509;12.5;5;26.1235535145;
16;2;17.1704521179;12.3113050461;4;27.1901185513;2;26.6096515656;12.5;5;26.1671074629;
17;2;18.2242145538;12.4808797836;4;27.4906733036;2;27.6357841492;12.5;5;26.211841464;
18;2;18.7228336334;13.2472019196;5;27.7773330212;2;28.6626243591;12.5;6;26.2577478886;
19;2;19.625;13.333199501;5;28.0890238285;2;29.6901683807;12.5;6;26.3048160076;
20;2;19.625;13.7356090546;5;28.4260663986;2;29.7828903198;12.5;6;26.3530313969;
21;2;20.3958644867;12.5;5;28.788336277;2;29.8118190765;12.5;6;26.4023760557;
22;2;19.625;13.5;5;29.1751885414;2;29.841424942;12.5;6;26.4528282881;
23;2;19.625;14.1700754166;5;29.585392952;2;29.8716964722;12.5;6;26.5043625832;
24;2;20.625;12.5;5;30.0170898438;2;29.9026184082;12.5;6;26.5569496155;
25;2;18.7538452148;13.5;7;30.4677705765;2;29.9341697693;12.5;7;26.6105561256;
26;3;17.8552474976;14.5;6;30.9342932701;4;29.9663333893;12.5;5;26.6651450396;
27;3;16.9602165222;15.5;7;31.4129357338;4;29.99908638;12.5;5;26.72067523;
28;3;16.0679111481;16.5;8;31.8994894028;4;30.0324058533;12.5;5;26.7771017551;
29;3;15.5523853302;17.5;8;32.3893885612;4;30.0662612915;12.5;5;26.8343759775;
30;3;14.0;19.5;8;32.877872467;4;30.1006259918;12.5;5;26.8924454451;
31;3;14.0;21.5;8;33.360165596;4;30.1354675293;12.5;5;26.9512542486;
32;3;14.0;23.5;8;33.8316650391;4;30.170753479;12.5;5;27.0107431412;
33;3;14.0;25.5;8;34.2881155014;4;30.206445694;14.5;5;27.0708494186;
34;3;14.0;27.5;8;35.7257604599;4;30.2425098419;16.5;5;27.1315076351;
35;3;15.0;29.5;8;36.141462326;4;30.2789039612;18.5;5;27.1926498413;
36;3;16.0;31.5;9;36.5327749252;4;30.3155899048;20.5;6;27.2542052269;
37;3;16.2250003815;32.8729438782;9;36.8979701996;4;30.3525238037;22.5;6;27.3161010742;
38;3;16.2250003815;34.128578186;9;37.2360286713;4;30.3896598816;22.5;6;27.3782629967;
39;3;16.2250003815;35.3652191162;9;37.5465888977;4;30.4269580841;22.5;6;27.4406147003;
40;3;16.2250003815;36.582611084;8;37.8298740387;4;30.4643688202;22.5;6;27.5030794144;
41;4;16.2250003815;37.7809143066;6;53.0865974426;4;30.5018482208;22.5;6;27.5655794144;
42;4;19.0;35.6809120178;6;54.0678625107;4;30.5393486023;22.5;6;28.628036499;
43;4;20.2250003815;35.7809143066;6;54.944439888;4;34.1024284363;23.5;6;28.8203724623;
44;5;19.0;36.6809120178;6;55.7170915604;4;36.1522979736;24.5;6;29.0279411077;
45;5;20.0;37.6809120178;6;56.3900527954;4;38.2020072937;25.5;7;29.252096653;
46;5;19.2250003815;36.7809143066;8;56.9513263702;4;39.4016799927;26.5;7;29.4942193031;
