Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;2;13.3999996185;10.0;4;21.0;
4;1;8.0;11.0;4;20.0;2;14.6000003815;10.0;4;21.1200000048;
5;2;8.0;10.3000001907;3;21.0;2;15.6719999313;10.0;4;21.2530560493;
6;2;9.22500038147;10.0;3;21.0900000334;2;16.751832962;10.0;4;21.8127820492;
7;2;9.74524974823;10.0;3;21.1871190071;2;17.8476696014;10.1999998093;4;22.3170127869;
8;2;9.76710128784;10.0;3;21.7036092281;2;18.3902072906;10.3632001877;4;23.6710497141;
9;2;9.88331222534;10.1999998093;3;22.1564130783;2;19.2026290894;10.9097137451;4;24.8822329044;
10;2;9.98519229889;10.3632001877;3;22.557236433;2;21.2026290894;11.3658018112;4;25.9660522938;
11;2;10.075378418;10.4951858521;3;23.8035871983;2;23.2026290894;11.7372808456;4;26.945281744;
12;2;10.3558073044;11.0209560394;3;24.8916251659;2;24.8183860779;12.0336990356;5;27.8456065655;
13;2;12.1677207947;11.4571752548;3;25.8364036083;2;26.0795040131;12.2662630081;5;28.692204237;
14;2;14.1677207947;11.8107032776;3;26.6592981815;2;27.3714580536;12.446267128;5;29.3392357826;
15;2;16.1677207947;12.0916318893;4;27.3839819431;2;28.6951980591;12.5;5;29.9320087433;
16;3;17.3441429138;12.3113050461;3;28.0334718227;2;30.0508613586;12.5;5;30.576523304;
17;3;18.4139690399;12.4808797836;3;28.407397747;2;31.4375686646;12.5;5;31.2693214417;
18;3;19.4894981384;12.5;3;28.7683298588;2;32.761592865;12.5;5;32.004755497;
19;3;20.4728736877;12.5;4;29.1538929939;2;33.2028541565;12.5;6;32.7749452591;
20;3;20.5596256256;12.5;4;29.562889576;2;33.6649665833;12.5;6;33.569937706;
21;3;20.6516494751;12.5;4;29.9934945107;2;34.1419639587;12.5;6;34.3780879974;
22;3;20.7485351562;12.5;4;30.4432339668;3;34.6268539429;12.5;5;35.1866588593;
23;3;20.8497276306;12.5;4;30.9089989662;3;35.111995697;12.5;5;35.9825773239;
24;3;20.9545249939;12.5;5;31.3870959282;3;35.5895462036;12.5;5;36.7532711029;
25;4;19.625;13.5;4;31.8733391762;3;36.0519638062;12.5;5;37.4874658585;
26;4;19.625;14.5;4;32.36317873;3;36.492477417;12.5;6;38.1758413315;
27;4;19.625;15.445271492;4;32.8518595695;4;36.9055023193;12.5;5;38.8114652634;
28;4;19.625;15.6407442093;4;33.3346033096;4;37.2868804932;12.5;5;39.38996315;
29;4;17.625;17.6407432556;4;33.8067913055;4;37.6339797974;12.5;5;39.9094457626;
30;4;16.625;19.6407432556;5;34.2641468048;4;37.9456672668;14.5;5;40.3702306747;
31;4;15.625;21.6407432556;5;34.7028827667;4;38.2221374512;16.5;5;40.7744321823;
32;4;14.625;23.2920188904;5;35.1198272705;4;38.4646606445;18.5;5;41.12550354;
33;4;14.0;24.5838794708;5;35.5124940872;4;38.6753005981;20.5;5;42.4277763367;
34;4;14.0;25.858745575;5;35.8791179657;4;39.8566665649;23.5;5;42.8160580397;
35;4;14.0;27.1153831482;6;36.2186422348;4;41.0116348267;24.5;5;43.180734992;
36;4;14.0;28.3530502319;6;36.530673027;4;41.9084396362;25.5;5;43.4377241135;
37;4;14.0;29.571472168;6;36.8154029846;4;42.0626335144;26.5;5;44.6183350086;
38;4;14.0;30.7707824707;6;37.0735216141;4;43.1710014343;28.5;6;44.8587118387;
39;4;14.0;31.9514656067;6;37.3061151505;5;44.291229248;29.5;6;45.1214382648;
40;4;14.0;33.1142807007;7;37.5145664215;5;43.4241523743;31.5;7;45.4078171253;
41;4;14.0;34.2601966858;7;37.7004623413;5;43.5705604553;33.5;7;45.7189894915;
42;4;14.0;35.3903236389;7;37.8655099869;5;42.2000007629;36.5;7;46.0558658838;
43;4;14.0;36.505859375;9;38.0;5;41.92710495;37.9220123291;8;46.4190509319;
44;4;14.0;37.5999984741;10;38.0;5;40.9546508789;39.0806503296;8;46.8087630272;
45;4;14.0;38.5999984741;11;38.0;6;39.9828910828;40.2519760132;8;49.0009299517;
46;4;15.0;36.5999984741;11;38.0;8;40.7999992371;39.6604652405;5;59.4207351208;
47;4;14.0;37.5999984741;12;38.0;8;45.1419906616;37.3899993896;6;61.4893686771;
48;4;14.0;38.5999984741;12;38.0;8;48.5471458435;37.6872596741;7;63.3489255905;
49;4;15.0;36.5999984741;13;38.0;8;51.8645172119;37.9097442627;7;64.8879693747;
50;4;14.0;37.5999984741;14;38.0;8;54.6555290222;38.0;8;66.1935231686;
51;4;14.0;38.5999984741;14;38.0;9;57.0709724426;39.0;6;88.3943424225;
52;4;16.0;34.5999984741;15;38.0;9;61.5002174377;41.0;7;91.2293102741;
53;4;18.0;32.5999984741;16;38.0;10;61.4754219055;45.0;6;93.8203282356;
54;4;19.9249992371;30.5999984741;16;38.0;10;60.977104187;49.0;5;96.1360450983;
55;4;20.9249992371;29.5;16;38.0;10;60.4672775269;53.0;6;98.1718775034;
56;4;21.9249992371;28.5;17;38.0;10;59.9413299561;57.0;6;99.9432239532;
57;4;22.5499992371;27.5;17;38.0;10;57.0307197571;61.5509490967;7;101.477057815;
58;4;22.5499992371;26.5;17;38.0;11;55.1114730835;65.5614013672;6;102.804629803;
59;4;22.5499992371;25.5;16;38.0;11;53.1841201782;68.8860473633;6;103.888344526;
60;4;22.5499992371;24.5;16;38.0;11;51.2492256165;71.9541091919;6;104.58573246;
61;4;22.5499992371;23.5;16;38.0;12;49.4000015259;75.02318573;6;105.159593701;
62;4;22.5499992371;22.5;14;38.0;12;49.2000007629;78.0931396484;7;105.693681121;
63;4;22.5499992371;22.5;12;38.0;12;49.2000007629;81.1638565063;7;106.188398838;
64;4;22.5499992371;22.5;11;38.0;12;49.2000007629;84.2351837158;9;106.64503181;
65;4;22.5499992371;22.5;11;38.0;12;49.2000007629;87.3069763184;9;107.065525293;
66;4;22.5499992371;22.5;11;38.0;12;49.2000007629;90.3790969849;10;107.452267528;
67;4;22.5499992371;22.5;11;38.0;12;47.2000007629;95.431930542;10;108.807899833;
68;4;22.5499992371;22.5;12;38.0;12;47.2000007629;100.53314209;10;109.195160508;
69;4;22.5499992371;22.5;12;38.0;13;47.2000007629;105.634162903;12;109.458345652;
70;4;22.5499992371;22.5;13;38.0;13;46.2000007629;110.734771729;13;109.667171955;
71;4;22.5499992371;22.5;14;38.0;13;46.7999992371;112.834747314;15;109.87790668;
72;4;22.5499992371;22.5;14;38.0;13;52.4877891541;117.333900452;17;110.090318084;
73;4;22.5499992371;22.5;12;38.0;14;56.9972610474;116.349617004;16;110.304177999;
74;4;22.5499992371;22.5;10;38.0;14;58.2304191589;116.365348816;19;110.519260526;
75;4;22.5499992371;22.5;9;38.0;14;58.0519218445;122.381095886;21;111.735345006;
76;4;22.5499992371;22.5;10;38.0;15;62.0623626709;123.396842957;20;111.972214222;
77;4;22.5499992371;22.5;10;38.0;15;63.695224762;123.412590027;23;113.609851122;
78;4;22.5499992371;22.5;10;38.0;16;62.8209877014;127.428329468;24;114.906441331;
79;4;22.5499992371;22.5;10;38.0;16;64.0802612305;126.615501404;24;115.91910696;
80;4;22.5499992371;22.5;10;39.3900003433;16;64.1919174194;127.681755066;26;116.709800005;
81;4;20.7750015259;24.0;11;40.5194797516;16;62.270980835;132.891891479;26;117.163840532;
82;4;20.0255012512;23.3899993896;11;41.424580574;16;64.3069229126;131.978012085;28;118.402158618;
83;4;20.1592674255;23.6872596741;11;42.1435155869;16;66.3402175903;129.066101074;30;119.659993291;
84;4;20.2593841553;23.9097423553;11;42.5640974045;16;65.3640060425;136.156051636;29;120.535318375;
85;4;20.2999992371;24.0;11;42.773223877;17;67.5505371094;140.369567871;28;121.445345879;
86;4;21.2999992371;24.0;12;42.9544582367;18;69.7445373535;138.054901123;27;122.387010217;
87;4;22.2999992371;24.0;11;43.0;20;66.8386993408;144.593307495;26;123.356750369;
88;4;20.2999992371;25.0;11;43.0;20;68.8934707642;144.85105896;26;125.350569487;
89;4;20.2999992371;26.0;11;43.0;20;71.0350646973;142.758911133;26;127.424112201;
90;4;20.2999992371;27.0;11;43.0;20;70.1364135742;150.062896729;25;129.575709105;
91;4;20.2999992371;28.0;12;43.0;20;73.3515777588;155.379989624;25;131.803572536;
92;5;21.2999992371;27.0;10;44.0;20;78.5355377197;152.708969116;27;134.165872216;
93;5;22.2999992371;27.0;10;44.1599999666;20;76.8045883179;164.048217773;29;136.610909939;
94;5;22.5609989166;29.0;10;44.3437439203;20;80.0550918579;173.395935059;30;140.826450229;
95;5;22.6023406982;31.0;10;44.5541238785;20;83.4766387939;177.757232666;32;143.77925849;
96;5;22.6496772766;30.0;8;44.7941719294;21;84.7158126831;184.054046631;32;146.426116467;
97;5;22.7036876678;29.0;6;45.0669906139;21;84.2426223755;193.47428894;36;148.814256787;
98;5;22.7650718689;29.0;6;45.375654459;21;88.4544219971;195.752304077;38;150.782086611;
99;5;22.8345222473;29.0;7;45.7230784893;22;92.626373291;198.323104858;37;152.803693414;
100;4;20.2999992371;24.0;7;43.0;23;96.8058395386;200.116271973;39;157.603107691;
