Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;14.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;2;15.6000003815;10.0;4;21.0;
6;1;9.0;10.0;6;20.0;2;16.6000003815;10.0;4;21.4999996424;
7;1;9.5;10.0;6;20.0;2;17.6599998474;10.1999998093;4;21.9353003502;
8;1;9.5;10.0;6;20.3999996185;2;18.1611804962;10.3632001877;4;23.1829590797;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;18.9097747803;10.9097137451;4;24.267437458;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;20.9097747803;11.3658018112;4;25.2018244267;
11;1;9.72283363342;10.4951858521;5;22.0419120789;2;22.9097747803;11.7372808456;4;26.0066431761;
12;2;9.95943069458;11.3209562302;4;23.9143505096;2;24.2552032471;12.0336990356;5;26.7056586742;
13;2;11.9478340149;11.4571752548;4;24.661406517;2;25.3955345154;12.2662630081;5;27.3226804733;
14;2;13.9478340149;11.8107032776;4;25.2644476891;2;26.5497436523;12.446267128;4;27.7113106251;
15;2;15.9478340149;12.0916318893;4;25.7461636066;2;27.7184410095;12.5;4;28.0173821449;
16;2;16.9756336212;12.3113050461;4;26.1288670301;2;28.9020843506;12.5;4;28.3487696648;
17;2;17.9854335785;12.4808797836;4;26.211841464;2;30.1009178162;12.5;4;28.7054548264;
18;2;18.9954986572;12.5;5;26.2577478886;2;31.2232723236;12.5;4;29.0869145393;
19;2;19.9079933167;12.5;5;26.3048160076;2;31.4521484375;12.5;5;29.4920539856;
20;2;19.9185829163;12.5;5;26.3530313969;2;31.6952323914;12.5;5;29.9191560745;
21;2;19.9294319153;12.5;5;26.4023760557;2;29.6952323914;13.5;5;30.3658571243;
22;2;19.625;13.0609502792;5;26.4528282881;3;29.0;14.5;4;30.8291530609;
23;2;19.9518871307;12.5;5;26.5043625832;3;29.0;15.4145765305;4;31.3054442406;
24;3;19.9634819031;12.5;5;26.5569496155;3;29.0;15.6527223587;4;31.790620327;
25;3;19.625;12.5;5;26.6105561256;4;29.0;15.8953104019;3;32.2801818848;
26;3;19.9873752594;12.5;5;26.6651450396;4;29.0;16.1400909424;3;32.7693967819;
27;3;19.9996566772;12.5;6;26.72067523;4;29.0;16.3846988678;3;33.2534770966;
28;3;20.0121517181;12.5;6;26.7771017551;4;30.0;14.3846988678;3;33.7277650833;
29;3;20.024848938;12.5;6;26.8343759775;4;31.0;13.3846988678;3;34.187912941;
30;3;18.0377349854;13.5;6;26.8924454451;4;29.0;14.3846988678;3;34.6300430298;
31;3;17.0508003235;14.5;6;26.9512542486;4;29.0;15.3846988678;3;36.0508718491;
32;3;16.064031601;15.5;6;27.0107431412;4;30.0;18.3846988678;3;36.517794013;
33;3;15.0774173737;16.5;7;27.0708494186;4;31.0;21.3846988678;3;36.9630721807;
34;3;14.4659414291;17.5;7;27.1315076351;4;31.6864910126;24.3846988678;3;37.3856716156;
35;3;14.4795894623;18.5;7;28.1926498413;4;31.0;27.3846988678;3;38.7852193117;
36;3;15.4933462143;20.2000007629;6;28.2842051983;4;32.0;31.3846988678;4;39.2119305134;
37;3;16.5071964264;21.2210006714;7;28.3766920567;4;33.0;34.0811233521;4;39.6184910536;
38;3;16.5211219788;22.2424144745;8;28.4700291157;4;33.0;36.1271362305;5;40.0060334206;
39;3;16.2456474304;23.5;8;28.5641319752;5;33.0;38.1755065918;5;40.3759752512;
40;3;16.2527923584;25.2084312439;9;28.6589144468;6;33.0;39.5820121765;4;40.7299220562;
41;3;16.2600631714;26.252155304;10;28.7542883158;6;34.0;38.270160675;5;41.0695810318;
42;3;16.8447151184;25.5;11;28.8501634598;6;35.0;37.3557662964;5;41.3966840506;
43;3;16.8662872314;26.5;11;28.9464485645;6;36.0;36.4447822571;6;41.5934721231;
44;3;16.8879508972;27.5;11;29.0430519581;6;37.0;35.5371856689;6;41.7849406004;
45;3;16.9096870422;28.5;11;29.139881134;6;38.0;34.6329193115;6;41.9829195738;
