Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;2;6.0;14.5;3;21.0;
2;1;7.0;12.3000001907;5;17.0;2;7.30000019073;13.0;3;21.0599999428;
3;1;7.55000019073;11.3000001907;5;17.0;2;8.31799983978;12.0;3;21.1229639053;
4;1;7.55000019073;10.3000001907;5;17.0;2;9.33688926697;11.0;3;21.1889609098;
5;1;7.55000019073;9.30000019073;5;17.0;2;10.3566884995;10.0;3;21.2580518723;
6;1;8.55000019073;8.5;5;17.0;2;11.5661230087;10.0;3;21.3302885294;
7;1;8.82499980927;8.5;5;17.0;2;12.5986299515;10.0;3;21.4057120085;
8;1;8.82499980927;8.5;4;17.0;2;13.6325702667;10.0;3;21.8984082937;
9;1;8.82499980927;8.5;3;17.3400001526;2;14.6742839813;10.1999998093;3;22.3222295046;
10;1;8.9015007019;8.67000007629;3;17.6278438568;2;15.0450029373;10.3632001877;3;23.5653311014;
11;1;8.96626472473;8.81392192841;3;17.869726181;2;15.6043996811;10.9097137451;3;24.6390748024;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;16.0875835419;11.3658018112;3;25.5554702282;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;18.67710495;12.7372808456;3;26.3339047432;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;19.8187427521;13.1669521332;3;26.9969778061;
15;1;12.0206890106;10.1240053177;3;20.8052330017;2;20.8187427521;13.4984893799;4;27.5673406124;
16;1;13.0206890106;10.4026165009;3;21.2618598938;3;21.8187427521;13.7836704254;4;27.8974890709;
17;1;14.0206890106;10.6309299469;3;21.6314201355;3;22.8187427521;13.9487447739;5;28.1322584152;
18;1;15.0206890106;10.8157100677;3;21.9274635315;3;23.8187427521;14.0661296844;5;28.3786964417;
19;1;16.0206890106;10.9637317657;3;22.0;3;24.8187427521;14.527217865;5;28.6361970901;
