Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;2;7.0;13.3000001907;5;21.0;
3;1;7.55000019073;11.3000001907;4;17.0;2;8.30000019073;12.0;5;21.1200000048;
4;1;7.55000019073;10.3000001907;4;17.0;2;9.3360004425;11.0;5;21.2530560493;
5;1;7.55000019073;9.30000019073;4;17.0;2;10.375916481;10.0;5;21.4002518654;
6;1;8.55000019073;8.5;3;17.0;2;11.6301136017;10.0;5;21.5626775026;
7;1;8.82499980927;8.5;3;17.0;2;12.7032051086;10.0;5;21.7414059639;
8;1;8.82499980927;8.5;3;17.0;2;13.7836322784;10.0;4;22.3548774719;
9;1;8.82499980927;8.5;3;17.3400001526;2;14.8796949387;10.1999998093;4;22.9167456627;
10;1;8.9015007019;8.67000007629;3;17.6278438568;2;15.3125352859;10.3632001877;4;24.356058836;
11;1;8.96626472473;8.81392192841;3;17.869726181;2;15.9602270126;10.9097137451;4;25.6604835987;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;16.5472183228;11.3658018112;4;26.844856739;
13;1;9.22696018219;9.39324569702;2;19.5780620575;2;19.1367378235;11.7372808456;4;27.9307572842;
14;1;11.0206890106;9.78903102875;2;20.2480106354;2;21.1367378235;12.0336990356;3;28.9420342445;
15;1;12.0206890106;10.1240053177;2;20.8052330017;2;22.8030204773;12.2662630081;2;29.9013161659;
16;1;13.0206890106;10.4026165009;2;21.2618598938;2;24.0726947784;12.446267128;2;30.6594839096;
17;1;14.0206890106;10.6309299469;2;21.6314201355;2;25.3655109406;12.5;2;31.3578934669;
18;1;15.0206890106;10.8157100677;2;21.9274635315;2;26.6797943115;12.5;3;32.0980863571;
19;1;16.0206890106;10.9637317657;2;22.0;2;28.0128822327;12.5;3;32.8719134331;
20;1;16.9500007629;11.0;3;22.0;2;28.7923603058;12.5;3;33.6691875458;
21;1;16.9500007629;11.0;3;22.0;2;29.151134491;12.5;3;34.4780931473;
22;1;16.9500007629;11.0;4;22.0;2;29.5151424408;12.5;3;35.2858076096;
23;1;16.9500007629;11.0;5;22.0;2;29.8786125183;12.5;4;36.0792741776;
24;1;16.9500007629;11.0;5;22.0;4;30.2356739044;12.5;2;36.8460407257;
25;1;16.9500007629;11.0;5;22.0;4;30.5807189941;12.5;3;37.5750408173;
26;1;16.9500007629;11.0;5;22.0;4;30.9087677002;12.5;3;38.2572317123;
27;1;16.9500007629;11.0;6;22.0;4;31.2157554626;12.5;3;38.8859910965;
28;1;16.9500007629;11.0;5;22.0;4;31.4986953735;12.5;3;39.4572620392;
29;1;16.9500007629;11.0;5;22.0;4;31.7557678223;12.5;3;39.9694452286;
30;1;16.9500007629;11.0;5;22.0;4;29.9862518311;13.5;2;40.4231023788;
31;1;16.9500007629;11.0;5;22.0;4;29.1903953552;14.5;2;40.8205394745;
32;1;16.9500007629;11.0;5;22.0;4;28.3692436218;15.5;2;41.1653423309;
33;1;14.9500007629;12.0;5;22.0;4;27.5244045258;16.5;2;42.4619216919;
34;1;13.9500007629;13.0;5;22.0;4;27.6578655243;17.5;2;42.7351183891;
35;1;12.9500007629;14.0;5;22.0;4;27.6578655243;16.5;2;42.9700837135;
36;1;12.0;15.0;5;22.0;4;30.1259536743;19.5;1;43.0605818033;
37;1;12.0;16.0;6;22.0;4;32.1351280212;22.5;1;43.0811508894;
38;1;12.0;17.0;6;22.0;4;33.386516571;24.5;1;44.1018965244;
39;1;12.0;18.0;7;22.0;4;35.3958511353;27.5;1;44.1528116465;
40;1;12.0;19.0;7;22.0;4;36.9000015259;29.5;2;44.2044799328;
41;1;12.0;20.0;9;22.0;4;37.8920173645;30.5;3;44.2568869591;
42;1;12.0;21.0;8;22.0;4;37.915599823;31.5;3;44.3100166321;
43;1;12.0;22.0;7;22.0;4;36.9000015259;33.3305511475;4;44.3638515472;
44;1;12.0;23.0;7;22.0;4;37.9637336731;32.5;4;44.4183728695;
45;1;12.0;24.0;8;22.0;4;37.9882698059;32.5;4;44.4735600948;
46;1;12.0;25.0;8;22.0;4;38.0131034851;32.5;6;44.529391408;
47;1;12.0;26.0;10;22.0;4;37.4729919434;33.3792533875;7;44.5858433247;
48;2;12.0;27.0;9;37.0;4;37.4828872681;33.4033813477;7;44.6428910494;
49;2;13.0;28.0;11;37.75;4;38.089302063;32.5;8;44.7005081177;
50;2;14.0;29.0;11;38.4193744659;4;37.5027999878;33.452671051;9;44.758666873;
51;2;15.0;30.0;12;39.0072898865;4;38.1414031982;32.5;10;44.8173382282;
52;2;17.0;28.0;11;39.5162696838;4;38.167804718;32.5;9;44.8764916658;
53;2;17.0;29.0;12;39.9513263702;4;37.532913208;32.5;9;46.6307960749;
54;2;18.0;30.0;12;40.3190898895;4;37.65599823;35.0;9;48.0731548071;
55;2;20.0;28.0;13;40.6270179749;4;39.6329231262;33.3899993896;9;49.2433297634;
