Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;7.0;13.0;6;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;8.0;12.0;6;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;2;8.0;11.3000001907;5;21.0;
5;1;7.55000019073;9.30000019073;4;17.0;2;8.14999961853;10.0;5;21.0900000334;
6;1;8.55000019073;8.5;4;17.0;2;9.24524974823;10.0;5;21.1871190071;
7;1;8.82499980927;8.5;4;17.0;2;9.76710128784;10.0;5;21.2917383909;
8;1;8.82499980927;8.5;4;17.0;2;9.79064083099;10.0;5;21.817143321;
9;1;8.82499980927;8.5;4;17.3400001526;2;9.90885734558;10.1999998093;5;22.2793469429;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;10.0128526688;10.3632001877;5;22.6900259256;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;10.1052560806;10.4951858521;5;23.9506295919;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;10.3888921738;11.0209560394;5;25.0538563728;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;12.2042226791;11.4571752548;5;26.0146684647;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;14.2042226791;11.8107032776;5;26.8543052673;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;15.7228336334;12.8929443359;5;27.5962526798;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;16.7228336334;13.2033977509;5;28.2632865906;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;18.4656772614;12.4808797836;5;28.6547400951;
18;2;15.0206890106;10.8157100677;4;21.9274635315;2;19.5451507568;12.5;6;29.0328326225;
19;2;16.0206890106;10.9637317657;4;22.0;2;19.625;13.5;6;29.4347915649;
20;2;16.9500007629;11.0;4;22.0;2;19.625;13.8304376602;6;29.8589887619;
21;3;17.9500007629;11.3999996185;4;23.0;2;19.625;14.4435958862;6;30.3031497002;
22;3;18.9500007629;11.5;4;23.0750000477;2;19.625;14.6212596893;6;30.7643566132;
23;3;18.9500007629;11.5375003815;4;23.1548187733;2;20.625;12.6212596893;6;31.2390885353;
24;3;19.2098350525;11.0;5;23.2396422625;2;21.0287952423;12.5;5;31.7232985497;
25;3;17.2289199829;12.0;5;23.32964468;2;19.625;13.5;7;32.2125329971;
26;3;16.2491703033;13.0;5;23.4249849319;3;20.625;12.5;6;32.7020812035;
27;3;15.2706222534;14.0;5;23.5258028507;3;21.3579673767;12.5;6;33.1871519089;
28;3;14.3433055878;15.0;5;23.6322153807;3;19.625;13.5;5;33.6630582809;
29;3;14.3672485352;16.0;5;23.7443124056;3;17.625;15.5;6;34.1254005432;
30;3;14.3924703598;17.0;7;23.8621526957;3;16.625;17.5;7;34.570227623;
31;4;14.4189844131;18.0;6;23.9857594967;3;15.625;19.5;7;34.9941673279;
32;4;14.4467964172;19.0;6;24.1151165962;3;14.625;21.5;7;35.3945169449;
33;4;14.47590065;20.0;7;24.2501642704;3;14.0;23.5;8;35.7692890167;
34;4;14.5062866211;21.0;8;24.3907959461;3;14.0;25.5;9;36.1172132492;
35;5;14.5379295349;22.0;6;29.5368545055;3;14.0;27.2820491791;9;36.4376983643;
36;5;15.5707921982;23.0;7;29.8381309509;3;14.0;28.5063896179;10;36.7307662964;
37;5;16.6048297882;24.0;7;30.1411364079;3;14.0;29.7115364075;10;36.9969644547;
38;5;17.6399803162;25.0;7;30.4451868534;3;14.0;30.8978748322;10;37.2372674942;
39;5;18.3081626892;26.0;7;30.7495822906;3;14.0;32.0660858154;11;37.4529781342;
40;5;18.3870983124;27.0;7;31.0536112785;3;14.0;33.2170829773;11;37.6456279755;
41;5;18.4656333923;28.0;8;31.3565554619;3;14.0;34.351940155;13;37.8168964386;
42;5;18.543592453;29.0;9;31.6576926708;3;14.0;35.4718284607;13;37.9685335159;
43;5;18.6207962036;30.0;9;31.9563033581;3;14.0;36.5779724121;15;38.0;
44;5;19.6970710754;28.0;10;32.2516756058;3;14.0;37.5999984741;16;38.0;
45;6;18.7722473145;29.0;9;32.5431098938;3;14.0;38.5999984741;16;38.0;
46;6;18.8461608887;30.0;9;32.8299274445;3;15.0;36.5999984741;17;38.0;
47;6;19.9186592102;28.0;9;33.1114749908;3;14.0;37.5999984741;16;38.0;
48;6;18.9895954132;29.0;9;33.3871307373;3;14.0;38.5999984741;17;38.0;
49;6;19.0588302612;30.0;14;33.656311512;4;15.0;36.5999984741;17;38.0;
50;7;20.1262359619;28.0;9;48.9184775352;4;14.0;37.5999984741;18;38.0;
51;7;19.0401592255;30.0;8;49.9231395721;4;14.0;38.5999984741;19;38.0;
52;7;21.0646286011;31.0;9;50.8392362595;4;16.0;34.5999984741;19;38.0;
53;8;23.0877113342;33.0;8;66.6340818405;4;18.0;32.5999984741;19;38.0;
54;8;26.1000003815;36.0;8;68.0547308922;4;19.9249992371;30.5999984741;21;38.0;
55;9;29.1000003815;39.0;9;69.3161182404;4;20.9249992371;29.5;21;39.0;
56;9;32.0499992371;42.0;9;70.4236779213;4;22.9249992371;29.5;21;39.0499999523;
57;9;34.0499992371;43.0;9;71.3870859146;4;24.5499992371;29.5;23;39.1019749641;
58;9;36.6381034851;41.0;9;72.2187600136;4;24.5499992371;29.5;23;39.1559499502;
59;9;36.7148284912;41.0;10;72.8388175964;4;24.5499992371;29.5;24;39.2119446993;
60;10;36.8717956543;41.0;9;73.2758541107;4;24.5499992371;29.5;25;39.269973278;
61;10;36.941078186;41.0;9;74.6546797752;4;24.5499992371;28.5;27;39.3300433159;
62;10;37.9986190796;42.0;10;74.9789413214;4;24.5499992371;27.5;27;39.3921557665;
63;10;39.0249977112;43.0;10;75.1870450974;4;24.5499992371;27.5;28;39.4563041925;
64;10;39.3811340332;45.0;12;75.3966683149;4;24.5499992371;27.5;29;39.5224741697;
65;10;39.4125175476;46.3944358826;13;75.6082749367;5;24.5499992371;27.5;28;39.5906432867;
66;11;37.4462661743;48.4836425781;11;75.8223400116;5;24.5499992371;27.5;29;39.6607804298;
67;11;36.4824752808;49.5676689148;12;76.039337039;5;24.5499992371;27.5;30;39.7328453064;
68;11;35.5212478638;50.6466522217;12;76.2597233057;5;24.5499992371;27.5;30;39.8067884445;
69;11;34.612663269;51.7207489014;13;76.4393253326;5;24.5499992371;27.5;30;39.8825509548;
70;12;34.6567955017;52.75;12;76.5956480503;5;24.5499992371;27.5;31;39.9600640535;
71;12;35.0749969482;50.75;13;78.6947512627;5;24.5499992371;27.5;32;40.0392494202;
72;12;36.0589256287;49.75;13;81.4806835651;5;24.5499992371;27.5;32;41.120018959;
73;12;37.3682785034;49.75;13;83.0542387962;5;25.5499992371;28.5;32;41.2222752571;
74;12;39.6373710632;50.75;14;84.4002883434;5;26.5499992371;29.5;33;41.326107502;
75;12;41.2090377808;52.087638855;15;85.3367527723;5;26.5499992371;30.5;33;41.4313942194;
76;12;42.4272918701;53.1962051392;16;85.6574306488;5;26.5499992371;31.5;33;41.5380045176;
77;12;40.522228241;55.2000007629;17;85.9880412817;5;26.5499992371;32.5;33;41.7195057869;
78;13;39.6214103699;56.2000007629;16;86.332026124;5;26.5499992371;32.5;34;43.2974873781;
79;13;38.724609375;57.2000007629;17;86.6884007454;5;24.7750015259;34.0;34;44.6211206913;
