Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;6.0;13.3000001907;4;17.0;1;6.0;14.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;7.0;13.0;3;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;8.0;12.0;3;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;2;8.0;11.3000001907;2;21.0;
5;1;7.55000019073;9.30000019073;5;17.0;2;8.14999961853;10.0;2;21.1200000048;
6;1;8.55000019073;8.5;5;17.0;2;9.25199985504;10.0;2;21.2530560493;
7;1;8.82499980927;8.5;5;17.0;2;9.78193759918;10.0;2;21.4002518654;
8;1;8.82499980927;8.5;5;17.0;2;9.81505680084;10.0;2;21.9766796827;
9;1;8.82499980927;8.5;5;17.3400001526;2;9.94475364685;10.1999998093;2;22.4989564419;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;10.0622644424;10.3632001877;2;22.9796661139;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;10.1704244614;10.4951858521;2;24.3497066498;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;10.4786844254;11.0209560394;2;25.5842888355;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;12.3235692978;11.4571752548;2;26.7006480694;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;14.3235702515;11.8107032776;2;27.7219514847;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;16.3235702515;12.0916318893;3;28.6730384827;
16;1;13.0206890106;10.4026165009;6;21.2618598938;3;17.634180069;12.3113050461;2;29.5772051811;
17;1;14.0206890106;10.6309299469;6;21.6314201355;3;18.76130867;12.4808797836;2;30.2332024574;
18;1;15.0206890106;10.8157100677;6;21.9274635315;3;19.9003047943;12.5;2;30.9013147354;
19;1;16.0206890106;10.9637317657;6;22.0;3;20.952796936;12.5;3;31.6152963638;
20;1;16.9500007629;11.0;7;22.0;3;21.1134414673;12.5;3;32.3684282303;
21;1;16.9500007629;11.0;7;22.0;3;21.2828960419;12.5;3;33.151807785;
22;1;16.9500007629;11.0;7;22.0;3;21.4591560364;12.5;3;33.9546136856;
23;1;16.9500007629;11.0;7;22.0;3;21.639787674;12.5;3;34.7645931244;
24;1;16.9500007629;11.0;7;22.0;3;21.8220329285;12.5;3;35.5687475204;
25;1;16.9500007629;11.0;8;22.0;3;22.0029678345;12.5;4;36.3541374207;
26;1;16.9500007629;11.0;8;22.0;3;22.1796798706;12.5;5;37.1087179184;
27;1;16.9500007629;11.0;8;22.0;3;22.3494606018;12.5;5;37.8220767975;
28;1;16.9500007629;11.0;8;22.0;3;22.509967804;12.5;5;38.485994339;
29;1;16.9500007629;11.0;8;22.0;3;18.509967804;14.5;5;39.0947532654;
30;1;16.9500007629;11.0;7;22.0;3;16.625;16.5;5;39.6451883316;
31;1;16.9500007629;11.0;7;22.0;4;16.625;15.5;4;40.1365070343;
32;1;16.9500007629;11.0;7;22.0;4;16.625;16.5;4;40.5699396133;
33;1;14.9500007629;12.0;7;22.0;4;15.625;15.5;4;40.9482984543;
34;1;13.9500007629;13.0;7;22.0;4;15.0;15.5;4;41.275510788;
35;1;12.9500007629;14.0;8;22.0;4;16.0;16.5;5;41.556180954;
36;1;12.0;15.0;8;22.0;4;17.0;17.5;5;41.7952213287;
37;1;12.0;16.0;8;22.0;4;16.0;16.5;5;41.9975662231;
38;1;12.0;17.0;8;22.0;4;16.0;16.5;5;42.0;
39;1;12.0;18.0;8;22.0;4;15.0;15.5;5;42.0;
40;1;12.0;19.0;8;22.0;4;16.0;15.5;5;43.0;
41;1;12.0;20.0;8;22.0;4;18.0;16.2000007629;5;43.0299999714;
42;1;12.0;21.0;9;22.0;4;20.0;16.5;6;43.0605909824;
43;1;12.0;22.0;9;22.0;4;21.0;18.2424144745;6;43.091766119;
44;1;12.0;23.0;9;22.0;4;21.8706474304;18.5;6;43.1235172749;
45;1;12.0;24.0;11;22.0;4;21.8777923584;19.5;6;43.1558350325;
46;2;12.0;25.0;10;22.0;4;21.8850631714;20.5;6;43.1887089014;
47;2;12.0;26.0;10;22.0;4;22.625;20.5;6;43.2221269608;
48;2;12.0;27.0;11;22.0;4;21.8999786377;23.5;7;43.2560760975;
49;2;12.0;28.0;11;22.0;4;22.625;23.5;8;43.2905418873;
50;2;12.0;29.0;12;22.0;4;23.625;25.5;9;43.3255085945;
51;2;12.0;30.0;12;22.0;4;21.9232387543;28.5;9;43.3609591722;
52;2;13.0;28.0;13;22.0;4;22.625;28.452671051;10;43.3968753815;
53;2;12.0;29.0;14;22.0;4;21.9392967224;28.5;10;43.4332377911;
54;2;12.0;30.0;15;22.0;5;22.947479248;30.5;9;44.4700255394;
55;2;13.0;28.0;16;22.0;5;24.9557552338;29.5;10;44.7172168493;
56;2;12.0;29.0;16;22.0;5;25.625;31.5;11;45.006347537;
57;2;12.0;30.0;15;22.0;5;26.625;32.5813522339;11;45.3444567919;
58;2;13.0;28.0;15;22.0;6;27.8061122894;32.5;11;45.7392612696;
59;2;12.0;29.0;16;22.0;6;27.4500007629;32.5;11;46.1989762783;
60;2;12.0;30.0;17;22.0;6;27.8233966827;32.5;12;46.7320059538;
61;2;12.0;31.0;17;22.0;6;27.8321361542;32.5;13;47.3464651108;
62;2;12.0;32.0;18;22.0;6;27.4500007629;33.5;12;48.0495065451;
63;2;12.0;33.0;17;22.0;6;27.4500007629;33.7437438965;8;48.8464460373;
64;3;12.0;34.0;16;27.030163765;5;23.858663559;28.5;8;43.8559447527;
65;3;14.0;33.0;17;27.8837742805;5;22.4500007629;30.5;7;43.8957372904;
66;3;16.0;33.0;17;28.832016468;5;22.0515403748;30.5;7;43.9356285334;
67;3;17.0;33.0;18;29.8682956696;5;21.625;32.5;8;44.9755871296;
68;3;18.0;33.0;19;30.980219841;5;22.625;34.8829116821;8;45.0555810928;
69;3;18.9500007629;33.0;20;32.1494245529;6;24.0785064697;35.5;6;66.886762619;
70;3;18.9500007629;32.0;20;33.3521900177;6;25.0875053406;38.5;7;68.0566010475;
71;3;18.9500007629;31.0;20;34.5609493256;6;25.625;42.5;7;69.033580184;
72;3;18.9500007629;30.0;21;35.7465839386;6;27.1054782867;44.5;7;71.8559006453;
73;3;18.9500007629;29.0;20;36.881146431;6;27.8500003815;47.0;9;74.1613072157;
74;4;19.9500007629;28.0;18;37.9405136108;6;29.0255012512;49.3899993896;7;76.0173966885;
75;4;20.9500007629;27.0;18;38.9064273834;6;30.1592674255;51.6872596741;8;77.4988328218;
76;4;21.9500007629;26.0;16;39.7675685883;6;30.6952857971;49.6872596741;8;78.5173851252;
77;4;22.9477043152;25.0;16;40.519569397;6;31.1592674255;51.0;11;78.9503557682;
78;4;23.1169052124;24.0;16;41.1641292572;6;31.1592674255;50.754989624;11;79.2801347971;
79;4;23.2619304657;23.0;16;41.7075996399;6;32.7374343872;49.0;12;79.4330635071;
80;4;23.3842105865;22.0;16;42.1593761444;6;32.8514862061;49.0;13;79.589022398;
