Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.0;3;21.1499999762;
3;1;11.0;10.0;5;20.0;2;8.17249965668;10.0;3;21.320775032;
4;1;11.0;10.0;4;20.0;2;8.19811630249;10.0;3;21.5146545172;
5;2;12.4499998093;10.0;3;21.0;2;8.22719860077;10.0;3;21.7340574265;
6;2;13.4499998093;10.0;3;21.0599999428;2;9.39016342163;10.0;4;21.9814370871;
7;2;14.4770002365;10.0;2;21.5335636139;3;9.94582366943;10.0;3;22.2592060566;
8;2;14.6901044846;10.1999998093;2;21.9377998114;3;10.0083217621;10.0;4;22.9922306538;
9;2;14.8720092773;10.3632001877;2;23.1372920275;3;10.1732521057;10.1999998093;3;23.6921141148;
10;2;15.411781311;10.9097137451;2;24.1638869047;3;10.3307256699;10.3632001877;3;24.3723022938;
11;2;17.411781311;11.3658018112;2;25.029558897;3;10.4837684631;10.4951858521;3;26.0534930229;
12;2;19.411781311;11.7372808456;2;25.7537147999;3;10.862036705;11.0209560394;3;27.6475515366;
13;2;20.5775852203;12.0336990356;3;26.3590377569;3;11.2206993103;11.4571752548;3;29.1718797684;
14;2;21.6406726837;12.2662630081;3;26.8683357239;3;13.2206993103;11.8107032776;3;30.6467638016;
15;2;22.7078533173;12.446267128;3;27.1343436241;3;15.2206993103;12.0916318893;3;32.0903120041;
16;2;23.7791976929;12.5;3;27.3022236824;3;16.2203197479;12.3113050461;3;33.5146903992;
17;2;24.8547439575;12.5;3;27.4794437885;3;16.5408058167;12.4808797836;3;34.7030496597;
18;2;25.9344921112;12.5;3;27.6659116745;3;18.7232723236;12.5;3;35.8962287903;
19;2;26.4496612549;12.5;3;27.8614320755;3;19.9917373657;12.5;3;37.1061210632;
20;2;26.5376434326;12.5;3;28.0656974316;3;21.2639636993;12.5;3;38.3038864136;
21;2;26.6295642853;12.5;5;28.2782821655;3;20.2639636993;13.5;3;39.4608078003;
22;2;26.725227356;12.5;5;28.4986391068;3;21.3488769531;12.5;3;40.551035881;
23;2;26.8243865967;12.5;5;28.726098299;3;22.3488769531;12.5;4;41.5539169312;
24;3;26.9267444611;12.5;4;28.9598701;3;23.3488769531;12.5;4;42.4554576874;
25;3;27.0319404602;12.5;4;29.1990513802;4;23.5524787903;12.5;3;43.2487277985;
26;3;27.1395721436;12.5;5;29.442636013;4;23.7309646606;12.5;3;43.9332866669;
27;3;27.2491855621;12.5;5;29.6895294189;4;23.8849906921;12.5;3;44.5139160156;
28;3;27.36028862;12.5;5;29.938565731;4;24.015630722;12.5;3;44.999048233;
29;3;27.4723548889;12.5;5;30.1885280609;4;24.124786377;12.5;3;45.3992195129;
30;3;27.5848388672;12.5;5;30.4381728172;4;24.2148246765;12.5;3;45.7257671356;
31;4;27.697177887;12.5;3;47.9362530708;4;24.2882976532;12.5;3;45.989862442;
32;4;28.8088150024;13.5;3;49.0440430641;4;24.3477191925;12.5;3;46.0;
33;4;29.9191951752;14.5;4;50.0347700119;4;24.3500003815;12.5;3;46.0;
34;4;30.0277900696;15.5;4;51.9100728035;4;24.3500003815;12.5;4;46.0;
35;4;32.1341018677;19.5;5;52.7163057327;4;24.3500003815;12.5;4;46.0;
36;4;34.237663269;23.5;6;53.4240269661;4;24.3500003815;12.5;4;46.0;
37;4;35.8246040344;26.5;6;54.0441215038;4;24.3500003815;12.5;4;46.0;
38;4;36.9405632019;29.5;6;54.5877927542;4;24.3500003815;12.5;4;46.0;
39;4;38.053237915;32.5;7;54.9441798925;4;24.3500003815;12.5;4;46.0;
40;5;39.1623802185;32.5;7;55.1784660816;4;24.3500003815;12.5;4;47.0;
41;5;39.6428108215;32.5;8;55.4042069912;4;25.3500003815;13.0;4;47.0499999523;
42;5;39.744392395;32.5;8;55.6212322712;4;26.3500003815;13.0249996185;4;47.1019749641;
43;5;39.8420562744;32.5;9;55.8294819593;4;26.5979442596;16.0249996185;4;47.1559499502;
44;5;39.9357681274;32.5;9;56.028994441;4;26.6100883484;19.0249996185;4;47.2119446993;
45;5;40.0255470276;32.5;9;56.219894886;4;26.3500003815;22.0249996185;5;47.269973278;
46;5;38.11145401;33.5;11;57.4023828506;4;26.3500003815;25.0249996185;5;47.3300433159;
47;5;38.193572998;35.5;11;57.6817178726;4;26.3500003815;28.0249996185;5;47.3921557665;
48;5;38.2720222473;37.5;12;57.9630727768;4;26.6632347107;27.5;6;47.4563041925;
49;5;37.3469429016;39.5;14;58.2474660873;4;26.3500003815;28.2281532288;7;47.5224741697;
50;5;36.4184875488;41.5;14;58.5089786053;4;26.6925563812;27.5;8;47.5906432867;
51;5;36.099697113;43.5;14;58.7147090435;5;26.7078952789;27.5;7;47.6607804298;
52;5;36.1254692078;45.5;16;60.9717047215;5;26.7236766815;27.5;7;47.7328453064;
53;6;36.6991119385;47.2709884644;12;74.3707499504;5;26.7398910522;27.5;7;47.8067884445;
54;6;39.7749481201;45.3899993896;11;76.5972716808;5;24.756526947;28.5;7;47.8825509548;
55;6;42.2238693237;45.6872596741;12;78.5331106186;5;25.3500003815;28.4412765503;8;47.9600640535;
56;7;39.8626899719;48.9097442627;13;80.0788986683;5;26.3500003815;28.4800319672;8;48.0392494202;
57;7;40.0506515503;50.0;12;81.1276190281;5;26.3500003815;28.5196247101;8;48.120018959;
58;7;40.1535949707;53.0;12;82.0917642117;5;24.8270053864;28.5;8;48.2022752762;
59;7;40.2512054443;55.0;13;82.9238069057;5;23.8455123901;29.5;8;48.2859115601;
60;8;40.3023376465;56.5530700684;9;98.2303934097;5;22.8643302917;30.5;8;48.3708124161;
61;8;41.3543777466;58.7918510437;9;99.6656246185;6;22.1584320068;31.5;6;49.4568536282;
62;8;42.4072189331;61.0434417725;10;102.009222984;6;22.625;34.5;8;49.5839035511;
63;8;43.4607505798;64.3067703247;11;103.307969213;6;23.625;36.7719497681;8;49.7130072117;
64;8;44.5148544312;67.5804367065;11;104.522242904;6;23.625;38.8159103394;8;49.8440213203;
65;8;44.5694122314;70.8627624512;11;105.538887262;6;24.489906311;39.5;9;49.9767938852;
66;8;44.6242866516;73.151763916;13;106.458029509;6;24.5197792053;41.5;9;52.1845070124;
67;9;44.6793556213;75.2452468872;12;107.331110477;6;24.7802639008;43.0;10;53.9965878725;
68;9;44.7344818115;76.5408401489;12;108.160484195;7;25.0255012512;43.0431938171;9;55.4612259865;
69;9;44.7895278931;77.8360671997;14;108.836311579;7;26.1592674255;42.9172554016;9;56.634447217;
