Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;11.3000001907;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;11.3000001907;10.0;3;21.1200000048;1;7.0;11.0;5;20.0;
3;2;11.3360004425;10.0;3;21.2530560493;1;8.0;10.0;6;20.0;
4;2;11.375916481;10.0;3;21.4002518654;1;8.0;10.0;6;20.0;
5;2;12.6301136017;10.0;3;21.5626775026;2;8.0;10.1999998093;5;21.0;
6;2;13.7032051086;10.0;3;21.7414059639;2;9.22500038147;10.0;4;21.0599999428;
7;2;14.7836322784;10.0;3;22.3548774719;2;9.73849964142;10.0;4;21.1229639053;
8;2;15.0596952438;10.1999998093;3;22.9167456627;2;9.75266647339;10.0;4;21.6001901627;
9;2;15.3125352859;10.3632001877;3;24.356058836;2;9.86004257202;10.1999998093;4;22.0082015991;
10;2;15.9602270126;10.9097137451;3;25.6604835987;2;9.95184516907;10.3632001877;4;22.3582868576;
11;2;17.960226059;11.3658018112;3;26.844856739;2;10.0306148529;10.4951858521;4;23.5279067755;
12;2;19.960226059;11.7372808456;3;27.9307572842;2;10.2937793732;11.0209560394;4;24.5268628597;
13;2;21.5572547913;12.0336990356;3;28.9420342445;2;10.5185441971;11.4571752548;4;25.3691681623;
14;2;22.8030204773;12.2662630081;3;29.9013161659;2;12.5185441971;11.8107032776;4;26.0752547979;
15;2;24.0726947784;12.446267128;3;30.6594839096;2;14.5185451508;12.0916318893;4;26.6680037975;
16;2;25.3655109406;12.5;4;31.3578934669;2;15.615942955;12.3113050461;4;27.1698563099;
17;3;26.6797943115;12.5;3;32.0980863571;2;16.652551651;12.4808797836;4;27.3801496029;
18;3;28.0128822327;12.5;3;32.8719134331;2;17.6912631989;12.5;4;27.5615134239;
