Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;7.0;11.0;4;20.0;
3;1;11.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
4;1;11.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
5;1;12.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;13.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;2;9.5;10.0;4;20.0;
8;2;14.6300001144;10.1999998093;3;21.7264003754;2;9.5;10.0;5;20.3999996185;
9;2;14.7768793106;10.3632001877;3;22.9494274855;2;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.3272428513;10.9097137451;3;24.0070346594;2;9.66343975067;10.3632001877;5;20.9903717041;
11;2;17.3272418976;11.3658018112;3;24.9122858047;2;9.72283363342;10.4951858521;5;22.0419120789;
12;2;19.3272438049;11.7372808456;3;25.6857330799;2;9.95943069458;11.0209560394;5;22.9143505096;
13;2;19.8187427521;12.2764492035;3;26.3512378931;2;10.1557292938;11.4571752548;5;23.6214065552;
14;2;20.8187427521;12.2662630081;3;26.9327886105;2;10.3148164749;11.8107032776;4;24.1832637787;
15;2;21.8187427521;12.7523050308;3;27.2842636108;2;11.3148164749;12.0916318893;4;24.6226100922;
16;2;23.8187427521;12.5;3;27.5518820286;2;12.3148164749;12.3113050461;4;24.9617595673;
17;2;24.9670906067;12.5;3;27.8440244198;2;12.6163959503;12.4808797836;4;25.0;
18;2;26.0985527039;12.5;3;28.1613030434;2;14.3148164749;12.5;5;25.0;
19;2;26.672586441;12.5;4;28.5039470196;2;15.3148164749;12.5;5;25.0;
20;2;26.8267765045;12.5;4;28.871723175;2;16.3148155212;12.5;5;25.0;
21;3;26.992275238;12.5;3;29.263862133;2;17.3148155212;12.5;5;25.0;
22;3;27.1687374115;12.5;3;29.6789975166;2;17.625;12.5;5;25.0;
23;3;25.25;13.5;3;30.1151270866;2;17.625;12.5;5;25.0;
24;3;25.25;14.5;4;30.5695996284;2;17.625;12.5;5;25.0;
25;4;23.25;15.7278404236;3;31.0391392708;2;17.625;12.5;5;25.0;
26;4;24.25;14.9156551361;3;31.5199065208;2;17.625;12.5;5;25.0;
27;4;22.25;16.107963562;3;32.007601738;2;17.625;12.5;5;25.0;
28;4;21.25;17.3030414581;3;32.4976010323;2;17.625;12.5;5;25.0;
29;4;20.25;18.4990406036;3;33.9851250648;2;17.625;12.5;5;25.0;
30;4;20.25;20.0940494537;3;34.5154206753;2;17.625;12.5;5;25.0;
31;4;21.25;19.1140499115;3;35.0359215736;2;17.625;12.5;5;25.0;
32;4;20.25;21.1348400116;3;35.5424951315;2;17.625;12.5;5;25.0;
33;4;20.25;23.1564292908;4;36.0315343142;2;17.625;12.5;5;25.0;
34;4;21.25;22.1788272858;4;36.5000624657;2;17.625;12.5;6;25.0;
35;4;19.25;24.2020397186;4;36.9457974434;2;17.625;12.5;6;25.0;
36;4;20.25;23.2260665894;5;37.3671733141;2;17.625;12.5;7;25.0;
37;5;19.0;25.2509117126;5;37.7633138895;2;17.625;12.5;7;25.0;
38;6;20.0;24.2765712738;4;38.1339806318;2;17.625;12.5;7;25.0;
39;6;20.0;24.2765712738;5;38.4794896841;2;17.625;12.5;7;25.0;
40;6;21.0;25.2765712738;5;38.8006186485;2;17.625;12.5;7;25.0;
41;6;22.0;26.2765712738;5;39.0985040665;2;17.625;12.5;7;25.0;
42;6;23.0;28.2765712738;6;39.3745441437;2;17.625;12.5;8;25.0;
43;6;24.0;30.2765712738;5;39.6303079128;2;17.625;12.5;8;25.0;
44;6;25.0;28.4470710754;5;39.8674536943;2;17.625;12.5;8;25.0;
45;7;26.0;29.4780750275;4;40.0392494202;2;15.625;13.5;8;25.0;
46;7;27.0;29.6940498352;4;40.120018959;2;14.625;14.5;8;25.0;
47;7;28.0;31.5420570374;4;42.2022752762;2;13.625;15.5;9;25.0;
48;7;31.9910240173;33.6940498352;5;42.3559114933;2;12.625;16.5;10;25.0;
49;7;35.0286598206;36.6940498352;5;42.5125873089;2;12.0;17.5;10;25.0;
50;7;35.3168640137;38.7000007629;5;42.6721732616;2;12.0;18.5;10;25.0;
51;7;35.3555831909;40.7000007629;5;42.834528327;2;12.0;19.5;10;25.0;
52;7;35.3947563171;42.7000007629;5;42.9994997978;2;12.0;20.5;10;25.0;
53;7;35.4343185425;43.6470718384;6;44.1669245958;2;12.0;21.5;11;25.0;
54;8;37.0401992798;44.1754837036;6;44.3666293621;2;13.0;19.5;11;25.0;
55;8;38.0643157959;44.7000007629;7;44.5690226555;2;14.0;18.5;11;25.0;
56;8;38.1199302673;46.2412109375;9;44.773906827;2;15.0;17.5;11;25.0;
57;8;38.1758956909;47.2609481812;9;44.9810756445;2;16.0;17.5;11;25.0;
58;8;38.2321281433;48.2811317444;9;45.190315485;2;17.0;17.5;12;25.0;
59;8;38.2885513306;48.8796615601;11;46.9417368174;2;17.625;17.5;12;25.0;
60;8;38.8439941406;49.5909500122;13;49.4427241087;2;17.625;17.5;12;25.0;
61;8;41.0558166504;50.5087280273;13;50.7687697411;2;17.625;17.5;13;25.0;
62;8;42.4737281799;51.9536094666;13;51.9185352325;2;17.625;17.5;14;25.0;
63;8;42.8277359009;53.3096389771;15;52.779020071;2;17.625;17.5;14;25.0;
64;8;43.0657844543;54.5204544067;15;53.4362339973;2;17.625;17.5;14;25.0;
65;8;43.2252464294;55.6291885376;16;54.0727884769;2;17.625;17.5;14;25.0;
66;10;40.3783950806;58.1930999756;15;54.5798773766;2;17.625;17.5;14;25.0;
67;10;38.5999984741;57.2205848694;16;55.046605587;2;17.625;17.5;15;25.0;
68;10;39.4296836853;58.3530845642;18;55.5174404383;2;17.625;17.5;15;25.0;
69;10;41.455871582;58.540222168;18;55.9912927151;2;17.625;17.5;15;25.0;
70;10;41.762046814;60.543762207;18;56.4670729637;3;18.625;18.5;14;26.0;
71;10;42.8133850098;63.5154724121;19;56.943703413;3;19.625;19.5;15;26.1299999952;
72;10;43.4425773621;66.5440063477;20;58.420129776;4;19.8792495728;20.5;14;26.2754310369;
73;11;44.5799293518;70.5729370117;19;58.9353328943;4;19.9119720459;21.5;14;26.4377241135;
74;11;45.7157211304;73.634185791;19;59.4495214224;4;19.9484882355;22.5;15;26.6183350086;
75;11;45.8495864868;77.6501312256;19;59.9617738724;4;19.625;23.3091678619;15;26.8187118769;
76;11;45.9811935425;80.6800994873;19;60.4712244272;4;19.625;23.4093551636;15;27.0402543545;
77;11;46.1102294922;83.7103729248;20;60.97706604;4;20.0840568542;22.5;15;27.2842636108;
78;11;46.2364234924;86.3468017578;20;61.4785536528;4;20.1389598846;22.5;15;27.5518820286;
79;11;46.3595352173;87.6942901611;21;61.975006938;4;18.1991729736;23.5;14;27.8440244198;
80;11;46.4793548584;88.778137207;21;62.4658074379;4;18.625;23.5;14;28.1613030434;
81;11;46.5956993103;88.9183044434;22;62.9503992796;4;17.3362922668;23.5;14;28.5039470196;
82;11;46.7084350586;89.0291137695;23;63.4282871485;4;17.625;23.5;14;28.871723175;
83;11;46.8174438477;89.1407318115;24;63.8990323544;4;18.625;24.4358615875;14;30.263862133;
84;11;46.9226341248;89.253036499;24;64.3622515202;4;20.625;25.6319313049;14;30.7189974785;
85;11;47.0239524841;89.3659210205;25;64.8176102638;4;22.625;24.6319313049;15;31.196310997;
86;11;47.1213645935;89.4792709351;25;65.2648230791;4;22.7759037018;25.5;15;32.8170794249;
87;11;47.2148590088;89.5929412842;25;65.7036459446;4;22.1076660156;28.0;14;34.2499278784;
88;12;43.2548141479;95.558883667;24;66.0903346539;4;22.0255012512;30.3899993896;15;35.5242494345;
89;12;43.1999969482;95.7178421021;26;66.4348708391;5;22.4478034973;31.6872596741;15;36.6697096825;
90;12;41.1999969482;98.5873794556;26;66.7760235071;5;23.5644187927;29.9097423553;15;37.5641900301;
91;12;40.1999969482;100.802200317;26;67.1133996248;5;24.4519405365;29.0;15;38.2837589979;
92;12;40.1999969482;100.014953613;27;67.4466311932;5;24.273651123;29.75598526;16;39.0007801056;
93;12;38.1999969482;102.225410461;29;67.7753753662;6;24.416311264;29.7974739075;15;39.7072242498;
94;13;37.1999969482;104.433349609;28;69.5966968536;6;24.9341239929;29.0;15;40.3955926895;
95;13;38.5239982605;101.889694214;29;71.4487433434;6;22.9542446136;30.0;15;41.0592762232;
96;14;37.8489074707;103.434936523;28;73.3159828186;6;20.2999992371;32.9315834045;15;41.6928324699;
97;14;38.1240882874;104.152931213;29;75.182697773;6;19.2999992371;34.9794387817;15;42.2921569347;
98;14;38.6269836426;104.533004761;29;78.0336918831;6;18.2999992371;37.0288124084;15;42.8545401096;
99;14;38.5163002014;108.9167099;29;80.8949286938;6;17.2999992371;39.0796585083;16;43.3786149025;
100;14;40.9868621826;113.429229736;30;82.7752292156;6;16.2999992371;41.1319198608;16;43.8642253876;
