Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;12.0;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;13.0;10.0;3;21.0900000334;1;7.0;11.0;5;20.0;
3;2;14.0;10.0;3;21.1871190071;1;8.0;10.0;5;20.0;
4;2;15.5342035294;10.0;3;21.2917383909;1;8.0;10.0;5;20.0;
5;2;16.581281662;10.0;3;21.4042263031;1;8.0;10.0;5;20.0;
6;2;17.6319007874;10.0;3;21.9389723539;1;9.0;10.0;5;20.0;
7;2;17.8725376129;10.1999998093;3;22.4109756947;1;9.5;10.0;4;20.0;
8;2;18.0849380493;10.3632001877;3;23.7114653587;1;9.5;10.0;3;20.3999996185;
9;2;18.6701602936;10.9097137451;3;24.8527286053;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;20.6701602936;11.3658018112;3;25.8476524353;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;22.6701602936;11.7372808456;3;26.7164058685;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;24.0107955933;12.0336990356;3;27.4822225571;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;25.14610672;12.2662630081;3;28.168181181;2;11.7228336334;11.6571750641;3;24.6214065552;
14;2;26.2927837372;12.446267128;3;28.6269388199;2;13.7228336334;11.8107032776;3;25.3132637739;
15;2;27.4508647919;12.5;4;29.0031633377;2;15.7228336334;12.0916318893;3;25.8980411291;
16;3;28.6201667786;12.5;3;29.4033532143;2;17.0098056793;12.3113050461;3;26.3994836807;
17;3;29.8002510071;12.5;4;29.8259272575;2;18.0463218689;12.4808797836;3;26.6183350086;
18;3;30.421667099;12.5;4;30.268661499;2;19.0869598389;12.5;3;26.8187118769;
19;3;30.6208972931;12.5;4;30.7286863327;2;20.0342102051;12.5;3;27.0402543545;
20;3;30.8279075623;12.5;4;31.2025241852;2;19.625;12.5;4;27.2842636108;
21;3;31.041135788;12.5;4;31.6861643791;2;20.1389598846;12.5;5;27.5518820286;
22;3;31.2587738037;12.5;4;32.1751794815;2;19.625;13.2655649185;5;27.8440244198;
23;3;31.4788303375;12.5;4;32.6648726463;2;19.625;13.3532075882;5;28.1613030434;
24;3;31.6991920471;12.5;4;33.1504516602;2;20.3362922668;12.5;5;28.5039470196;
25;3;27.6991920471;14.5;4;33.6272163391;2;19.625;13.5;5;28.871723175;
26;3;27.6991920471;14.5;6;34.0907382965;2;19.625;13.6615171432;5;29.263862133;
27;3;25.25;16.5;6;34.5370264053;2;20.5843696594;12.5;6;29.6789975166;
28;3;25.25;15.5;6;34.9626617432;2;19.625;13.5;7;30.1151270866;
29;3;23.25;17.5;5;35.3648881912;2;20.625;12.5;7;30.5695996284;
30;4;22.25;19.5;5;35.7416639328;2;18.8781604767;13.5;8;31.0391392708;
31;4;21.25;21.5;6;36.0916633606;2;18.625;13.5;8;31.5199065208;
