Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;2;11.3000001907;10.0;3;21.0;1;6.0;12.0;4;20.0;
2;2;11.3000001907;10.0;3;21.0599999428;1;7.0;11.0;4;20.0;
3;2;11.3179998398;10.0;3;21.1229639053;1;8.0;10.0;4;20.0;
4;2;11.336889267;10.0;3;21.1889609098;1;8.0;10.0;4;20.0;
5;2;12.5350322723;10.0;3;21.2580518723;1;8.0;10.0;4;20.0;
6;2;13.5661230087;10.0;2;21.3302885294;1;9.0;10.0;5;20.0;
7;2;14.5986299515;10.0;3;21.8190145493;2;9.5;10.0;4;20.0;
8;3;14.8185567856;10.1999998093;2;22.2388005257;2;9.5;10.0;5;20.3999996185;
9;3;15.0074596405;10.3632001877;2;23.4601941109;3;9.59000015259;10.3999996185;4;21.7264003754;
10;3;15.5570878983;10.9097137451;2;24.5095257759;3;9.88844013214;10.3632001877;4;22.0903717279;
11;3;17.5570869446;11.3658018112;2;25.3986660242;3;9.97033405304;10.4951858521;4;23.2838120461;
12;3;19.5570869446;11.7372808456;2;26.1468911171;3;10.238858223;11.0209560394;4;24.3146933317;
13;3;20.7545146942;12.0336990356;2;26.7767255306;3;10.4708061218;11.4571752548;4;25.1981878281;
14;3;21.0495262146;12.2662630081;2;27.3107893467;3;12.4708061218;11.8107032776;4;25.9559320211;
15;3;21.289855957;12.446267128;2;27.6016011238;3;14.4708061218;12.0916318893;4;26.6120283604;
16;3;21.4207210541;12.5;2;27.7940778732;3;14.9877061844;12.3113050461;4;27.1901185513;
17;3;23.4589767456;12.5;3;27.9954168797;3;15.1177768707;12.4808797836;4;27.4906733036;
18;3;24.5495796204;12.5;3;28.2052333355;3;17.1004886627;12.5;4;27.7773330212;
19;3;25.643995285;12.5;3;28.4230215549;3;18.1649856567;12.5;4;28.0890238285;
20;3;26.7420005798;12.5;3;28.6481528282;3;19.2351169586;12.5;4;28.4260663986;
21;3;26.8916683197;12.5;3;28.8798778057;3;20.3109512329;12.5;4;28.788336277;
22;3;26.9959449768;12.5;4;29.117331028;3;20.4773750305;12.5;4;29.1751885414;
23;3;27.1027984619;12.5;4;30.3595399857;3;20.5644168854;12.5;5;29.585392952;
24;3;28.2117919922;12.5;4;30.6454381943;3;20.6567134857;12.5;5;30.0170898438;
25;3;29.3224468231;12.5;4;30.9350652695;3;20.7538452148;12.5;5;30.4677705765;
26;3;29.9207782745;12.5;4;31.2272212505;3;20.8552474976;12.5;5;30.9342932701;
27;3;30.0522499084;12.5;4;31.5206679106;3;20.9602165222;12.5;5;31.4129357338;
28;3;30.184299469;12.5;4;31.8141516447;3;21.0679111481;12.5;6;31.8994894028;
29;3;30.316368103;12.5;4;32.1064302921;4;21.1773853302;12.5;5;32.3893885612;
30;3;30.4478931427;12.5;4;32.3962957859;4;21.287612915;12.5;5;32.877872467;
31;3;30.5783348083;12.5;4;32.6825978756;4;21.3975219727;12.5;5;33.360165596;
32;3;30.7071685791;12.5;4;32.9642652273;4;19.625;13.5;5;33.8316650391;
33;3;30.8339195251;12.5;4;33.2403224707;4;19.625;14.5;5;34.2881155014;
34;3;30.9581451416;12.5;4;33.5099053383;4;20.625;12.5;5;34.7257604599;
35;3;31.0794582367;15.5;5;33.7722702026;4;21.625;12.5;5;35.141462326;
36;3;31.1975212097;18.5;5;34.0268001556;4;19.625;13.5;5;35.5327749252;
37;3;31.3120613098;21.5;5;34.2730065584;4;20.625;12.5;5;35.8979701996;
38;3;31.4228534698;24.5;5;34.5105273724;4;21.625;12.5;6;36.2360286713;
39;3;31.5297355652;27.5;6;34.7391211987;4;22.1531066895;12.5;6;36.5465888977;
40;3;31.632604599;27.5;6;34.9586597681;4;20.1531066895;13.5;6;36.8298740387;
41;3;31.7313976288;27.5;6;35.1691178083;4;21.1531066895;12.5;6;37.0865974426;
42;3;31.8261032104;27.5;6;35.3705610037;4;19.625;13.5;7;37.3178625107;
43;4;31.9167537689;27.5;5;35.5631332397;4;20.625;12.5;7;37.5250654221;
44;4;32.0034103394;27.5;6;35.7470445633;4;19.625;13.5;7;37.7098016739;
