Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;5;20.0;2;8.0;11.1999998093;4;21.0;
3;1;11.0;10.0;5;20.0;2;10.0;10.0;4;21.0599999428;
4;1;11.0;10.0;5;20.0;2;11.0;10.0;4;21.1229639053;
5;1;12.0;10.0;5;20.0;2;11.1684446335;10.0;4;21.1889609098;
6;2;13.4499998093;10.0;4;21.0;2;12.2675161362;10.0;4;21.2580518723;
7;2;14.4499998093;10.0;4;21.3999996185;2;12.7830619812;10.0;4;21.7428686619;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;12.8921451569;10.1999998093;4;22.1586660147;
9;2;14.7768793106;10.3632001877;4;22.8394274712;2;12.9856996536;10.3632001877;4;23.3744058609;
10;2;15.2777423859;10.9097137451;4;23.7717995644;2;13.2592411041;10.9097137451;4;24.4179002047;
11;2;17.2777423859;11.3658018112;4;24.5351434946;2;13.4940271378;11.3658018112;4;25.3010519743;
12;2;19.2777423859;11.7372808456;4;25.1485489607;2;15.4940271378;11.7372808456;5;26.0431767702;
13;2;20.3052597046;12.0336990356;5;25.6344225407;2;17.4940261841;12.0336990356;5;26.6668455601;
14;2;21.3145961761;12.2662630081;5;26.0153459311;2;18.594833374;12.2662630081;5;27.194732666;
15;2;22.3240089417;12.446267128;5;26.1438889503;2;19.6326065063;12.446267128;5;27.4794170856;
16;2;23.3334922791;12.5;5;26.1651208401;2;20.6724796295;12.5;5;27.6658837795;
17;2;24.3430480957;12.5;5;26.1864993572;2;21.7144355774;12.5;5;27.86140275;
18;2;25.3526668549;12.5;5;26.2080165148;2;22.7584266663;12.5;6;28.0656666756;
19;2;25.7936077118;12.5;6;26.2296639681;2;23.3147754669;12.5;6;28.2782502174;
20;2;25.8033485413;12.5;6;26.2514331341;2;23.3626060486;12.5;6;28.4986059666;
21;2;25.8131446838;12.5;6;26.2733153105;2;23.4121856689;12.5;6;28.7260642052;
22;2;25.8229923248;12.5;6;26.2953014374;3;23.4633636475;12.5;5;28.9598350525;
23;2;25.8328857422;12.5;6;26.3173824549;3;23.5159626007;12.5;6;29.1990156174;
24;2;25.8428230286;12.5;6;26.3395489454;4;23.5697784424;12.5;5;29.4425997734;
25;3;25.25;13.0358200073;5;26.3617914915;4;23.624584198;12.5;5;29.6894927025;
26;3;25.8628063202;12.5;5;26.3841004372;4;22.625;13.5;5;29.9385285378;
27;3;25.872844696;12.5;5;26.4064661264;4;22.625;14.5;5;30.1884908676;
28;3;25.8829097748;12.5;5;26.428878665;4;23.625;12.5;5;30.4381356239;
29;3;25.8929958344;12.5;5;26.4513280392;4;23.8485794067;12.5;5;30.6862158775;
30;3;25.9030971527;12.5;5;26.4738043547;4;22.625;13.5;5;30.9315071106;
31;3;25.9132118225;12.5;5;26.4962974787;4;22.625;14.5;5;31.1728301048;
32;3;25.9233341217;12.5;6;26.5187973976;4;22.625;15.5;5;31.4090747833;
33;3;25.9334583282;12.5;7;26.5412938595;4;21.625;14.5;5;31.6392197609;
34;3;25.9435825348;12.5;7;26.5637768507;4;21.1188240051;14.5;4;31.8623495102;
35;3;25.9536991119;12.5;7;26.5862361193;4;20.1690292358;15.5;3;32.0776662827;
36;3;25.9638061523;14.5;7;26.6086617708;4;19.2174758911;16.5;3;32.2844991684;
37;3;25.973897934;16.5;7;26.6310436726;4;18.6390113831;17.5;4;32.4823098183;
38;3;25.9839706421;18.5;8;26.6533719301;4;18.6835193634;18.5;4;32.6706910133;
39;3;25.9940166473;20.5;8;26.6756366491;4;19.0;18.0;3;33.8493652344;
40;3;26.0040359497;22.5;9;26.6978281736;4;21.0;18.0;4;34.1081761122;
41;3;26.0140228271;22.5;10;26.7199368477;4;23.2452507019;21.0;6;34.3642010689;
42;3;26.0239715576;22.5;10;26.7419531345;4;25.1069450378;24.0;6;34.6178816557;
43;5;26.0338783264;22.5;8;26.7638677359;4;26.164024353;26.0;7;34.8697376251;
44;5;25.25;22.5;8;26.7856714725;4;26.5297393799;27.0;7;35.1203436852;
45;5;26.0535526276;22.5;8;26.8073554039;4;26.5589675903;28.0;8;35.3703130484;
46;5;26.0633106232;22.5;7;26.8289107084;4;24.9971885681;28.5;8;35.6202703714;
47;5;26.073009491;22.5;7;26.8503289223;4;24.625;30.396112442;9;35.8708324432;
48;5;26.0826473236;22.5;7;26.8716015816;4;26.0613479614;27.5;10;36.0956480503;
49;5;26.0922203064;22.5;6;26.8927206993;4;27.0965213776;27.5;11;36.261295557;
50;5;26.1017246246;22.5;6;26.9136784077;4;27.1587905884;27.5;11;36.4362905025;
51;5;26.1111545563;22.5;6;27.9344670773;4;26.6499996185;28.5;12;36.6205644608;
52;5;27.1205101013;23.5;6;27.9850794077;4;27.2396259308;27.5;12;36.8139474392;
53;5;28.1297855377;24.5;6;28.0360994339;5;26.6499996185;28.5;11;37.016159296;
54;5;28.1389789581;25.5;5;28.0875134468;5;26.6499996185;27.5;12;37.2268030643;
55;5;28.1480865479;26.5;4;29.1235172749;5;26.6499996185;28.5;12;37.445360899;
56;5;29.4027919769;28.5;4;29.1758350134;5;26.6499996185;29.2226810455;13;37.6711919308;
57;5;30.4100627899;29.5;5;29.2289048433;5;27.4760189056;27.5;13;37.9035346508;
58;5;30.6515045166;30.5;4;29.2827087641;5;27.528295517;27.5;13;38.141512394;
59;5;30.663608551;31.5;5;29.3372269869;5;27.5818405151;27.5;13;39.3841423988;
60;5;30.1499996185;33.128036499;5;30.4049991369;5;28.6364307404;28.5;13;39.6603496075;
61;5;30.6000003815;34.2024993896;6;31.2540893555;5;28.6499996185;30.5;15;39.9395740032;
