Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.0;3;21.1200000048;
3;1;11.0;10.0;5;20.0;2;8.16800022125;10.0;3;21.2530560493;
4;1;11.0;10.0;5;20.0;2;8.18795871735;10.0;3;21.4002518654;
5;1;12.0;10.0;5;20.0;2;8.21003818512;10.0;3;21.5626775026;
6;1;13.0;10.0;4;20.0;2;9.35160255432;10.0;3;21.7414059639;
7;1;14.0;10.0;3;20.3999996185;2;9.89181613922;10.0;3;21.9374637604;
8;1;14.1800003052;10.1999998093;3;20.7264003754;2;9.9359292984;10.0;3;22.5711705685;
9;1;14.3268795013;10.3632001877;3;21.8194274902;2;10.0785140991;10.1999998093;3;23.1543953419;
10;2;15.2687425613;10.9097137451;2;23.7316036224;2;10.2097387314;10.3632001877;3;23.699334383;
11;2;17.268743515;11.3658018112;2;24.4945616722;2;10.3323497772;10.4951858521;3;25.1651031971;
12;2;19.268743515;11.7372808456;2;25.1075940132;2;10.6621484756;11.0209560394;3;26.5021727085;
13;2;20.2868309021;12.0336990356;3;25.5931078196;2;12.5300931931;11.4571752548;4;27.7263121605;
14;2;21.296005249;12.2662630081;3;25.9736851454;2;14.5300941467;11.8107032776;5;28.8585500717;
15;2;22.3052597046;12.446267128;3;26.1018965244;2;16.5300941467;12.0916318893;5;29.9208650589;
16;2;23.3145961761;12.5;3;26.1228116751;2;17.9149398804;12.3113050461;5;30.9329853058;
17;2;24.3240089417;12.5;3;26.1438889503;2;19.0663604736;12.4808797836;6;31.6894907951;
18;2;25.3334922791;12.5;3;26.1651208401;2;20.2279682159;12.5;6;32.4461064339;
19;2;25.7743034363;12.5;4;26.1864993572;2;21.3003730774;12.5;6;33.2319602966;
20;2;25.7839241028;12.5;4;26.2080165148;2;21.477191925;12.5;6;34.0360612869;
21;2;25.7936077118;12.5;4;26.2296639681;2;21.6581134796;12.5;6;34.8460483551;
22;2;25.8033485413;12.5;4;26.2514331341;2;21.8403606415;12.5;6;35.6488904953;
23;2;25.8131446838;12.5;4;26.2733153105;2;22.0209999084;12.5;6;36.4317016602;
24;2;25.8229923248;12.5;4;26.2953014374;2;22.1971321106;12.5;6;37.1825695038;
25;2;25.8328857422;12.5;4;26.3173824549;2;22.3660774231;12.5;6;37.8912820816;
26;2;25.8428230286;12.5;5;26.3395489454;2;22.5255393982;12.5;6;38.5498609543;
27;2;25.8527965546;12.5;5;26.3617914915;2;22.6737174988;12.5;6;39.1528482437;
28;2;25.8628063202;12.5;6;26.3841004372;2;22.8093910217;12.5;6;39.6973295212;
29;2;25.872844696;12.5;6;26.4064661264;2;22.9319000244;12.5;6;40.1827335358;
30;2;25.8829097748;12.5;6;26.428878665;2;20.9319000244;13.5;6;40.6104717255;
31;2;25.8929958344;12.5;6;26.4513280392;2;19.9319000244;13.5;7;40.9834880829;
32;2;25.9030971527;12.5;5;26.4738043547;2;19.9319000244;14.5;7;41.3057975769;
33;2;25.9132118225;12.5;5;26.4962974787;2;19.2938041687;15.5;7;41.5820503235;
34;2;25.9233341217;12.5;4;26.5187973976;2;18.3559608459;16.5;7;41.8171749115;
35;2;25.25;12.5;4;26.5412938595;2;17.783864975;17.5;7;42.0;
36;2;25.25;12.5;3;26.5637768507;2;16.783864975;16.5;7;42.0;
37;2;25.25;14.5;4;26.5862361193;3;17.783864975;17.0;6;43.0;
38;2;25.25;16.5;4;26.6086617708;3;19.0;17.0;6;43.1299999952;
39;2;25.25;18.5;4;26.6310436726;3;20.2542495728;16.5;6;43.2754310369;
40;2;25.25;20.5;4;26.6533719301;3;21.2869720459;17.5;6;43.4377241135;
41;2;25.25;22.5;4;26.6756366491;3;21.9484882355;18.5;6;43.6183350086;
42;3;26.0040359497;22.5;4;26.6978281736;3;21.625;20.3091678619;7;43.8187118769;
43;3;26.0140228271;22.5;4;26.7199368477;3;22.0342102051;20.5;7;44.0402543545;
44;3;26.0239715576;22.5;2;26.7419531345;3;23.0840568542;18.5;7;44.2842636108;
45;3;26.0338783264;22.5;2;26.7638677359;3;24.1389598846;19.5;8;44.5518820286;
46;3;26.0437412262;22.5;3;26.7856714725;3;25.1991729736;21.5;8;44.8440244198;
47;3;26.0535526276;22.5;3;26.8073554039;3;25.4500007629;23.5;8;45.1613030434;
48;3;26.0633106232;22.5;3;26.8289107084;3;26.1612930298;25.5;10;45.5039470196;
49;3;26.073009491;22.5;4;26.8503289223;3;25.4500007629;27.5;9;45.871723175;
50;3;26.0826473236;22.5;4;26.8716015816;3;25.4500007629;28.5;9;46.263862133;
51;3;26.0922203064;22.5;4;26.8927206993;3;25.4500007629;29.5;10;46.6789975166;
52;3;27.1017246246;23.5;3;27.9136784077;3;26.4500007629;27.5;11;47.1151270866;
53;3;28.1111545563;24.5;6;28.0944670439;3;26.6009025574;27.5;11;47.5695996284;
54;3;28.1205101013;25.5;6;29.5681680441;3;26.7031593323;27.5;11;48.0391392708;
55;3;28.7009906769;27.125;6;30.8029165268;3;25.4500007629;28.5;12;48.5199065208;
56;3;29.1619586945;28.6171875;7;31.8361629248;3;26.4500007629;27.5;12;49.007601738;
57;3;29.5188980103;28.9937877655;8;32.7121806145;3;25.4500007629;28.5;13;49.4976010323;
58;4;29.7903366089;29.2754020691;8;33.4745128155;3;26.4500007629;27.5;13;49.9851250648;
59;4;29.9944858551;29.4822807312;8;33.8971951008;4;27.2466526031;27.5;12;50.465420723;
60;4;30.0283508301;29.5;9;35.5401251316;4;27.354719162;27.5;13;50.9339466095;
61;4;30.5682163239;30.0799999237;9;36.9375565052;4;27.4601383209;27.5;14;51.3865451813;
62;4;30.9714546204;30.508272171;10;38.1544523239;4;27.5619735718;27.5;14;51.8195896149;
63;4;31.2660045624;30.8158721924;10;39.1866211891;4;27.6594085693;27.5;14;52.2300891876;
64;4;31.4493370056;32.0;10;39.9122378826;4;27.7517700195;27.5;14;52.6157541275;
65;4;31.4668426514;33.0;11;41.2209639549;5;27.8385448456;27.5;13;52.9750175476;
66;5;31.2701568604;31.2999992371;10;41.5268796682;5;27.9193782806;27.5;14;54.307009697;
67;5;32.0931396484;32.1199989319;10;42.9879549742;5;28.9940757751;28.5;14;54.6815065145;
68;5;33.3581542969;34.3949127197;11;44.1433621645;5;30.062587738;29.5;14;55.032997489;
