Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;11.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;11.0;10.0;5;20.0;2;7.15000009537;11.0;3;21.0900000334;
3;1;11.0;10.0;5;20.0;2;8.16349983215;10.0;3;21.1871190071;
4;1;11.0;10.0;5;20.0;2;8.17806816101;10.0;3;21.2917383909;
5;1;12.0;10.0;5;20.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;13.0;10.0;5;20.0;2;9.31595134735;10.0;3;21.5249304771;
7;1;14.0;10.0;5;20.3999996185;2;9.84310913086;10.0;3;21.6541694403;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;9.87218856812;10.0;3;22.2087649107;
9;2;14.7768793106;10.3632001877;4;22.8494274616;2;9.99697208405;10.1999998093;3;22.7014135122;
10;2;15.282242775;10.9097137451;4;23.7921946049;2;10.1078176498;10.3632001877;3;23.1436295509;
11;2;17.2822418213;11.3658018112;4;24.5663278103;2;10.2073163986;10.4951858521;3;24.4502608776;
12;2;19.2822418213;11.7372808456;4;25.1909153461;2;10.5013093948;11.0209560394;3;25.6018667221;
13;2;20.3243255615;12.0336990356;4;25.6883610487;2;12.3275251389;11.4571752548;3;26.6129477024;
14;2;21.3388690948;12.2662630081;4;26.0812431574;2;14.3275251389;11.8107032776;3;27.5041275024;
15;2;22.3536624908;12.446267128;4;26.2221269608;2;16.3275241852;12.0916318893;3;28.2981133461;
16;2;23.3687000275;12.5;4;26.2560760975;2;17.5498218536;12.3113050461;3;29.0167398453;
17;2;24.3839759827;12.5;4;26.2905418873;2;18.6352043152;12.4808797836;3;29.4582490921;
18;2;25.3994865417;12.5;4;26.3255085945;2;19.7259407043;12.5;5;29.883644104;
19;2;25.8464794159;12.5;4;26.3609591722;3;20.7238197327;12.5;4;30.3288545609;
20;2;25.8624305725;12.5;4;26.3968753815;3;20.8239917755;12.5;4;30.7909274101;
21;2;25.8785934448;12.5;6;26.4332377911;3;20.9279594421;12.5;4;31.2663087845;
22;2;25.8949565887;12.5;6;26.4700255394;3;21.0349197388;12.5;5;31.7509255409;
23;2;25.9115104675;12.5;6;26.5072168112;3;19.625;13.5;6;32.2403049469;
