Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.0;4;20.0;1;8.0;11.0;5;20.0;
5;1;10.0;10.0;4;20.0;2;8.0;10.3000001907;3;21.0;
6;1;11.0;10.0;4;20.0;2;9.22500038147;10.0;3;21.1499999762;
7;1;12.0;10.0;4;20.0;2;9.75874996185;10.0;3;21.320775032;
8;1;13.0;10.0;4;20.3999996185;2;9.79717445374;10.0;3;21.9278619289;
9;1;14.0;10.1999998093;4;20.7264003754;2;9.93376922607;10.1999998093;3;22.4906556606;
10;2;14.3268795013;10.6632003784;3;22.8194274902;2;10.0603971481;10.3632001877;3;23.023424387;
11;2;15.2687425613;10.9097137451;3;23.8616036177;2;10.180270195;10.4951858521;3;24.4809033871;
12;2;15.7377223969;11.3658018112;3;24.7499927282;2;10.5082035065;11.0209560394;3;25.8304331303;
13;2;18.3272418976;11.7372808456;3;25.5051221848;2;12.3789520264;11.4571752548;3;27.0939919949;
14;2;20.3272438049;12.0336990356;3;26.1508610249;2;14.3789520264;11.8107032776;3;28.2992296219;
15;2;21.5469932556;12.2662630081;3;26.7112461329;2;16.3789520264;12.0916318893;3;29.474676609;
16;2;22.6371631622;12.446267128;3;27.0402543545;2;17.8145484924;12.3113050461;3;30.6458554268;
17;2;23.7368564606;12.5;5;27.2842636108;2;19.0017547607;12.4808797836;3;31.6115074158;
18;3;24.846660614;12.5;4;27.5518820286;2;20.2104225159;12.5;4;32.6289186478;
19;3;25.9670906067;12.5;4;27.8440244198;2;21.341506958;12.5;4;33.725276947;
20;3;26.5298118591;12.5;5;28.1613030434;2;21.5881881714;12.5;4;34.8835334778;
21;3;26.672586441;12.5;5;28.5039470196;2;21.8487949371;12.5;4;36.0810680389;
22;3;26.8267765045;12.5;5;28.871723175;2;22.1182403564;12.5;4;37.2910022736;
23;3;26.992275238;12.5;5;29.263862133;2;22.3904762268;12.5;4;38.4843349457;
24;3;27.1687374115;12.5;5;29.6789975166;2;22.6589756012;12.5;5;39.6326160431;
25;3;27.3555488586;12.5;6;30.1151270866;2;22.917339325;12.5;5;40.7106571198;
26;5;27.5518074036;12.5;3;36.5695996284;2;23.1598968506;12.5;5;41.6987533569;
27;5;28.7563209534;12.5;3;37.2191390991;2;23.3822193146;12.5;5;42.5839958191;
28;5;27.7563209534;13.5;3;37.8741822243;2;21.3822193146;13.5;5;43.3605060577;
29;5;28.7563209534;12.5;3;39.9755911827;2;20.3822193146;14.5;5;44.0287361145;
30;5;27.7563209534;13.5;3;41.8272485733;2;19.625;15.5;5;44.5941295624;
31;5;27.7563209534;14.5;3;44.4542565346;3;18.625;14.5;4;45.0655384064;
32;5;27.7563209534;15.6937875748;3;45.9376223087;3;18.625;14.5;4;45.4536991119;
33;5;28.7563209534;16.2754020691;3;47.2592940331;3;17.625;13.5;5;45.7699756622;
34;5;28.2522087097;15.2754020691;3;48.1801747084;3;17.625;14.5;5;46.0;
35;5;28.2764968872;16.2754020691;3;49.033719182;3;16.625;13.5;5;46.0;
36;5;28.30169487;17.2754020691;3;49.8472714424;3;17.625;14.5;5;46.0;
37;5;30.3278083801;21.2754020691;3;50.6144413948;3;18.625;15.5;5;46.0;
38;5;32.354839325;25.2754020691;4;51.3307515383;3;19.625;16.5;6;46.0;
39;5;33.1967658997;28.5;4;51.9936715364;3;19.625;17.5;6;46.0;
40;5;35.0771865845;31.5;4;52.6024893522;3;19.625;18.5;6;47.0;
41;5;36.3096923828;34.5;4;53.157871604;3;20.625;19.5;7;47.0700000525;
42;5;37.5210418701;34.5;4;53.5823960304;3;21.625;20.5;8;49.6541513205;
43;5;38.5120773315;34.5;5;53.964589119;3;21.90625;22.125;8;51.7720918655;
44;5;38.6840667725;34.5;7;54.3078689575;3;22.1277351379;23.6171875;9;53.4672852755;
45;6;38.8385391235;34.5;6;54.6159799099;3;23.2972049713;23.6171875;10;54.801009655;
46;6;38.1300430298;34.5;7;54.8927680254;3;24.4239311218;24.6171875;11;55.8393987417;
47;6;39.1017456055;34.5;7;55.0392494202;3;25.5170249939;25.6171875;11;56.3803673983;
48;6;39.1676635742;34.5;7;55.120018959;3;26.5249996185;26.6171875;11;56.6831297874;
49;6;39.2040100098;34.5;7;55.2022752762;4;27.5249996185;28.6171875;8;66.7894508839;
50;6;39.2410240173;34.5;8;55.2859115601;4;29.375;30.5;9;67.3005852699;
51;6;39.2786598206;34.5;8;56.3708124161;4;30.375;31.5;9;67.7909100056;
52;6;40.3168640137;35.5;9;56.4868535995;4;31.375;32.5;9;68.259106636;
53;6;41.3555831909;36.5;9;56.6044945717;5;32.375;33.5;9;83.704501152;
54;6;41.3947563171;37.5;11;58.3996337652;5;34.375;35.5;9;84.8769946098;
55;7;40.9879989624;40.0800018311;10;59.8298391104;5;35.8954124451;36.5;10;85.9463455677;
56;8;42.5603256226;40.5082702637;10;60.9619942904;5;36.9751625061;37.5;10;86.9124922752;
57;8;41.9971847534;42.4106140137;10;61.7960897684;5;38.0471458435;38.5;11;87.7790153027;
58;8;43.2986831665;41.6174087524;11;62.2167197466;6;39.1117553711;39.5;10;88.5521728992;
59;8;43.8209381104;41.6406555176;12;62.5788085461;6;40.1694564819;39.5;11;89.2399456501;
60;8;42.5;42.6644744873;12;62.7494693995;6;41.2207489014;39.5;11;89.8511757851;
61;8;43.5;41.6888694763;12;62.9217101336;6;41.8542671204;39.5;12;90.290802002;
62;8;42.5;42.7138214111;14;64.095210433;6;41.9398269653;39.5;15;90.5645349026;
63;8;43.8326950073;44.0;15;64.2696428299;6;41.9749984741;39.5;15;90.722638607;
64;10;44.8444137573;46.0;13;64.4446768761;7;41.9749984741;39.5;14;90.8818693161;
65;10;44.9500007629;48.0;14;64.6199806929;7;41.9749984741;39.5;14;94.4093661308;
66;10;44.3185348511;48.0;16;64.7952252626;7;42.7774963379;40.0800018311;17;97.2245306969;
67;11;44.1769294739;49.0;10;79.9700857401;7;41.2166519165;41.0800018311;17;99.4425630569;
68;11;42.3435211182;50.0;10;81.1942447424;7;40.5666122437;42.0800018311;18;101.118062019;
69;11;43.3563156128;53.0;10;82.3223721981;7;39.8422012329;43.0800018311;19;103.105788708;
70;11;43.3692932129;56.0;11;84.3436259031;7;39.953250885;43.0800018311;20;104.385676622;
71;11;43.3824462891;60.0;11;85.3440692425;7;36.953250885;48.0800018311;20;104.745002627;
72;11;43.3957557678;64.0;12;86.2428381443;7;34.953250885;53.0800018311;21;108.708008409;
73;11;42.9434165955;68.0;12;87.0468219519;8;32.1672515869;58.0800018311;21;111.763534546;
74;11;42.0040817261;72.0;14;87.7657980919;8;32.1672515869;60.0800018311;21;114.085916758;
75;11;41.9684066772;76.0;15;88.4109733105;8;32.5;62.0800018311;22;115.808986425;
