Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;1;12.0;10.0;6;20.0;1;9.5;10.0;4;20.0;
8;1;13.0;10.0;6;20.3999996185;1;9.5;10.0;3;20.3999996185;
9;1;14.0;10.1999998093;6;20.7264003754;1;9.59000015259;10.1999998093;3;20.7264003754;
10;1;14.3268795013;10.3632001877;6;21.8194274902;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;14.8187427521;11.2097139359;4;23.7316036224;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;15.6792221069;11.3658018112;4;24.5045616627;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;18.268743515;11.7372808456;4;25.1279890537;1;11.7228336334;11.4571752548;3;23.6214065552;
14;2;20.268743515;12.0336990356;4;25.6242921352;2;13.7228336334;12.3107032776;2;25.1832637787;
15;2;21.3100376129;12.2662630081;4;26.0160515308;2;15.7228336334;12.5916318893;2;25.6226100922;
16;2;22.3243255615;12.446267128;4;26.1558350325;2;16.7228336334;12.8113050461;2;25.9617595673;
17;2;23.3388690948;12.5;4;26.1887089014;2;17.7228336334;12.9808797836;4;26.0;
18;2;24.3536624908;12.5;5;26.2221269608;3;18.7228336334;13.0;3;26.0;
19;2;25.3687000275;12.5;5;26.2560760975;3;19.625;13.0;4;26.0;
20;2;25.8152351379;12.5;5;26.2905418873;3;19.625;13.0;4;26.0;
21;2;25.8307437897;12.5;5;26.3255085945;3;19.625;13.1000003815;5;26.0;
22;2;25.8464794159;12.5;5;26.3609591722;3;19.625;13.1000003815;5;26.0;
23;2;25.8624305725;12.5;5;26.3968753815;3;19.625;13.1000003815;5;26.0;
24;2;25.8785934448;12.5;6;26.4332377911;3;19.625;13.1000003815;5;26.0;
