Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;13.0;6;20.0;
3;2;8.30000019073;12.0;5;21.1200000048;1;8.0;12.0;6;20.0;
4;2;9.3360004425;11.0;5;21.2530560493;1;8.0;11.0;6;20.0;
5;2;10.375916481;10.0;5;21.4002518654;1;8.0;10.0;6;20.0;
6;2;11.6301136017;10.0;5;21.5626775026;1;9.0;10.0;6;20.0;
7;2;12.7032051086;10.0;5;21.7414059639;1;9.5;10.0;6;20.0;
8;2;13.7836322784;10.0;5;22.3548774719;1;9.5;10.0;6;20.3999996185;
9;2;14.8796949387;10.1999998093;5;22.9167456627;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.3125352859;10.3632001877;5;24.356058836;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;15.9602270126;10.9097137451;5;25.6604835987;2;9.94783401489;10.4951858521;5;23.0819120407;
12;2;16.5472183228;11.3658018112;5;26.844856739;2;10.1934309006;11.0209560394;5;23.99553442;
13;2;19.1367378235;11.7372808456;5;27.9307572842;2;11.9660997391;11.4571752548;5;24.7449600697;
14;2;21.1367378235;12.0336990356;5;28.9420342445;2;13.9660997391;11.8107032776;5;25.3503712416;
15;2;22.8030204773;12.2662630081;5;29.9013161659;2;15.9660997391;12.0916318893;5;25.8344515562;
16;2;24.0726947784;12.446267128;5;30.6594839096;2;16.9954986572;12.3113050461;5;26.2195074558;
17;2;25.3655109406;12.5;5;31.3578934669;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;26.6797943115;12.5;6;32.0980863571;2;19.0164165497;12.5;5;26.3530313969;
19;2;28.0128822327;12.5;6;32.8719134331;2;19.9294319153;12.5;5;26.4023760557;
20;2;28.7923603058;12.5;6;33.6691875458;2;19.9405345917;12.5;5;26.4528282881;
21;2;29.151134491;12.5;6;34.4780931473;2;19.9518871307;12.5;5;26.5043625832;
22;2;29.5151424408;12.5;6;35.2858076096;2;19.9634819031;12.5;5;26.5569496155;
23;2;29.8786125183;12.5;7;36.0792741776;2;19.9753131866;12.5;6;26.6105561256;
24;3;30.2356739044;12.5;6;36.8460407257;3;19.9873752594;12.5;5;26.6651450396;
25;3;28.5807189941;13.5;6;37.5750408173;3;19.9996566772;12.5;5;26.72067523;
26;3;27.5807189941;13.5;6;38.2572317123;3;20.0121517181;12.5;5;26.7771017551;
27;3;26.5807189941;13.5;5;38.8859910965;3;20.024848938;12.5;6;26.8343759775;
28;3;25.5807189941;13.5;5;39.4572620392;4;20.0377349854;12.5;6;26.8924454451;
29;3;24.5807189941;13.5;5;39.9694452286;4;18.0508003235;13.5;6;26.9512542486;
