Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;13.0;4;20.0;
3;2;8.30000019073;12.0;5;21.0900000334;1;8.0;12.0;4;20.0;
4;2;9.32699966431;11.0;5;21.1871190071;1;8.0;11.0;4;20.0;
5;2;10.3561353683;10.0;5;21.2917383909;1;8.0;10.0;4;20.0;
6;2;11.5812826157;10.0;5;21.4042263031;1;9.0;10.0;4;20.0;
7;2;12.631901741;10.0;5;21.5249304771;1;9.5;10.0;4;20.0;
8;2;13.6862182617;10.0;5;22.0694183111;1;9.5;10.0;4;20.3999996185;
9;2;14.7512378693;10.1999998093;5;22.5515855551;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;15.1482124329;10.3632001877;4;23.8668255806;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;15.7400722504;10.9097137451;4;25.0237190723;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;16.2606735229;11.3658018112;4;26.0350353718;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;18.850194931;11.7372808456;4;26.9207777977;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;20.850194931;12.0336990356;4;27.703961134;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;22.2458877563;12.2662630081;4;28.4073903561;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;23.400428772;12.446267128;4;28.8833937645;1;14.7228336334;12.3113050461;4;24.9617595673;
17;2;24.5662689209;12.5;3;29.2762613297;1;15.7228336334;12.4808797836;6;25.0;
18;2;25.7430610657;12.5;4;29.692073822;2;16.7228336334;12.5;5;25.0;
19;2;26.9301757812;12.5;4;30.1288084984;2;17.625;12.5;5;25.0;
20;2;27.557964325;12.5;4;30.5837950706;2;17.625;12.5;6;25.0;
21;2;27.7627067566;12.5;4;31.0537385941;2;17.625;12.5;6;25.0;
22;2;25.7627067566;12.5;5;31.534784317;2;17.625;12.5;6;25.0;
23;3;25.25;12.5;4;32.0226202011;2;17.625;12.5;7;25.0;
24;3;25.25;12.5;4;32.5126152039;2;17.625;12.5;7;25.0;
25;3;23.25;13.5;4;32.9999876022;2;17.625;12.5;7;25.0;
26;3;22.25;14.5;4;33.4799880981;2;17.625;12.5;7;25.0;
27;3;21.25;15.5;4;33.9480848312;2;17.625;12.5;7;25.0;
28;3;21.25;16.5;4;34.4001340866;2;17.625;12.5;9;25.0;
29;3;21.25;17.5;4;34.8325281143;2;17.625;12.5;9;25.0;
30;3;20.25;16.5;4;35.2422962189;2;17.625;12.5;9;25.0;
31;3;21.25;16.5;4;35.6271715164;2;15.625;13.5;8;25.0;
32;3;20.25;15.5;4;35.9856081009;2;14.625;14.5;8;25.0;
33;3;20.25;14.5;4;36.3167572021;2;13.625;15.5;8;25.0;
34;3;21.25;14.5;4;36.6204128265;2;12.625;16.5;10;25.0;
35;3;22.25;15.5;5;36.8969306946;2;12.0;17.5;10;25.0;
36;3;23.25;16.5;5;37.1471309662;2;12.0;18.5;10;25.0;
37;3;24.25;17.5;5;37.3722009659;2;12.0;19.5;11;25.0;
38;3;25.25;18.5;6;37.5735960007;2;12.0;20.5;11;25.0;
39;3;25.25;20.5;6;37.7529459;2;12.0;21.5;11;25.0;
40;3;25.25;22.5;6;37.9119815826;2;12.0;22.5;11;25.0;
41;3;26.25;21.5;5;39.0;2;12.0;23.5;11;25.0;
42;3;28.25;22.5;6;39.0399999619;2;12.0;24.5;12;25.0;
43;3;30.25;24.5;4;39.0811839104;2;12.0;25.5;13;25.0;
44;3;31.25;25.5;4;39.1235535145;2;12.0;26.5;12;25.0;
45;3;32.25;26.5;5;39.1671074629;2;12.0;27.5;12;25.0;
46;4;33.6251983643;27.5;5;39.211841464;2;12.0;28.5;12;25.0;
47;4;33.0999984741;27.5;5;39.2577478886;2;12.0;29.5;13;25.0;
48;4;33.6659851074;27.5;6;39.3048160076;2;13.0;27.5;13;25.0;
49;4;33.6871681213;27.5;6;39.3530313969;2;12.0;28.5;15;25.0;
50;4;33.0999984741;28.4471225739;6;39.4023760557;2;12.0;29.5;16;25.0;
51;4;33.0999984741;28.4816627502;7;39.4528282881;2;13.0;27.5;16;25.0;
52;5;33.7537727356;27.5;5;40.5043625832;2;12.0;28.5;18;25.0;
53;5;34.0999984741;29.5;5;40.7269495726;2;12.0;29.5;17;25.0;
54;5;35.0999984741;30.5898647308;5;40.9774670601;2;13.0;27.5;17;25.0;
55;5;35.8247489929;30.5;6;41.2594155073;2;12.0;28.5;17;25.0;
56;5;35.8174209595;32.5;6;41.5764974356;2;12.0;29.5;17;25.0;
57;5;35.8743019104;32.5;7;41.9325311184;2;13.0;27.5;18;25.0;
58;5;35.0999984741;34.5;7;42.3313239813;2;12.0;28.5;18;25.0;
59;5;35.0999984741;35.5319290161;7;45.2780928612;2;12.0;29.5;18;25.0;
60;5;36.7255020142;37.4216651917;7;47.079223156;2;12.0;30.5;18;25.0;
61;5;39.2337646484;36.8801422119;9;48.7377989292;2;12.0;31.5;19;25.0;
62;5;40.4879837036;38.1766891479;10;50.2962203026;2;12.0;32.5;19;25.0;
63;6;42.1235580444;37.9097442627;9;51.6441036463;2;12.0;33.5;21;25.0;
64;6;40.3648452759;40.0;10;52.8669079542;2;12.0;34.5;21;25.0;
65;6;40.3490219116;41.6059188843;11;54.1427156925;2;13.0;32.5;21;25.0;
66;6;41.4807128906;39.6288757324;13;55.3536293507;2;12.0;33.5;22;25.0;
67;6;42.5523376465;39.6524085999;13;56.5749132633;2;12.0;34.5;22;25.0;
68;7;40.6043777466;39.6765136719;12;57.8328260183;2;13.0;32.5;23;25.0;
69;7;40.6572189331;39.7011871338;12;59.1047304869;2;12.0;33.5;25;25.0;
70;7;40.7107505798;39.7264137268;13;60.3662741184;2;12.0;34.5;25;25.0;
71;8;40.7648544312;39.7521820068;13;71.593408823;3;13.0;32.5;25;25.0;
72;8;41.8194084167;42.7264137268;13;73.2644634247;3;12.0;33.5;24;25.0;
73;8;40.8742866516;45.7264137268;13;74.8343869448;3;12.0;34.5;24;25.0;
74;8;40.9293556213;48.7264137268;14;76.2877771854;3;13.0;32.5;26;25.0;
75;8;40.9844818115;51.7264137268;11;77.6158380508;3;12.0;33.5;26;25.0;
76;8;41.0395278931;54.7264137268;10;78.8159719706;3;12.0;34.5;25;25.0;
77;8;40.7541351318;56.7264137268;12;79.8908082247;3;13.0;32.5;26;25.0;
78;9;40.1611213684;58.7264137268;11;80.84691751;3;12.0;33.5;27;25.0;
79;9;40.3076515198;60.7264137268;10;81.6934809685;3;12.0;34.5;27;25.0;
80;9;38.4439659119;63.7264137268;11;82.4411005974;4;13.0;32.5;21;30.0;
81;9;37.5704574585;66.0354232788;12;83.1008417606;4;15.0;32.5;23;30.1500000954;
82;9;36.687625885;68.0657501221;13;83.555328846;4;14.0;34.5;22;30.2967748642;
83;9;35.7451324463;68.0963287354;13;83.8956637383;4;14.0;36.5;23;30.4399585724;
84;9;37.7955245972;68.1271057129;14;84.1167616844;4;14.0;38.5;23;30.5792236328;
85;9;39.8108024597;70.1580505371;13;84.284506321;4;15.0;37.5;23;30.7142839432;
86;9;38.0078086853;70.1891326904;14;84.4495830536;4;14.0;38.5;24;30.8448963165;
87;10;39.0540351868;70.7084350586;15;84.6117777824;4;14.0;39.5;24;30.9708600044;
88;10;40.0989151001;71.7521514893;17;84.770898819;4;15.0;37.5;24;31.0920171738;
89;10;41.1423950195;72.7959060669;20;84.9267749786;4;14.0;38.5;24;31.2082519531;
90;10;41.1844329834;74.839630127;18;85.0792565346;4;15.0;37.5;25;31.3194880486;
91;11;39.1844329834;76.8832626343;20;95.2282152176;4;16.0;35.5;25;31.4256877899;
92;11;39.7999992371;76.9267578125;24;95.8735437393;4;14.0;36.5;25;31.5268483162;
93;11;39.7999992371;79.9700622559;25;96.4876534939;4;14.0;37.5;25;31.6229987144;
94;11;40.7999992371;83.0131225586;25;97.0673935413;4;14.0;38.5;26;31.7141976357;
95;11;41.3722000122;86.0558776855;26;97.6106505394;4;14.0;39.5;26;31.8005290031;
96;11;41.0655593872;89.0982971191;28;98.1163182259;4;15.0;37.5;23;31.8820991516;
97;11;41.1815986633;88.1403121948;28;99.0580811501;4;14.0;38.5;20;31.9590339661;
98;11;39.2584724426;87.2674942017;32;99.9750852585;4;14.0;39.5;21;32.0;
