Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;13.0;6;20.0;
3;2;8.30000019073;12.0;5;21.0900000334;1;8.0;12.0;6;20.0;
4;2;9.32699966431;11.0;5;21.1871190071;1;8.0;11.0;6;20.0;
5;2;10.3561353683;10.0;5;21.2917383909;1;8.0;10.0;6;20.0;
6;2;11.5812826157;10.0;5;21.4042263031;1;9.0;10.0;6;20.0;
7;2;12.631901741;10.0;5;21.5249304771;1;9.5;10.0;5;20.0;
8;2;13.6862182617;10.0;5;22.0694183111;1;9.5;10.0;5;20.3999996185;
9;2;14.7512378693;10.1999998093;5;22.5515855551;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;15.1482124329;10.3632001877;5;23.8668255806;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;15.7400722504;10.9097137451;5;25.0237190723;2;9.94783401489;10.4951858521;4;23.0919120312;
12;2;16.2606735229;11.3658018112;5;26.0350353718;2;10.1956806183;11.0209560394;4;24.0163254738;
13;2;18.850194931;11.7372808456;5;26.9207777977;2;11.9707775116;11.4571752548;4;24.7773565054;
14;2;20.850194931;12.0336990356;5;27.703961134;2;13.9707775116;12.1574878693;4;25.395208478;
15;2;22.2458877563;12.2662630081;5;28.4073903561;2;15.7228336334;12.4552154541;3;25.8925833702;
16;2;23.400428772;12.446267128;3;28.8833937645;2;16.7228336334;12.6922969818;3;26.2918028831;
17;2;24.5662689209;12.5;3;29.2762613297;2;17.7228336334;12.8798923492;3;26.3921557665;
18;2;25.7430610657;12.5;4;29.692073822;2;19.0360679626;12.5;4;26.4563041925;
19;2;26.9301757812;12.5;4;30.1288084984;2;19.625;12.9368915558;4;26.5224741697;
20;2;27.557964325;12.5;6;30.5837950706;2;19.9675559998;12.5;4;26.5906432867;
21;2;27.7627067566;12.5;6;31.0537385941;2;19.625;13.1362571716;4;26.6607804298;
22;2;27.9741821289;12.5;6;31.534784317;2;19.625;13.1643123627;4;26.7328453064;
23;2;28.1906528473;12.5;6;32.0226202011;2;19.625;13.1931381226;5;26.8067884445;
24;3;26.1906528473;13.5;5;32.5126152039;3;20.0315284729;12.5;4;26.8825509548;
25;3;25.1906528473;13.5;5;32.9999876022;3;19.625;12.5;4;26.9600640535;
26;3;25.1906528473;14.5;5;33.4799880981;3;19.625;13.2840251923;3;27.0392494202;
27;3;25.0659942627;15.5;6;33.9480848312;3;19.625;13.3156995773;3;27.120018959;
28;3;24.276638031;16.5;6;34.4001340866;3;20.1020050049;12.5;3;27.2022752762;
29;3;23.4800605774;17.5;6;34.8325281143;3;20.1205120087;12.5;3;27.2859115601;
