Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;13.0;3;21.0900000334;
3;1;8.0;12.0;6;20.0;2;8.16349983215;12.0;3;21.1871190071;
4;1;9.0;11.0;6;20.0;2;8.17806816101;11.0;3;21.2917383909;
5;1;10.0;10.0;6;20.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;11.0;10.0;6;20.0;2;9.31595134735;10.0;3;21.5249304771;
7;2;12.0;10.3000001907;5;21.0;2;9.84310913086;10.0;3;21.6541694403;
8;2;13.4499998093;10.0;5;21.5299996138;2;9.87218856812;10.0;3;22.2087649107;
9;2;14.5085000992;10.1999998093;5;22.0018314123;2;9.99697208405;10.1999998093;3;22.7014135122;
10;2;14.9008235931;10.3632001877;5;23.3081688881;2;10.1078176498;10.3632001877;3;23.1436295509;
11;2;15.4886760712;10.9097137451;5;24.466154933;2;10.2073163986;10.4951858521;3;24.4502608776;
12;2;16.0097694397;11.3658018112;5;25.4912455082;2;10.5013093948;11.0209560394;3;25.6018667221;
13;2;18.5992908478;11.7372808456;5;26.4064147472;2;12.3275251389;11.4571752548;3;26.6129477024;
14;2;20.5992908478;12.0336990356;5;27.2378556728;2;14.3275251389;11.8107032776;3;27.5041275024;
15;2;22.0361404419;12.2662630081;5;28.0116350651;2;16.3275241852;12.0916318893;3;28.2981133461;
16;2;23.2223377228;12.446267128;5;28.5832509995;2;17.5498218536;12.3113050461;3;29.0167398453;
17;2;24.4312057495;12.5;5;29.0998392105;2;18.6352043152;12.4808797836;5;29.4582490921;
18;2;25.6636695862;12.5;6;29.6697235107;3;19.7259407043;12.5;4;29.883644104;
19;2;26.9201183319;12.5;6;30.2922105789;3;20.7238197327;12.5;4;30.3288545609;
20;2;27.6314945221;12.5;6;30.9647336006;3;20.8239917755;12.5;4;30.7909274101;
21;2;27.934129715;12.5;6;31.6826052666;3;20.9279594421;12.5;4;31.2663087845;
22;2;28.2571716309;12.5;6;32.4389019012;3;21.0349197388;12.5;6;31.7509255409;
23;3;28.5975055695;12.5;5;33.2245311737;3;21.1439590454;12.5;6;32.2403049469;
24;3;28.9510383606;12.5;5;34.0285177231;3;21.2540683746;12.5;6;32.7297272682;
25;3;27.3128318787;13.5;6;34.8385095596;3;21.3641891479;12.5;7;33.2144021988;
