Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;13.0;3;21.0599999428;
3;1;8.0;12.0;5;20.0;2;8.15900039673;12.0;3;21.1229639053;
4;1;9.0;11.0;5;20.0;2;8.16844463348;11.0;3;21.1889609098;
5;1;10.0;10.0;4;20.0;2;8.17834377289;10.0;3;21.2580518723;
6;1;11.0;10.0;4;20.0;2;9.2830619812;10.0;3;21.3302885294;
7;1;12.0;10.0;4;20.0;2;9.7993144989;10.0;3;21.4057120085;
8;1;13.0;10.0;4;20.3999996185;2;9.81628513336;10.0;3;21.8984082937;
9;1;14.0;10.1999998093;4;20.7264003754;2;9.92714214325;10.1999998093;3;22.3222295046;
10;1;14.3268795013;10.3632001877;4;21.8194274902;2;10.0225009918;10.3632001877;3;22.688400507;
11;1;14.8187427521;10.9097137451;4;22.7316036224;2;10.1048898697;10.4951858521;3;23.8809107542;
12;1;15.2292222977;11.3658018112;4;23.4745616913;2;10.3732051849;11.0209560394;2;24.9034298658;
13;1;16.8187427521;11.7372808456;4;24.0673980713;2;12.1703767776;11.4571752548;2;25.7698295116;
14;1;17.8187427521;12.0336990356;4;24.5325260162;2;14.1703767776;11.8107032776;2;26.500371933;
15;1;18.8187427521;12.2662630081;4;24.892534256;2;16.170375824;12.0916318893;3;27.1177392006;
16;1;19.8187427521;12.446267128;4;25.0;3;16.7228336334;13.059844017;3;27.6441450119;
17;1;20.8187427521;12.5;4;25.0;3;17.7228336334;13.2855949402;3;27.878672123;
18;1;21.8187427521;12.5;5;25.0;3;19.3705348969;12.5;3;28.0836718082;
19;1;22.8187427521;12.5;6;25.0;3;20.3188266754;12.5;4;28.2969486713;
20;1;23.25;12.5;7;25.0;3;19.625;13.4890842438;4;28.5179448128;
21;1;23.25;12.5;7;25.0;3;19.625;13.9071779251;4;28.7459800243;
