Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;4;20.0;
4;1;9.0;11.0;6;20.0;1;8.0;11.0;4;20.0;
5;1;10.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;11.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
7;1;12.0;10.0;6;20.0;2;10.5;10.3000001907;3;21.0;
8;1;13.0;10.0;6;20.3999996185;2;11.5;10.0;3;21.3999996185;
9;2;14.0;10.5;5;21.7264003754;2;12.5900001526;10.1999998093;3;21.7264003754;
10;2;14.7768793106;10.3632001877;5;22.9494274855;2;12.8884391785;10.3632001877;3;21.9903717041;
11;2;15.3272428513;10.9097137451;5;24.0070346594;2;12.9478340149;10.4951858521;3;23.0719120502;
12;2;15.8031663895;11.3658018112;5;24.9122858047;2;13.1911811829;11.0209560394;3;23.9749414921;
13;2;18.3926868439;11.7372808456;5;25.6857330799;2;15.9545841217;11.4571752548;3;24.7131726742;
14;2;20.3926868439;12.0336990356;5;26.3512378931;2;17.9545841217;11.8107032776;3;25.3067810535;
15;2;21.6371631622;12.2662630081;5;26.9327886105;2;18.7228336334;12.4286870956;4;25.7784451246;
16;2;22.7368564606;12.446267128;5;27.2842636108;3;19.9828968048;12.3113050461;3;26.1504684687;
17;2;23.846660614;12.5;5;27.5518820286;3;20.7228336334;12.8374919891;3;26.2221269608;
18;2;24.9670906067;12.5;6;27.8440244198;3;21.9978122711;12.5;3;26.2560760975;
19;2;26.0985527039;12.5;6;28.1613030434;3;22.625;12.8768224716;3;26.2905418873;
20;2;26.672586441;12.5;6;28.5039470196;3;22.625;13.0162162781;3;26.3255085945;
21;2;26.8267765045;12.5;6;28.871723175;3;22.9232406616;12.5;3;26.3609591722;
22;2;26.992275238;12.5;6;29.263862133;3;22.625;13.0443840027;3;26.3968753815;
23;2;27.1687374115;12.5;6;29.6789975166;3;22.625;13.0587501526;3;26.4332377911;
