Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;13.0;6;20.0;
3;2;8.30000019073;12.0;5;21.0599999428;1;8.0;12.0;6;20.0;
4;2;9.31799983978;11.0;5;21.1229639053;1;8.0;11.0;6;20.0;
5;2;10.336889267;10.0;5;21.1889609098;1;8.0;10.0;6;20.0;
6;2;11.5350322723;10.0;5;21.2580518723;1;9.0;10.0;6;20.0;
7;2;12.5661230087;10.0;5;21.3302885294;1;9.5;10.0;6;20.0;
8;2;13.5986299515;10.0;5;21.8190145493;1;9.5;10.0;6;20.3999996185;
9;2;14.6385564804;10.1999998093;5;22.2388005257;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.0074596405;10.3632001877;5;23.4601941109;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;15.5570878983;10.9097137451;5;24.5095257759;1;9.72283363342;10.4951858521;6;22.0419120789;
12;2;16.0292873383;11.3658018112;5;25.3986660242;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;18.618806839;11.7372808456;5;26.1468911171;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;20.6188087463;12.0336990356;5;26.7767255306;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;21.8286323547;12.2662630081;4;27.3107893467;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;22.9069576263;12.446267128;4;27.6016011238;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;23.9894638062;12.5;4;27.7940778732;1;15.7228336334;12.4808797836;6;25.0;
18;2;25.0760784149;12.5;4;27.9954168797;1;16.7228336334;12.5;6;25.0;
19;2;26.1666793823;12.5;4;28.2052333355;1;17.625;12.5;6;25.0;
20;2;26.6923542023;12.5;5;28.4230215549;1;17.625;12.5;7;25.0;
21;2;26.7903594971;12.5;6;28.6481528282;1;17.625;12.5;8;25.0;
22;2;26.8916683197;12.5;6;28.8798778057;1;17.625;12.5;7;25.0;
23;2;26.9959449768;12.5;7;29.117331028;1;17.625;12.5;8;25.0;
24;2;27.1027984619;12.5;6;29.3595399857;1;17.625;12.5;7;25.0;
25;2;25.25;13.5;6;29.6054382324;1;17.625;12.5;7;25.0;
26;2;26.25;12.5;6;29.8538813591;1;17.625;12.5;7;25.0;
27;3;27.25;12.5;5;30.1036677361;1;17.625;12.5;7;25.0;
28;3;27.5466499329;12.5;5;30.3535604477;1;17.625;12.5;7;25.0;
29;3;25.6591033936;13.5;5;30.6023101807;1;17.625;12.5;5;25.0;
30;3;24.7710399628;14.5;4;30.8486824036;1;15.625;13.5;6;25.0;
31;3;23.8819065094;15.5;4;31.0914797783;1;14.625;14.5;6;25.0;
