Turn;Planet_count_KI_1_SP_GYSACHE;Research_KI_1_SP_GYSACHE;Industry_KI_1_SP_GYSACHE;Ships_KI_1_SP_GYSACHE;Population_KI_1_SP_GYSACHE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;2;6.0;14.5;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;13.0;3;21.1000000238;
3;1;8.0;12.0;6;20.0;2;8.16499996185;12.0;3;21.2088999748;
4;1;9.0;11.0;6;20.0;2;8.18133544922;11.0;2;21.3272645473;
5;2;10.0;10.3000001907;5;21.0;2;8.19909000397;10.0;2;21.4556473494;
6;2;11.4499998093;10.0;5;21.0599999428;2;9.0;10.7278232574;2;21.5945794582;
7;2;12.4770002365;10.0;5;21.1229639053;2;9.5;10.7972898483;2;21.7445563078;
8;2;13.5053339005;10.0;5;21.6001901627;2;9.5;10.8722782135;2;22.3234679699;
9;2;14.5400857925;10.1999998093;5;22.0082015991;2;9.59000015259;11.1617336273;2;22.8436875343;
10;2;14.9036903381;10.3632001877;5;23.2129787207;2;9.66343975067;11.4218435287;2;23.3169043064;
11;2;15.4458408356;10.9097137451;5;24.245090127;2;9.72283363342;11.658452034;2;24.7098276615;
12;2;15.9102916718;11.3658018112;5;25.1164904833;2;9.95943069458;12.3549137115;3;25.9646339417;
13;2;18.4998111725;11.7372808456;4;25.8465604782;2;11.7228336334;12.9823169708;4;27.0971958637;
14;2;20.4998111725;12.0336990356;4;26.4579504728;2;13.7228336334;13.5485982895;5;28.1291260719;
15;2;21.6851844788;12.2662630081;4;26.9734284878;2;15.7228336334;14.0645627975;5;29.0835704803;
16;2;22.7551460266;12.446267128;4;27.245682478;2;16.7228336334;14.5417852402;5;29.9820814133;
17;2;23.8292999268;12.5;4;27.4198198318;2;17.7228336334;14.9910411835;5;30.6217403412;
18;2;24.907661438;12.5;5;27.6032464504;2;19.7228336334;13.0101604462;5;31.2613964081;
19;2;25.9902038574;12.5;5;27.7958021164;2;21.0338134766;12.5;6;31.9337830544;
20;2;26.5081100464;12.5;5;27.9972171783;2;21.1851005554;12.5;6;32.631752491;
21;2;26.5987472534;12.5;5;28.207105875;3;21.3421440125;12.5;5;33.3467140198;
22;2;26.6931972504;12.5;5;28.4249610901;3;19.625;13.5;5;34.0689792633;
23;2;26.7912330627;12.5;6;28.6501536369;3;19.625;14.5;6;34.7882423401;
24;3;26.8925685883;12.5;5;28.8819327354;3;19.625;15.5;6;35.494146347;
25;4;24.9968700409;13.5;5;29.1194319725;3;19.625;16.5;6;36.1768798828;
26;4;24.1037445068;14.5;5;29.3616781235;3;19.625;17.5;6;36.8277225494;
27;4;23.2127552032;15.5;5;29.60760355;3;19.625;18.5;6;37.4394855499;
28;4;22.3234214783;16.5;5;29.8560638428;3;19.625;19.5;6;39.0067901611;
29;4;21.4352283478;17.5;5;30.1058568954;3;20.625;20.5;6;39.5561783314;
30;4;20.5476360321;18.5;5;30.3557448387;3;21.625;21.5;6;40.0566446781;
31;4;19.6600856781;19.5;5;31.6044793129;3;21.625;23.2424125671;7;40.5082538128;
32;4;19.7720146179;20.5;5;31.9008252621;3;21.8706474304;23.5;7;40.9124567509;
33;4;19.8828716278;21.5;5;32.195561409;3;21.8777923584;24.5;7;41.2717665434;
34;4;19.4880027771;22.5;5;32.4875773191;3;21.8850631714;25.5;8;41.5894352198;
35;4;17.9921150208;22.3091659546;5;32.7758399248;4;22.625;24.3320960999;7;41.8691530228;
36;4;18.2874889374;21.5;5;34.0594110489;4;21.8999786377;24.5;7;42.114802599;
37;4;20.3136024475;22.5;5;34.3674600124;5;21.625;26.3792533875;6;42.2905418873;
38;4;21.7518577576;23.5;6;34.6698664427;5;21.625;26.5;7;42.3255085945;
39;4;22.3514404297;24.5;6;34.9660338163;5;22.9232406616;24.5;7;42.3609591722;
40;4;22.4847145081;25.5;7;35.2554894686;5;21.625;26.452671051;7;42.3968753815;
41;4;21.0231971741;26.5;7;35.5378816128;5;21.625;27.4778137207;7;42.4332377911;
42;4;21.5739974976;28.5;6;35.8129731417;5;22.947479248;24.5;8;42.4700255394;
43;4;22.2822704315;30.5;7;36.0806341171;5;21.625;26.5;8;42.5072168112;
44;4;24.3297386169;32.5;9;36.340829134;5;21.625;27.5550518036;9;42.5447884798;
45;4;25.8130550385;34.5;9;36.5936069489;5;21.9725761414;30.5550518036;10;43.5827163458;
46;4;27.0;35.4033813477;11;36.8390871286;5;22.9811115265;34.5550537109;10;43.6609750986;
47;4;30.327589035;32.5;12;37.0774480104;5;23.9897193909;38.5550537109;11;43.7407224178;
48;5;27.8490810394;35.452671051;11;37.3089132309;5;24.2416629791;42.5;11;43.8219329119;
49;5;29.8490810394;32.5;12;37.5337378979;5;24.259935379;45.5;11;43.904577136;
50;5;29.4940376282;34.5;12;37.7522006035;6;25.2785301208;44.5;11;43.9886219501;
51;5;30.0;35.5;12;37.8780292273;6;25.625;43.5;12;44.0740301609;
52;5;31.316865921;33.5550537109;13;38.001642108;6;24.31665802;44.5;13;44.1607607603;
53;5;31.25;34.5813522339;13;38.126619935;6;24.3361701965;45.5;13;44.2487686872;
54;5;32.25;35.388633728;13;38.2527984381;6;24.35597229;46.5;13;44.3380045891;
55;6;33.25;35.4769592285;13;39.3800063133;6;25.3760509491;44.5;13;44.4284154177;
56;6;35.2999992371;33.5;13;39.5380657911;6;26.3963928223;43.5;14;45.5199437141;
57;6;37.32862854;34.5;13;39.6973848343;6;28.4169883728;43.5;14;45.6425282955;
58;6;37.0819625854;36.5;14;39.8577693701;6;30.0378189087;43.5;15;45.7666950226;
59;7;37.9359970093;36.5;13;40.0190210342;6;28.2975082397;45.5;16;45.8923677206;
60;7;35.2999992371;38.5;13;40.1809384823;6;29.3257827759;44.5;16;46.0194656849;
61;7;36.8201255798;38.5;13;40.3433187008;6;30.3543815613;44.5;18;46.1479028463;
62;7;36.68800354;38.5;14;42.7168027163;6;30.3832778931;43.5;18;46.2775888443;
63;8;36.1848678589;42.0;13;44.0086649656;6;30.4124584198;42.5;18;46.4084285498;
64;8;39.583568573;40.3899993896;13;45.1243143082;6;28.4418964386;43.5;19;46.5403228998;
65;8;38.1468200684;43.6872596741;13;47.1022320986;6;27.471572876;44.5;20;46.6731686592;
66;8;41.4562301636;43.9097442627;14;47.8902305365;6;26.9014625549;45.5;20;46.806858778;
67;8;43.7249755859;46.0;13;48.5180194378;6;26.9315433502;46.5;20;46.9412823915;
68;8;40.0469779968;51.0;14;49.1651123762;7;27.9617881775;48.5;19;49.9570536613;
69;8;40.7884063721;51.0;14;49.7423714399;7;30.2353363037;48.0;20;51.8122884035;
70;8;40.4436340332;54.0;15;50.3571438789;7;31.7190055847;48.3899993896;21;53.4125336409;
71;8;39.5125770569;56.0;15;51.0108610392;7;32.6442489624;48.6872596741;20;54.8002074957;
72;8;36.7325706482;59.0;17;51.7043809891;7;33.7953453064;48.9097442627;20;55.8696805239;
73;8;37.0999984741;59.7983703613;21;52.4378143549;7;34.1805152893;48.0;20;56.7157497406;
74;9;38.0187644958;59.0963554382;22;53.210346818;7;32.2327766418;49.0;21;57.5303382874;
75;9;37.0520782471;62.1559295654;21;54.0200859308;8;30.8963699341;51.0;21;58.3245902061;
76;9;32.0999984741;66.4916229248;22;54.8639388084;8;30.3388023376;51.0;21;58.9125272036;
77;9;32.0999984741;67.6678848267;23;55.7375512123;8;30.0994987488;52.0;21;59.5333327055;
78;9;32.0999984741;67.6927337646;23;56.6353290081;8;30.1533660889;53.0;22;60.1922675371;
79;9;33.0105895996;66.3446655273;24;57.5505504608;8;29.5043449402;55.0;23;60.8892195225;
80;9;29.0559043884;70.3446655273;27;58.4755864143;9;29.5452899933;57.0;22;61.623156786;
81;10;29.5025138855;71.3446655273;26;59.4022037983;9;29.1182498932;59.0;22;62.3919744492;
82;10;27.5;73.3446655273;26;60.3219451904;9;29.62758255;61.0;22;63.1923792362;
83;10;27.9305286407;78.0547866821;27;61.2265400887;9;29.6687679291;63.0;23;64.0198311806;
84;11;26.5;79.3446655273;27;62.1083078384;9;29.7098693848;65.0;23;64.8685698509;
85;11;27.5;82.8210754395;28;62.9428720474;9;29.2274131775;68.0;23;65.7317314148;
86;11;28.5;82.8210754395;29;63.7106909752;10;29.2541065216;71.6718597412;24;66.6015675068;
87;11;27.5;82.2935791016;30;64.4412653446;11;29.8514156342;71.0;24;67.4697575569;
88;11;25.0;79.8608551025;30;65.1318018436;11;28.2999992371;75.0;21;68.3277873993;
89;11;25.0;78.9044265747;30;65.7808480263;11;29.879535675;76.0;20;69.1673634052;
90;12;26.0;79.9478378296;32;67.3881525993;11;30.9502735138;76.0;20;69.9808158875;
91;12;28.0;81.991027832;32;67.9944679737;11;28.9076042175;77.0;20;70.7614543438;
92;12;28.0;82.0339508057;32;68.5625140667;11;28.2999992371;80.0;21;72.5038328171;
93;12;28.0;81.9664916992;31;69.0943903923;11;30.9354839325;81.0;22;73.2639024258;
94;12;29.0;82.0268173218;32;69.592551589;11;32.9493103027;84.0;24;73.9820208549;
95;12;30.0;82.0865478516;32;70.0596333742;11;33.9630355835;87.0;25;74.6570264101;
96;12;31.0;81.1455993652;32;71.4741020203;11;34.976650238;89.7907485962;25;75.2618038654;
97;12;33.0;81.2039337158;34;71.8003790379;11;35.4901351929;91.8000030518;24;75.8126217127;
98;11;33.0;76.2614822388;34;57.1271066666;12;35.5034713745;92.8000030518;21;91.3245750666;
99;11;33.0;78.3181762695;35;57.4298396111;12;33.7999992371;97.8000030518;22;91.8001115322;
100;11;36.0;78.3739852905;32;57.717441678;12;34.5296554565;100.800003052;24;92.2420376539;
101;11;33.0;79.4288482666;30;58.0059701204;14;35.5424804688;105.800003052;21;93.6533386707;
102;11;35.0;79.4827194214;31;58.2951954603;14;37.0550994873;110.800003052;23;94.1628234386;
103;11;37.0;79.5355682373;31;58.5848963261;15;37.5587501526;116.800003052;23;94.546017766;
104;11;39.0;79.5873413086;29;58.874859333;15;39.3768844604;119.800003052;21;94.9512418509;
