Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;11.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;14.0;10.0;5;20.3999996185;1;9.5;10.0;6;20.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;9.5;10.0;6;20.3999996185;
9;2;14.7768793106;10.3632001877;4;22.8194274902;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;15.2687425613;10.9097137451;4;23.7816035748;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;17.268743515;11.3658018112;4;24.5765366554;2;9.94783401489;10.4951858521;5;23.1719120741;
12;2;19.268743515;11.7372808456;4;25.2233480215;2;10.2136802673;11.0209560394;5;24.1897815466;
13;2;20.3389205933;12.0336990356;5;25.7444707155;2;12.0098056793;11.4571752548;5;25.0591306686;
14;2;21.364118576;12.2662630081;5;26.162507534;2;14.0098056793;11.8107032776;5;25.8015987873;
15;2;22.3902301788;12.446267128;5;26.3300433159;2;16.0098056793;12.0916318893;5;26.441321969;
16;2;23.417263031;12.5;5;26.3921557665;2;17.1320438385;12.3113050461;5;27.0020139217;
17;2;24.4452133179;12.5;5;26.4563041925;2;18.1818904877;12.4808797836;5;27.2842636108;
18;2;25.4740791321;12.5;5;26.5224741697;2;19.2367935181;12.5;5;27.5518820286;
19;2;25.9351139069;12.5;6;26.5906432867;2;20.1991729736;12.5;5;27.8440244198;
20;2;25.9657897949;12.5;6;26.6607804298;2;20.2649059296;12.5;6;28.1613030434;
21;2;25.9973506927;12.5;6;26.7328453064;2;20.3362922668;12.5;7;28.5039470196;
22;2;26.0297813416;12.5;6;26.8067884445;2;20.4133872986;12.5;6;28.871723175;
23;2;26.0630550385;12.5;6;26.8825509548;2;20.496137619;12.5;7;29.263862133;
24;2;26.0971488953;12.5;6;26.9600640535;2;20.5843696594;12.5;7;29.6789975166;
25;2;26.1320285797;12.5;6;27.0392494202;2;20.6777744293;12.5;7;30.1151270866;
26;2;26.1676616669;12.5;6;27.120018959;2;20.7759037018;12.5;7;30.5695996284;
27;2;26.2040081024;12.5;6;27.2022752762;2;20.8781604767;12.5;7;31.0391392708;
28;2;26.2410240173;12.5;7;27.2859115601;3;19.625;13.5;6;31.5199065208;
29;2;26.2786598206;12.5;6;27.3708124161;3;18.625;13.5;6;32.007601738;
30;2;26.316865921;12.5;6;27.4568536282;3;18.2017097473;14.5;7;32.4976010323;
31;2;26.3555831909;12.5;6;27.5439035892;3;15.625;16.5;7;32.9851250648;
32;2;26.3947563171;12.5;6;27.6318233013;4;14.625;18.5;6;41.965420723;
33;2;26.4343204498;12.5;6;27.7204678059;4;15.0;20.5;7;42.7739467621;
34;2;26.4742107391;12.5;6;27.8096864223;4;16.0;22.5;7;43.5500888824;
35;2;26.5143585205;12.5;5;27.8993241787;4;17.0;24.5;7;44.2888708115;
36;2;26.5546951294;12.5;5;27.989222765;4;18.0;26.5;7;44.9863576889;
37;2;25.25;14.5;4;28.079221487;4;19.0;28.5;7;45.639708519;
38;2;25.25;16.5;5;28.1691586971;4;20.0;29.9310283661;7;47.2471694946;
39;2;25.25;18.5;6;28.258872509;4;21.6224689484;31.1825122833;7;47.838009119;
40;2;25.25;20.5;6;28.348202467;4;22.7254486084;32.4149055481;6;48.3830120564;
41;2;25.25;22.5;7;28.4369900227;4;23.0585441589;33.6280555725;6;48.8831546307;
42;2;25.25;22.5;8;28.5250804424;4;23.1517906189;34.8221931458;6;49.3400614262;
43;2;25.25;22.5;8;28.6123232841;4;23.2373085022;35.9978866577;7;49.7558535337;
44;3;25.25;22.5;8;28.6985738277;4;23.3155250549;37.155960083;7;50.1330105066;
45;3;25.25;22.5;8;28.7836937904;4;23.1194458008;39.129524231;8;50.4698839188;
46;3;25.25;22.5;8;28.867552042;4;24.4499778748;40.129524231;9;50.6634657383;
47;3;25.25;22.5;8;28.9500255585;5;25.1749992371;42.129524231;9;50.7905418873;
48;3;25.25;22.5;8;29.0310001373;5;26.1749992371;41.129524231;9;50.8255085945;
49;3;25.25;22.5;8;29.110370636;5;28.4732379913;40.129524231;10;50.8609591722;
50;3;25.25;22.5;8;29.1880412102;5;30.1749992371;40.129524231;10;50.8968753815;
51;3;25.25;22.5;8;29.2639269829;5;32.0392990112;37.5;11;50.9332377911;
52;3;25.25;22.5;9;29.3379516602;5;32.0474777222;36.5;12;50.9700255394;
53;3;25.25;22.5;9;29.4100503922;5;31.7250003815;36.5;11;51.0072168112;
54;3;25.25;22.5;9;29.4801678658;5;31.7250003815;35.5550537109;11;51.0447884798;
55;3;25.25;22.5;9;29.5482587814;7;31.7250003815;34.5813522339;8;61.0827163458;
56;3;25.25;22.5;10;29.6142878532;7;31.081111908;35.5;8;61.5209747553;
57;3;25.25;22.5;10;29.6782283783;7;32.7249984741;35.5;7;61.9339382648;
58;3;25.25;22.5;10;30.7400636673;7;32.0983963013;36.5;8;62.3203181028;
59;3;26.25;23.5;10;30.8197855949;7;32.1071357727;38.5;8;62.6795043945;
60;3;27.25;24.5;11;32.0415830612;7;31.7250003815;41.5;8;63.0114988089;
61;3;27.7000007629;26.0;12;33.0419555902;7;31.6204147339;42.7437477112;8;64.316824913;
62;3;28.0510005951;27.3899993896;12;33.8546222448;7;33.1088256836;43.5;10;64.616432786;
63;3;28.3185329437;28.6872596741;13;34.5147540569;7;34.7721481323;43.5;10;64.8917943239;
64;4;28.5187683105;29.4606895447;11;34.9067300558;7;34.497341156;44.5;11;65.1444075108;
65;4;28.5999984741;29.5614051819;11;35.113822937;7;35.1330909729;44.5;12;65.3759137392;
66;4;28.5999984741;29.5719451904;11;35.3159477711;7;36.1890106201;44.8829116821;15;65.5880253315;
67;4;28.5999984741;29.5825614929;13;35.5125739574;8;34.6925964355;44.5;14;67.4948252439;
68;4;28.5999984741;29.5932502747;14;35.703245759;8;33.1477584839;45.7859687805;14;69.094771862;
69;4;28.5999984741;29.6040077209;14;35.8875838518;8;35.5449829102;44.8855056763;14;70.4273526669;
70;4;28.5999984741;29.6148319244;13;36.0652868748;8;34.4869308472;47.0411758423;16;71.4444465637;
71;4;28.5999984741;29.6257171631;14;37.2361296415;8;37.0648880005;44.7402954102;16;72.0932325125;
72;4;29.5999984741;30.6366577148;14;37.4599609375;8;38.5999984741;45.8456115723;17;72.3861864805;
73;4;30.5999984741;31.6476516724;14;37.6796633005;8;32.5999984741;49.5290718079;17;72.6515538692;
74;4;30.5999984741;32.6586914062;15;37.895288229;8;30.5999984741;52.5879669189;17;72.781448245;
75;4;30.5999984741;33.6697769165;16;38.1069377661;8;28.5999984741;55.6470108032;18;72.8659336567;
76;4;30.5999984741;34.680896759;16;38.3147560358;8;27.3999996185;58.7061538696;17;72.9504648447;
77;4;30.5999984741;35.3571968079;16;38.5189223289;8;28.3999996185;60.7061538696;17;73.0349541903;
78;4;30.5999984741;35.4060897827;17;38.71964252;8;29.3999996185;63.7061538696;18;73.1193147898;
79;4;30.5999984741;35.456615448;18;38.9171398878;8;30.3999996185;66.7061538696;18;73.2034604549;
80;4;30.5999984741;35.5087738037;18;39.1116491556;8;31.3999996185;70.7061538696;20;73.2873061895;
81;4;30.5999984741;35.5625648499;18;39.2359499931;8;31.5999984741;74.7061538696;20;73.3707684278;
82;4;30.5999984741;35.6179771423;19;39.3499616385;8;31.5999984741;77.0595397949;21;73.4537651539;
83;4;30.5999984741;35.6749801636;20;39.4671080112;8;30.5999984741;77.1176376343;22;73.5362170935;
84;4;30.5999984741;35.7335548401;20;39.5873104334;8;28.5999984741;80.1753540039;22;73.6180471182;
85;4;30.5999984741;35.7936553955;20;39.7104700804;8;27.5999984741;83.232635498;22;73.6991813183;
86;4;30.5999984741;35.8552360535;21;39.836468339;8;28.3999996185;83.2894287109;27;73.779548645;
87;4;30.5999984741;35.9182357788;21;39.9651653767;8;27.3999996185;86.3456802368;28;73.8590813875;
