Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;4;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;7.55000019073;9.30000019073;5;17.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;8.55000019073;8.89999961853;4;18.0;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.05000019073;8.5;4;18.0674999952;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;9.06518745422;8.5;4;18.1388356686;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;9.08123779297;8.5;4;18.5655144453;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;9.17724132538;8.67000007629;4;18.9455717802;
11;2;10.6065406799;12.6589794159;4;26.0;2;9.26275348663;8.81392192841;4;19.2853912115;
12;2;13.5272569656;12.5;4;26.0399999619;2;9.33921337128;8.93486309052;4;20.3484560251;
13;2;15.5272569656;12.5;4;26.0811839104;2;9.57840251923;9.39324569702;5;21.2991602421;
14;2;16.7705230713;12.5;4;26.1235535145;2;11.4079360962;9.78903102875;5;22.1417161226;
15;2;17.7800559998;12.5;4;26.1671074629;2;13.4079360962;10.1240053177;5;22.8855876923;
16;2;18.789855957;12.5;4;26.211841464;2;15.4079360962;10.4026165009;5;23.5433773994;
17;2;19.7999210358;12.5;4;26.2577478886;2;16.5340309143;10.6309299469;5;24.1289627552;
18;2;19.9079933167;12.5;5;26.3048160076;2;17.5826358795;10.8157100677;5;24.6560902596;
19;2;19.9185829163;12.5;6;26.3530313969;2;18.6346302032;10.9637317657;5;24.9747862816;
20;2;19.9294319153;12.5;6;26.4023760557;2;19.6193275452;11.0;5;25.2358300686;
21;2;19.9405345917;12.5;6;26.4528282881;2;19.678062439;11.0;6;25.5113341808;
22;2;19.9518871307;12.5;6;26.5043625832;2;19.7400512695;11.0;6;25.8006212711;
