Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;4;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;7.55000019073;10.3000001907;4;17.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;7.55000019073;9.30000019073;4;17.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;8.55000019073;8.89999961853;3;18.0;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.05000019073;8.5;3;18.0449999571;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;9.06012439728;8.5;3;18.0915547609;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;9.07059955597;8.5;3;18.4905910492;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;9.16038322449;8.67000007629;3;18.8399845362;
11;1;10.6065406799;12.4589796066;5;25.0;2;9.23899650574;8.81392192841;3;19.145963192;
12;1;12.5272569656;12.5;5;25.0;2;9.30784225464;8.93486309052;3;20.1549206972;
13;1;13.5272569656;12.5;5;25.0;2;9.53485679626;9.39324569702;4;21.0440818071;
14;1;14.5272569656;12.5;5;25.0;2;11.3505430222;9.78903102875;4;21.8171498775;
15;1;15.5272569656;12.5;5;25.0;2;13.3505439758;10.1240053177;4;22.4831271172;
16;1;16.527256012;12.5;5;25.0;2;15.3505439758;10.4026165009;4;23.0542217493;
17;1;17.527256012;12.5;6;25.0;2;16.4239711761;10.6309299469;4;23.5440071821;
18;1;17.625;12.5;6;25.0;2;17.4510211945;10.8157100677;4;23.9660406113;
19;1;17.625;12.5;6;25.0;2;18.4793682098;10.9637317657;4;24.1702980995;
20;1;17.625;12.5;6;25.0;2;18.9500007629;11.8681192398;3;24.3076715469;
21;1;17.625;12.5;7;25.0;2;18.9500007629;11.9230690002;4;24.4505701065;
22;1;17.625;12.5;7;25.0;2;18.9500007629;11.9802284241;4;24.5988156796;
23;1;17.625;12.5;7;25.0;2;18.9500007629;12.299407959;4;24.7521765232;
