Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;2;8.0;10.1999998093;4;22.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.29999923706;10.5;4;22.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.42599964142;10.9200000763;4;23.5301437378;1;7.55000019073;9.30000019073;4;17.0;
6;2;9.50100040436;11.2650718689;4;24.086605072;1;8.55000019073;8.5;4;17.0;
7;2;10.4194869995;11.543302536;4;24.5283432007;1;8.82499980927;8.5;4;17.0;
8;2;10.5188770294;11.7641716003;4;25.1298823357;1;8.82499980927;8.5;4;17.0;
9;2;10.6542234421;12.0549411774;4;25.6057839394;1;8.82499980927;8.5;3;17.3400001526;
10;2;10.7613010406;12.2827939987;3;25.9785410166;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;10.8451719284;12.4589796066;4;26.0811508894;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;13.7658882141;12.5;3;26.1018965244;1;9.02068901062;8.93486309052;3;18.786491394;
13;2;15.7658882141;12.5;3;26.1228116751;1;9.22696018219;9.39324569702;4;19.5780620575;
14;2;16.7798900604;12.5;3;26.1438889503;1;11.0206890106;9.78903102875;4;20.2480106354;
15;2;17.7846317291;12.5;3;26.1651208401;1;12.0206890106;10.1240053177;4;20.8052330017;
16;2;18.7894077301;12.5;3;26.1864993572;1;13.0206890106;10.4026165009;4;21.2618598938;
17;2;19.7942180634;12.5;3;26.2080165148;1;14.0206890106;10.6309299469;4;21.6314201355;
18;2;19.8968029022;12.5;4;26.2296639681;1;15.0206890106;10.8157100677;4;21.9274635315;
19;2;19.9016742706;12.5;4;26.2514331341;1;16.0206890106;10.9637317657;4;22.0;
20;2;19.9065723419;12.5;4;26.2733153105;1;16.9500007629;11.0;5;22.0;
21;2;19.9114952087;12.5;4;26.2953014374;1;16.9500007629;11.0;5;22.0;
22;2;19.9164428711;12.5;4;26.3173824549;1;16.9500007629;11.0;6;22.0;
23;3;19.625;12.8952150345;3;26.3395489454;1;16.9500007629;11.0;7;22.0;
