Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;5;21.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;7.55000019073;10.3000001907;4;17.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;7.55000019073;9.30000019073;4;17.0;
6;2;9.27600002289;11.4650716782;4;24.086605072;1;8.55000019073;8.5;4;17.0;
7;2;10.4194869995;11.543302536;3;24.5683431625;1;8.82499980927;8.5;4;17.0;
8;2;10.5278768539;11.7641716003;1;25.2014663219;1;8.82499980927;8.5;4;17.0;
9;2;10.6703300476;12.0549411774;1;25.7107514143;1;8.82499980927;8.5;4;17.3400001526;
10;2;10.7849187851;12.2827939987;1;26.1187183857;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;10.8767118454;12.4589796066;2;26.2583864927;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;13.7974281311;12.5;2;26.3180543184;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;15.7974281311;12.5;2;26.3797649145;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;16.8377037048;12.5;2;26.4435132742;1;11.0206890106;9.78903102875;5;20.2480106354;
15;2;17.8520469666;12.5;2;26.5092867613;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;18.8668460846;12.5;2;26.5770645142;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;19.8820953369;12.5;2;26.6468170881;1;14.0206890106;10.6309299469;5;21.6314201355;
18;2;19.9955329895;12.5;2;26.7185060978;1;15.0206890106;10.8157100677;5;21.9274635315;
19;2;20.0116634369;12.5;2;26.7920838594;1;16.0206890106;10.9637317657;5;22.0;
20;2;20.028219223;12.5;2;26.8674932718;1;16.9500007629;11.0;6;22.0;
21;2;20.0451850891;12.5;2;26.9446675777;1;16.9500007629;11.0;6;22.0;
22;3;20.0625495911;12.5;1;27.0235302448;1;16.9500007629;11.0;6;22.0;
23;3;19.625;12.5;1;27.1039953232;1;16.9500007629;11.0;6;22.0;
