Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;12.3000001907;5;17.0;
3;2;8.14999961853;10.0;4;22.0299999714;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.30449962616;10.5;4;22.900591135;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.43508911133;10.9200000763;4;23.6219098568;1;7.55000019073;9.30000019073;5;17.0;
6;2;9.52164745331;11.2650718689;4;24.2101223469;1;8.55000019073;8.5;5;17.0;
7;2;10.4472780228;11.543302536;4;24.6841782331;1;8.82499980927;8.5;5;17.0;
8;2;10.5539398193;11.7641716003;4;25.3101495504;1;8.82499980927;8.5;5;17.0;
9;2;10.6947841644;12.0549411774;4;25.8114621639;1;8.82499980927;8.5;5;17.3400001526;
10;2;10.8075790405;12.2827939987;4;26.2106050253;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;10.8973855972;12.4589796066;5;26.3405687809;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;13.8181018829;12.5;5;26.3896260262;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;15.8181018829;12.5;5;26.4397966862;1;9.22696018219;9.39324569702;6;19.5780620575;
14;2;16.8512115479;12.5;5;26.4910563231;1;11.0206890106;9.78903102875;6;20.2480106354;
15;2;17.862745285;12.5;5;26.5433766842;1;12.0206890106;10.1240053177;6;20.8052330017;
16;2;18.8745155334;12.5;5;26.5967253447;1;13.0206890106;10.4026165009;6;21.2618598938;
17;2;19.8865184784;12.5;5;26.6510663033;1;14.0206890106;10.6309299469;6;21.6314201355;
18;2;19.9964904785;12.5;5;26.7063593864;1;15.0206890106;10.8157100677;6;21.9274635315;
19;2;20.0089302063;12.5;5;26.7625607252;1;16.0206890106;10.9637317657;6;22.0;
20;2;20.0215759277;12.5;7;26.8196225166;1;16.9500007629;11.0;7;22.0;
21;2;20.0344142914;12.5;7;26.8774933815;1;16.9500007629;11.0;7;22.0;
22;2;20.0474357605;12.5;7;26.9361182451;1;16.9500007629;11.0;7;22.0;
23;2;20.0606269836;12.5;7;26.9954385757;1;16.9500007629;11.0;7;22.0;
24;3;20.0739746094;12.5;7;27.0553927422;1;16.9500007629;11.0;7;22.0;
25;3;17.625;13.5;8;27.1159160137;1;16.9500007629;11.0;7;22.0;
26;3;16.625;15.1347751617;8;27.176940918;2;16.9500007629;11.0;6;22.0;
27;3;16.1148109436;15.5;8;27.2383973598;2;16.9500007629;11.0;6;22.0;
28;3;15.1286392212;16.5;9;27.3002130985;2;16.9500007629;11.0;7;22.0;
29;3;14.5175476074;17.5;9;27.3623139858;2;16.9500007629;11.0;7;22.0;
30;3;14.5315208435;18.5;10;27.4246244431;2;16.9500007629;11.0;7;22.0;
31;3;14.545539856;19.5;10;27.4870676994;2;16.9500007629;11.0;7;22.0;
32;3;14.5595903397;20.5;10;27.5495660305;2;16.9500007629;11.0;7;22.0;
33;3;14.5736522675;21.5;10;27.6120414734;2;14.9500007629;12.0;8;22.0;
34;3;14.5877094269;22.5;10;27.6744158268;2;13.9500007629;13.0;9;22.0;
35;3;14.6017436981;23.5;11;27.7366116047;2;12.9500007629;14.0;9;22.0;
36;3;14.615737915;24.5;11;28.7985517979;2;12.0;15.0;9;22.0;
37;3;16.0;24.0;11;28.990160346;2;12.0;16.0;9;22.0;
38;3;16.643535614;23.5;11;29.1967941523;2;12.0;17.0;10;22.0;
39;3;16.944278717;24.5;12;29.4198117256;2;12.0;18.0;11;22.0;
40;3;17.0;24.2188625336;12;29.6605985165;2;12.0;19.0;11;22.0;
41;3;16.6845092773;24.3091678619;13;29.9205349684;2;12.0;20.0;11;22.0;
42;3;16.6979103088;25.4093551636;13;30.2009556293;2;12.0;21.0;12;22.0;
43;3;17.0;24.5201263428;12;30.5030996799;3;12.0;22.0;10;26.0785913467;
44;3;17.2381973267;23.5;13;30.8280508518;3;13.0;24.0;10;26.2691187859;
