Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;5;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.42599964142;10.9200000763;3;23.5601437092;1;7.55000019073;9.30000019073;5;17.0;
6;2;9.5077495575;11.2650718689;3;24.1471960545;2;8.55000019073;8.89999961853;4;18.0;
7;2;10.4331197739;11.543302536;3;24.6201093197;2;9.05000019073;8.5;4;18.0449999571;
8;2;10.5395240784;11.7641716003;3;25.2443172932;2;9.06012439728;8.5;4;18.0915547609;
9;2;10.6799716949;12.0549411774;3;25.7438752651;2;9.07059955597;8.5;4;18.4905910492;
10;2;10.7923717499;12.2827939987;3;26.141277194;2;9.16038322449;8.67000007629;4;18.8399845362;
11;2;10.8817873001;12.4589796066;4;26.2695188522;2;9.23899650574;8.81392192841;4;19.145963192;
12;2;13.8025035858;12.5;4;26.3168779612;2;9.30784225464;8.93486309052;3;20.1549206972;
13;2;15.8025035858;12.5;4;26.365380168;2;9.53485679626;9.39324569702;4;21.0440818071;
14;2;16.8344669342;12.5;4;26.4150065184;2;11.3505430222;9.78903102875;4;21.8171498775;
15;2;17.527256012;12.5;4;26.4657343626;2;13.3505439758;10.1240053177;4;22.4831271172;
16;2;18.527256012;12.5;4;26.5175373554;2;15.3505439758;10.4026165009;4;23.0542217493;
17;2;19.527256012;12.5;4;26.5703849792;2;16.4239711761;10.6309299469;4;23.5440071821;
18;2;19.625;12.5;5;26.6242431402;2;17.4510211945;10.8157100677;4;23.9660406113;
19;2;19.625;12.5;6;26.6790736914;2;18.4793682098;10.9637317657;4;24.1702980995;
20;2;19.625;12.5;7;26.7348344326;2;18.9500007629;11.8681192398;4;24.3076715469;
21;2;19.625;12.5;7;26.7914797068;2;18.9500007629;11.9230690002;4;24.4505701065;
22;2;19.625;12.5;7;26.8489596844;2;18.9500007629;11.9802284241;4;24.5988156796;
23;2;19.625;12.5;8;26.9072211981;2;18.9500007629;12.299407959;6;24.7521765232;
