Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;5;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;1;7.55000019073;9.30000019073;5;17.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;1;8.55000019073;8.5;5;17.0;
7;1;10.194486618;11.543302536;4;23.5283432007;1;8.82499980927;8.5;5;17.0;
8;1;10.2938766479;11.7641716003;4;24.1098823547;1;8.82499980927;8.5;5;17.0;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;8.82499980927;8.89999961853;4;18.3400001526;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;9.12650108337;8.67000007629;4;18.7278438807;
11;1;10.6065406799;12.4589796066;5;25.0;2;9.21376514435;8.81392192841;3;19.0786261559;
12;2;13.5272569656;12.6999998093;4;26.0;2;9.29269123077;8.93486309052;3;20.1621119976;
13;2;15.5272569656;12.5;4;26.0299999714;2;9.53647518158;9.39324569702;4;21.1411024332;
14;2;16.7590065002;12.5;4;26.0605909824;2;11.3723726273;9.78903102875;4;22.0210760832;
15;2;17.7658901215;12.5;4;26.091766119;2;13.3723735809;10.833231926;4;22.812820673;
16;2;18.7729034424;12.5;4;26.1235172749;2;15.3723735809;10.4026165009;4;23.5302815437;
17;2;19.7800483704;12.5;4;26.1558350325;2;16.0206890106;11.5382986069;4;24.188647747;
18;2;19.8850631714;12.5;5;26.1887089014;2;17.5960655212;10.8157100677;4;24.8028812408;
19;2;19.8924598694;12.5;5;26.2221269608;2;18.0206890106;11.9637317657;4;25.224050045;
20;2;19.8999786377;12.5;5;26.2560760975;2;18.9500007629;12.2896203995;5;25.6037125587;
21;2;19.907617569;12.5;6;26.2905418873;2;18.9500007629;12.441485405;4;26.0144019127;
22;2;19.625;12.8871622086;6;26.3255085945;2;18.9500007629;11.0;4;26.4554080963;
23;2;19.9232387543;12.5;7;26.3609591722;2;18.9500007629;11.0;4;26.9252128601;
