Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;2;6.0;12.1999998093;3;21.0;1;6.0;13.3000001907;4;17.0;
2;2;7.15000009537;11.0;3;21.0900000334;1;7.0;12.3000001907;5;17.0;
3;2;8.16349983215;10.0;3;22.2198190689;1;7.55000019073;11.3000001907;4;17.0;
4;2;8.33297252655;10.5;3;23.2035161257;1;7.55000019073;10.3000001907;4;17.0;
5;2;8.48052787781;10.9200000763;3;24.0523250103;1;7.55000019073;9.30000019073;4;17.0;
6;2;9.61849117279;11.2650718689;2;24.7834995985;1;8.55000019073;8.5;4;17.0;
7;2;10.5762882233;11.543302536;2;25.4170395136;1;8.82499980927;8.5;4;17.0;
8;2;10.7188329697;11.7641716003;2;26.2273244858;1;8.82499980927;8.5;4;17.0;
9;2;10.9011478424;12.0549411774;2;26.9346363544;1;8.82499980927;8.5;4;17.3400001526;
10;2;11.0602931976;12.2827939987;2;27.5625505447;1;8.9015007019;8.67000007629;4;17.6278438568;
11;2;11.2015733719;12.4589796066;2;27.9448955059;1;8.96626472473;8.81392192841;4;17.869726181;
12;2;14.1222896576;12.5;2;28.2704567909;1;9.02068901062;8.93486309052;4;18.786491394;
13;2;16.1222896576;12.5;2;28.6213619709;1;9.22696018219;9.39324569702;5;19.5780620575;
14;2;17.3420639038;12.5;2;28.9972100258;1;11.0206890106;9.78903102875;5;20.2480106354;
15;2;18.4266281128;12.5;2;29.3970427513;1;12.0206890106;10.1240053177;5;20.8052330017;
16;2;19.5165901184;12.5;3;29.8192887306;1;13.0206890106;10.4026165009;5;21.2618598938;
17;2;20.6115951538;12.5;4;30.261733532;1;14.0206890106;10.6309299469;5;21.6314201355;
18;3;20.808889389;12.5;3;30.7215180397;1;15.0206890106;10.8157100677;5;21.9274635315;
19;3;20.9123420715;12.5;3;31.1951727867;1;16.0206890106;10.9637317657;5;22.0;
20;3;21.018913269;12.5;3;31.6786952019;1;16.9500007629;11.0;6;22.0;
21;3;21.1277065277;12.5;5;32.1676626205;1;16.9500007629;11.0;6;22.0;
22;3;21.2377243042;12.5;5;32.6573815346;1;16.9500007629;11.0;6;22.0;
23;3;21.3479118347;12.5;5;33.1430597305;1;16.9500007629;11.0;6;22.0;
24;3;21.4571876526;12.5;5;33.6199941635;1;16.9500007629;11.0;6;22.0;
25;3;19.625;13.5;5;34.0837507248;1;16.9500007629;11.0;7;22.0;
26;3;20.625;12.5;5;34.530330658;1;16.9500007629;11.0;8;22.0;
27;3;19.625;13.5;5;34.9563045502;1;16.9500007629;11.0;9;22.0;
28;3;20.625;12.5;5;35.3589067459;1;16.9500007629;11.0;9;22.0;
29;3;21.625;12.5;5;35.7360839844;1;16.9500007629;11.0;9;22.0;
30;3;22.0406188965;12.5;5;36.0865011215;1;16.9500007629;11.0;9;22.0;
31;3;22.1194629669;12.5;6;36.4095058441;1;16.9500007629;11.0;9;22.0;
32;3;20.1194629669;13.5;6;36.7050685883;1;16.9500007629;11.0;9;22.0;
33;3;19.625;14.5;6;36.9736919403;1;14.9500007629;12.0;9;22.0;
34;3;19.625;15.5;6;37.2163162231;1;13.9500007629;13.0;9;22.0;
35;3;19.625;16.5;6;37.4342164993;1;12.9500007629;14.0;9;22.0;
36;3;20.625;14.5;5;37.628909111;1;12.0;15.0;9;22.0;
37;3;21.625;13.5;4;37.8020629883;1;12.0;16.0;9;22.0;
38;3;19.625;14.5;3;37.9554233551;1;12.0;17.0;9;22.0;
39;3;20.625;12.5;4;38.0;1;12.0;18.0;9;22.0;
40;3;21.625;12.5;4;38.0;1;12.0;19.0;9;22.0;
41;3;22.5499992371;12.5;5;38.0;1;12.0;20.0;10;22.0;
42;3;22.5499992371;12.5;5;38.0;1;12.0;21.0;10;22.0;
43;3;22.5499992371;14.5;5;38.0;1;12.0;22.0;10;22.0;
44;3;22.5499992371;16.5;5;38.0;1;12.0;23.0;11;22.0;
45;3;22.5499992371;18.5;5;38.0;1;12.0;24.0;11;22.0;
46;3;22.5499992371;20.5;6;38.0;1;12.0;25.0;12;22.0;
47;3;22.5499992371;22.5;6;38.0;1;12.0;26.0;12;22.0;
48;4;22.5499992371;22.5;7;38.0;1;12.0;27.0;13;22.0;
49;4;22.5499992371;22.5;7;38.0;1;12.0;28.0;13;22.0;
50;4;22.5499992371;22.5;7;38.0;1;12.0;29.0;14;22.0;
51;4;22.5499992371;22.5;8;38.0;1;12.0;30.0;14;22.0;
52;4;22.5499992371;22.5;9;38.0;1;13.0;28.0;15;22.0;
53;5;22.5499992371;22.5;8;38.0;1;12.0;29.0;16;22.0;
54;6;22.5499992371;22.5;6;58.0;1;12.0;30.0;17;22.0;
55;6;23.5499992371;23.5;7;59.2000007629;1;13.0;28.0;17;22.0;
56;6;24.5499992371;24.5;7;60.2175998688;1;12.0;29.0;18;22.0;
57;6;25.5499992371;25.5;7;61.0579586029;1;12.0;30.0;18;22.0;
58;6;26.5499992371;26.5;7;61.736333847;1;13.0;28.0;19;22.0;
59;7;27.5499992371;27.5;6;75.023645401;1;12.0;29.0;20;22.0;
60;7;27.5499992371;29.5;6;77.0801935196;1;12.0;30.0;20;22.0;
61;7;29.5499992371;32.5;6;78.0115299225;1;12.0;31.0;20;22.0;
62;7;29.5499992371;36.5;5;79.5806241035;2;12.0;32.0;20;37.0;
63;7;32.5499992371;39.5;6;80.2243062258;2;14.0;31.0;21;37.75;
64;7;36.1777992249;43.5;7;80.829365015;2;16.0;31.0;21;38.4193744659;
65;7;35.9249992371;47.5;8;81.4000090361;2;18.0;31.0;22;39.0072898865;
66;7;37.0;51.1059188843;8;81.941464901;3;21.0;32.0;22;40.5162696838;
67;7;39.0;54.1288757324;14;82.6603683233;3;23.9500007629;33.0;23;41.0588263273;
68;7;40.25;57.0617637634;14;85.7899266481;3;25.1991882324;33.0;23;41.5444555283;
69;7;41.7000007629;59.2278785706;15;88.4144053459;3;26.2257080078;33.0;24;41.9813488722;
70;7;43.0510025024;61.4112091064;12;90.6125912666;3;26.842830658;33.0;25;42.3778855801;
71;7;44.3185348511;63.6128540039;13;92.4667146206;5;26.9512329102;32.0;23;42.6484457254;
72;7;46.5187683105;62.8337783813;14;93.7134572268;5;26.6500015259;31.0;24;42.8149644136;
73;8;46.5999984741;65.0746841431;12;114.445126772;5;27.0583686829;30.0;23;42.9952818155;
74;8;33.5999984741;64.2907485962;12;98.9895973206;6;27.0989379883;29.0;22;61.1899158955;
75;8;36.5770797729;63.3542938232;13;101.207634687;6;25.6500015259;32.0;22;61.274273634;
76;8;37.6909828186;65.3542938232;14;103.16381216;6;25.6500015259;35.0;22;61.3861238956;
77;8;38.8126411438;67.3542938232;14;104.903330326;6;25.6500015259;37.3612594604;22;62.524315834;
78;8;39.9413070679;69.3542938232;15;106.443915129;6;26.7000007629;40.5767593384;22;62.7376289368;
79;8;41.0759544373;70.6484298706;16;107.812683344;6;26.7000007629;44.8057556152;22;62.9767100811;
80;9;38.5999984741;71.7024383545;15;110.038745403;6;26.7000007629;48.047958374;23;64.2401105165;
81;9;37.5999984741;76.7576980591;15;111.140173435;6;29.7000007629;49.3028717041;23;64.5562039614;
82;9;37.5999984741;81.8141021729;16;111.955994606;6;32.7000007629;52.5697479248;24;64.8937642574;
83;9;37.5999984741;83.8715515137;16;112.766883016;6;34.7000007629;55.4825897217;25;65.2507612705;
84;9;36.5999984741;88.7889556885;17;113.56485939;6;35.7000007629;57.8002319336;26;65.624961257;
85;9;36.5999984741;93.1534042358;17;114.342653155;6;36.7000007629;60.1271743774;26;66.013944149;
86;9;37.5999984741;94.171333313;20;116.094029069;6;37.7000007629;62.0396575928;27;66.7728147507;
87;10;37.5999984741;99.5093078613;20;116.964012027;7;38.7000007629;63.3964118958;26;68.8451474905;
88;10;38.5999984741;104.829971313;20;117.819781661;7;39.8709983826;64.8489608765;27;70.6633147001;
89;10;39.5999984741;107.131538391;21;118.661453128;7;41.0136642456;66.3105773926;27;72.1173737049;
90;10;38.5999984741;112.412879944;23;119.49051702;7;40.0136642456;68.7782287598;28;73.3689899445;
91;10;39.5999984741;114.673545837;24;120.309621334;7;40.0136642456;71.2487411499;29;74.2813822031;
92;10;40.5999984741;113.985015869;30;121.12228632;8;40.0136642456;73.7189254761;28;74.8882681131;
93;11;38.5999984741;118.674491882;29;121.932582378;8;39.2136688232;75.4467773438;28;75.4914927483;
94;11;39.5999984741;120.000892639;29;122.7447896;8;39.2136688232;75.6459732056;29;76.0879875422;
95;11;40.5999984741;118.352432251;32;123.563060522;8;38.2000007629;78.0972137451;30;76.6750210524;
96;13;40.5999984741;123.02620697;32;124.391091585;8;38.2000007629;81.8636398315;30;77.2502515316;
97;13;41.5999984741;125.600540161;33;125.152910709;8;39.2000007629;81.9777832031;30;77.8117518425;
98;13;41.9749984741;128.212921143;34;125.86935997;8;38.2000007629;85.095199585;30;78.3580126762;
99;13;41.9749984741;130.862457275;35;126.620941401;8;38.2000007629;88.2156448364;31;78.8879238367;
100;13;41.9749984741;133.892684937;37;127.404383898;8;39.2000007629;87.8388290405;33;79.4007372856;
