Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;4;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;7.55000019073;10.3000001907;4;17.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;7.55000019073;9.69999980927;3;18.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;8.7750005722;8.5;3;18.0449999571;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.06012439728;8.5;3;18.0915547609;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;9.07059955597;8.5;3;18.1396753788;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;9.08142662048;8.5;3;18.5407658815;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;9.17167282104;8.67000007629;3;18.8922410011;
11;1;10.6065406799;12.4589796066;5;25.0;2;9.25075435638;8.81392192841;3;19.2003221512;
12;1;12.5272569656;12.5;5;25.0;2;9.32007312775;8.93486309052;3;20.2124831676;
13;1;13.5272569656;12.5;5;25.0;2;9.54780864716;9.39324569702;4;21.1049286127;
14;1;14.5272569656;12.5;5;25.0;2;11.3642339706;9.78903102875;4;21.8813476562;
15;1;15.5272569656;12.5;5;25.0;2;13.3642339706;10.1240053177;3;22.5507258177;
16;1;16.527256012;12.5;5;25.0;2;15.3642339706;10.4026165009;3;23.1252521276;
17;1;17.527256012;12.5;6;25.0;2;16.4399528503;10.6309299469;3;23.6184784174;
18;1;17.625;12.5;6;25.0;2;17.4677772522;10.8157100677;3;24.0439376831;
19;1;17.625;12.5;6;25.0;2;18.4968948364;10.9637317657;3;24.2515797615;
20;1;17.625;12.5;6;25.0;2;19.4566059113;11.0;3;24.3922679424;
21;1;17.625;12.5;7;25.0;2;19.4882602692;11.0;4;24.5383813381;
22;1;17.625;12.5;7;25.0;2;19.5211372375;11.0;5;24.6897099018;
23;1;17.625;12.5;7;25.0;2;18.9500007629;12.0;5;24.8459899426;
24;1;17.625;12.5;7;25.0;2;18.9500007629;12.4229946136;5;25.0069024563;
