Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;2;6.0;13.6999998093;3;18.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;12.3000001907;3;18.0449999571;
3;1;8.0;10.0;5;21.0;2;7.70675039291;11.3000001907;3;18.0915547609;
4;1;8.14999961853;10.5;5;21.8400001526;2;7.71373319626;10.3000001907;3;18.1396753788;
5;2;8.27600002289;11.1199998856;4;23.5301437378;2;7.72095155716;9.30000019073;2;18.1893689632;
6;2;9.50100040436;11.2650718689;4;24.1666051149;2;8.81760787964;8.5;2;18.2406382561;
7;2;10.4374866486;11.543302536;4;24.6938792467;2;9.1041431427;8.5;2;18.2934814692;
8;2;10.5561218262;11.7641716003;4;25.3783872128;2;9.11603355408;8.5;2;18.7008270025;
9;2;10.7101373672;12.0549411774;4;25.9448523521;2;9.20768642426;8.67000007629;2;19.0586059093;
10;2;10.8375911713;12.2827939987;4;26.4161262512;2;9.2881860733;8.81392192841;2;19.3730169535;
11;2;10.9436283112;12.4589796066;5;26.6255387068;2;9.35892963409;8.93486309052;2;20.394963026;
12;2;13.8643445969;12.5;5;26.7616688013;2;9.58886623383;9.39324569702;2;21.2973819971;
13;2;15.8643445969;12.5;5;26.9068008661;2;9.79191017151;9.78903102875;2;22.0839121342;
14;2;16.956287384;12.5;5;27.0611219406;2;11.6400375366;10.1240053177;2;22.7634807825;
15;2;17.9910087585;12.5;5;27.2247519493;2;13.6400375366;10.4026165009;2;23.3482112885;
16;2;19.0278244019;12.5;5;27.3977320194;2;15.6400375366;10.6309299469;2;23.8515827656;
17;2;20.0667457581;12.5;5;27.5800139904;2;16.7264976501;10.8157100677;2;24.2870488167;
18;2;20.2055034637;12.5;5;27.771450758;2;17.7578659058;10.9637317657;2;24.5044736862;
19;2;20.2485771179;12.5;5;27.971786499;2;18.7904663086;11.0;4;24.6546301842;
