Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;4;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.27600002289;11.1199998856;2;23.5301437378;1;7.55000019073;9.30000019073;4;17.0;
6;2;9.50100040436;11.2650718689;2;24.1166050434;1;8.55000019073;8.5;4;17.0;
7;2;10.4262361526;11.543302536;2;24.5889341831;1;8.82499980927;8.5;4;17.0;
8;2;10.5325098038;11.7641716003;2;25.212254405;1;8.82499980927;8.5;4;17.0;
9;2;10.6727571487;12.0549411774;2;25.7109264135;1;8.82499980927;8.5;4;17.3400001526;
10;2;10.7849578857;12.2827939987;2;26.1074465513;2;8.9015007019;9.06999969482;3;18.6278438568;
11;2;10.8741750717;12.4589796066;3;26.2348128557;2;9.1912651062;8.81392192841;3;18.9697262049;
12;2;13.7948913574;12.5;3;26.2813059092;2;9.26818943024;8.93486309052;3;20.0393913984;
13;2;15.7948913574;12.5;3;26.328953743;2;9.50886249542;9.39324569702;4;21.0031994581;
14;2;16.8262710571;12.5;3;26.3777402639;2;11.3413448334;9.78903102875;4;21.8666085005;
15;2;17.8372478485;12.5;3;26.4276455641;2;13.3413448334;10.7714443207;4;22.6404219866;
16;2;18.8484764099;12.5;3;26.4786461592;2;15.3413448334;10.4026165009;4;23.3386480808;
17;2;19.8599510193;12.5;3;26.5307145119;2;16.0206890106;11.4616451263;4;23.976596117;
18;2;19.9694099426;12.5;4;26.5838193893;2;17.5483531952;10.8157100677;4;24.5694174767;
19;2;19.9813594818;12.5;4;26.6379255056;2;18.0206890106;11.9637317657;4;24.9684479237;
20;2;19.625;12.9913778305;4;26.6929937601;2;18.9500007629;12.1873788834;5;25.3255982399;
21;2;20.0059242249;12.5;4;26.7489811182;2;18.9500007629;12.330239296;5;25.7138419151;
22;2;20.0185203552;12.5;5;26.8058408499;2;18.9500007629;12.4855365753;5;26.1329917908;
