Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;12.3000001907;5;17.0;
3;2;8.14999961853;10.0;4;22.0;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.29999923706;10.5;3;22.8400001526;2;7.55000019073;10.6999998093;4;18.0;
5;2;8.42599964142;10.9200000763;3;23.5301437378;2;7.7000002861;9.30000019073;4;18.0449999571;
6;2;9.50100040436;11.2650718689;3;24.086605072;2;8.78512477875;8.5;4;18.0915547609;
7;2;10.4194869995;11.543302536;3;24.5283432007;2;9.07059955597;8.5;4;18.1396753788;
8;2;10.5188770294;11.7641716003;3;25.1298823357;2;9.08142662048;8.5;4;18.1893689632;
9;2;10.6542234421;12.0549411774;3;25.6057839394;2;9.09260749817;8.5;3;18.5925321579;
10;2;10.7613010406;12.2827939987;3;25.9785410166;2;9.18332004547;8.67000007629;3;18.9461020231;
11;2;10.8451719284;12.4589796066;4;26.0811508894;2;9.26287269592;8.81392192841;3;19.2562930584;
12;2;13.7658882141;12.5;4;26.1018965244;2;9.33266639709;8.93486309052;2;20.2716907263;
13;2;15.7658882141;12.5;4;26.1228116751;2;9.56113052368;9.39324569702;3;21.1674451828;
14;2;16.7798900604;12.5;4;26.1438889503;2;11.3783006668;9.78903102875;3;21.9472299814;
15;2;17.7846317291;12.5;4;26.1651208401;2;13.3782997131;10.8036928177;3;22.6200125217;
16;2;18.7894077301;12.5;4;26.1864993572;2;15.3782997131;10.4026165009;3;23.1979614496;
17;2;19.7942180634;12.5;4;26.2080165148;2;16.4563121796;10.6309299469;3;23.6946053505;
18;2;19.8968029022;12.5;5;26.2296639681;2;17.4849052429;10.8157100677;3;24.1234521866;
19;2;19.9016742706;12.5;5;26.2514331341;2;18.5147857666;10.9637317657;3;24.3344240189;
20;2;19.9065723419;12.5;5;26.2733153105;2;19.4752464294;11.0;3;24.4783546925;
21;3;19.9114952087;12.5;4;26.2953014374;2;19.5076313019;11.0;4;24.6275923252;
22;3;19.625;12.5;4;26.3173824549;2;19.5412082672;11.0;4;24.7818951607;
23;3;19.9214115143;12.5;4;26.3395489454;2;18.9500007629;12.0;4;24.9409668446;
24;3;19.926399231;12.5;5;26.3617914915;2;18.9500007629;12.4704837799;4;25.1044561863;
25;3;19.9314041138;12.5;5;26.3841004372;3;18.9500007629;12.5522279739;3;25.2719585896;
26;3;19.625;12.9152297974;5;26.4064661264;3;18.9500007629;11.0;4;25.4430179596;
27;3;19.9414558411;12.5;5;26.428878665;4;18.9500007629;12.0;3;25.6171307564;
28;3;19.625;13.2144393921;5;26.4513280392;4;18.9500007629;12.8085651398;3;25.7937505245;
29;3;19.95154953;12.5;5;26.4738043547;4;18.9500007629;12.8968753815;3;25.9722938538;
30;3;19.625;13.2369022369;5;27.4962974787;4;18.9500007629;12.9861469269;3;26.1521477699;
31;3;18.9616661072;13.5;5;27.548797369;4;17.8842334747;12.0;4;26.3326768875;
32;3;18.9667282104;14.5;5;27.6018848419;4;16.9248523712;13.0;4;26.5132336617;
33;3;18.2104244232;15.5;5;27.6555429697;4;15.9654788971;14.0;4;26.6931657791;
34;3;17.2224960327;16.5;5;27.7097533941;4;15.0559625626;15.0;4;26.8718266487;
35;3;16.6096954346;17.5;5;27.7644968033;4;15.0961608887;16.0;3;27.048584938;
36;3;16.622013092;18.5;5;27.819752574;4;15.135931015;17.0;3;28.2228326797;
37;3;16.6344451904;19.5;5;27.8754988909;4;16.1751365662;18.0;4;28.5014938116;
38;3;16.646987915;20.5;6;27.9317127466;4;17.2136497498;19.0;4;28.7868971825;
39;3;16.6596355438;21.5;6;27.9883700609;4;16.2757072449;21.0;4;29.0792864561;
40;3;16.6723823547;22.5;6;28.0454454422;4;16.3047237396;23.0;5;29.3789484501;
41;3;16.6852264404;23.5;6;28.1029123068;5;16.3364028931;25.0;4;29.6862026453;
42;3;16.6981544495;24.5;6;28.1607431173;5;16.3708992004;27.0;4;30.001385808;
