Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;12.3000001907;4;17.0;
3;2;8.14999961853;10.0;4;22.0199999809;1;7.55000019073;11.3000001907;4;17.0;
4;2;8.30299949646;10.5;3;22.8801960945;1;7.55000019073;10.3000001907;3;17.0;
5;2;8.43202972412;10.9200000763;3;23.5907255411;1;7.55000019073;9.30000019073;3;17.0;
6;2;9.51463127136;11.2650718689;3;24.1677559614;1;8.55000019073;8.5;3;17.0;
7;2;10.437746048;11.543302536;3;24.6302397251;1;8.82499980927;8.5;3;17.0;
8;2;10.54180336;11.7641716003;3;25.2437130213;1;8.82499980927;8.5;3;17.0;
9;2;10.6798353195;12.0549411774;3;25.7319161892;1;8.82499980927;8.5;3;17.3400001526;
10;2;10.789680481;12.2827939987;3;26.1173373461;1;8.9015007019;8.67000007629;3;17.6278438568;
11;2;10.8764009476;12.4589796066;4;26.2329682112;1;8.96626472473;8.81392192841;3;17.869726181;
12;2;13.7971172333;12.5;3;26.267084837;1;9.02068901062;8.93486309052;3;18.786491394;
13;2;15.7971172333;12.5;3;26.3017132282;1;9.22696018219;9.39324569702;4;19.5780620575;
14;2;16.820142746;12.5;3;26.3368371725;1;11.0206890106;9.78903102875;4;20.2480106354;
15;2;17.8280448914;12.5;3;26.3724392653;1;12.0206890106;10.1240053177;4;20.8052330017;
16;2;18.8360557556;12.5;3;26.4085009098;1;13.0206890106;10.4026165009;4;21.2618598938;
17;2;19.8441696167;12.5;3;26.4450021982;1;14.0206890106;10.6309299469;4;21.6314201355;
18;2;19.9501247406;12.5;4;26.4819220304;1;15.0206890106;10.8157100677;4;21.9274635315;
19;2;19.9584331512;12.5;4;26.5192379951;1;16.0206890106;10.9637317657;4;22.0;
20;2;19.9668292999;12.5;4;26.5569267273;1;16.9500007629;11.0;4;22.0;
21;2;19.9753074646;12.5;4;26.5949635506;1;16.9500007629;11.0;4;22.0;
22;2;19.9838676453;12.5;4;26.6333229542;1;16.9500007629;11.0;5;22.0;
23;2;19.9924983978;12.5;5;26.6719784737;1;16.9500007629;11.0;6;22.0;
24;3;20.0011959076;12.5;5;26.7109024525;1;16.9500007629;11.0;6;22.0;
25;3;19.625;13.0132703781;5;26.750066638;1;16.9500007629;11.0;6;22.0;
26;3;19.625;13.0250196457;5;26.7894419432;1;16.9500007629;11.0;6;22.0;
27;3;19.625;13.3947210312;5;26.8289985657;1;16.9500007629;11.0;6;22.0;
28;3;18.0365257263;13.5;5;26.8687061071;1;16.9500007629;11.0;6;22.0;
29;3;18.625;13.4343528748;5;26.9085336924;1;16.9500007629;11.0;7;22.0;
