Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;2;6.0;13.6999998093;3;18.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;12.3000001907;3;18.0674999952;
3;1;8.0;10.0;5;21.0;2;7.71012496948;11.3000001907;3;18.1388356686;
4;1;8.14999961853;10.5;5;21.8400001526;2;7.72082567215;10.3000001907;3;18.2141259909;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;7.7321190834;9.30000019073;3;18.293479681;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;8.84103298187;8.5;3;18.3769934177;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.13482284546;8.5;3;18.4647493362;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;9.15456867218;8.5;3;18.9114601612;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;9.25507926941;8.67000007629;3;19.3121117353;
10;1;10.5272569656;12.2827939987;3;24.9179592133;2;9.34522533417;8.81392192841;3;19.6729998589;
11;1;10.6065406799;12.4589796066;4;25.0;2;9.42642593384;8.93486309052;3;20.7691317797;
12;1;12.5272569656;12.5;4;25.0;2;9.67305469513;9.39324569702;3;21.7543540001;
13;1;13.5272569656;12.5;4;25.0;2;9.89472961426;9.78903102875;3;22.6326544285;
14;1;14.5272569656;12.5;4;25.0;2;11.763504982;10.1240053177;3;23.4132072926;
15;1;15.5272569656;12.5;4;25.0;2;13.763504982;10.4026165009;3;24.1082558632;
16;1;16.527256012;12.5;4;25.0;2;15.2269601822;11.6309299469;3;24.7312479019;
17;1;17.527256012;12.5;5;25.0;2;16.2269592285;12.0556411743;3;25.2954318523;
18;1;17.625;12.5;5;25.0;2;17.984752655;10.9637317657;3;25.6502726078;
19;1;17.625;12.5;6;25.0;2;19.0482711792;11.0;5;25.9459347725;
20;1;17.625;12.5;6;25.0;3;19.8378353119;11.0;4;26.2538781166;
21;1;17.625;12.5;6;25.0;3;19.9071235657;11.0;4;26.5727539062;
22;1;17.625;12.5;7;25.0;3;18.9500007629;12.0;4;26.9009518623;
23;1;17.625;12.5;7;25.0;3;18.9500007629;13.0;4;27.2366204262;
24;1;17.625;12.5;7;25.0;3;18.9500007629;13.6183099747;6;27.5777015686;
25;1;17.625;12.5;7;25.0;3;18.9500007629;13.7888507843;6;27.9219741821;
26;1;17.625;12.5;7;25.0;3;18.9500007629;13.9609870911;7;28.2671084404;
27;1;17.625;12.5;7;25.0;3;18.9500007629;14.1335544586;7;28.6107273102;
28;1;17.625;12.5;7;25.0;3;18.9500007629;14.3053636551;7;28.9504704475;
29;1;17.625;12.5;7;25.0;3;18.9500007629;14.4752349854;7;29.2840604782;
30;1;17.625;12.5;7;25.0;3;18.9500007629;14.6420307159;7;29.6093621254;
31;1;17.625;12.5;7;25.0;4;16.9500007629;16.6420307159;5;44.9244384766;
32;1;17.625;12.5;8;25.0;4;16.9500007629;18.6420307159;5;45.9775924683;
33;1;17.625;12.5;8;25.0;4;16.9500007629;20.6420307159;5;46.9367761612;
34;1;17.625;12.5;8;25.0;4;17.0;22.6420307159;5;47.8000249863;
35;1;17.625;12.5;8;25.0;4;18.0;23.9134616852;5;48.5690288544;
36;1;17.625;12.5;8;25.0;4;19.0;25.1474838257;6;49.248260498;
37;1;17.625;12.5;8;25.0;4;20.0;26.3672409058;6;49.844083786;
38;1;17.625;12.5;8;25.0;4;20.1217956543;27.5724945068;6;50.3639431;
39;1;17.625;12.5;8;25.0;4;20.191078186;28.7632331848;6;50.8156995773;
40;1;17.625;12.5;8;25.0;4;20.2486209869;29.9396438599;5;51.1134243011;
41;1;17.625;12.5;8;25.0;4;20.2749996185;31.1020812988;5;51.2789382935;
42;1;17.625;12.5;9;25.0;4;21.2749996185;30.1020812988;6;51.4301481247;
43;1;17.625;12.5;10;25.0;4;21.2749996185;29.1020812988;6;51.5678110123;
44;1;17.625;12.5;10;25.0;4;22.2749996185;29.1020812988;8;51.6927423477;
45;1;17.625;12.5;9;25.0;4;23.2749996185;28.6234664917;8;51.75;
46;1;17.625;12.5;9;25.0;4;24.2749996185;27.6749992371;8;51.75;
47;1;17.625;12.5;10;25.0;4;25.2250003815;28.6749992371;9;51.75;
48;1;17.625;13.5;10;25.0;4;25.2250003815;29.6749992371;9;51.75;
49;1;17.625;14.5;11;25.0;4;25.2250003815;31.6749992371;10;51.75;
50;1;17.625;15.5;11;25.0;4;25.2250003815;33.6749992371;11;51.75;
51;1;17.625;16.5;12;25.0;5;25.2250003815;35.6749992371;11;51.75;
52;1;17.625;17.5;12;25.0;5;25.2250003815;35.6749992371;11;51.75;
53;1;17.625;17.5;12;25.0;5;25.2250003815;35.6749992371;12;51.75;
54;1;17.625;17.5;13;25.0;5;25.2250003815;35.6749992371;12;51.75;
55;1;17.625;17.5;13;25.0;5;25.2250003815;35.6749992371;10;51.75;
56;1;17.625;17.5;14;25.0;5;25.2250003815;35.6749992371;11;51.75;
57;1;17.625;17.5;14;25.0;5;25.2250003815;35.6749992371;11;51.75;
58;1;17.625;17.5;14;25.0;5;25.2250003815;35.6749992371;11;52.75;
59;1;17.625;17.5;15;25.0;6;26.2250003815;36.6749992371;8;57.5119584799;
60;2;17.625;17.5;14;25.0;6;28.2250003815;38.6749992371;9;57.7855410576;
61;2;17.625;17.5;14;25.0;6;29.2250003815;40.6749992371;9;58.0679425001;
62;2;17.625;17.5;15;25.0;7;30.2250003815;42.6749992371;10;58.3594486713;
63;2;17.625;17.5;15;25.0;7;31.2250003815;44.6749992371;11;58.6603547335;
64;2;17.625;17.5;15;25.0;7;32.2249984741;46.6749992371;11;58.9709492922;
65;2;17.625;17.5;15;25.0;7;33.2249984741;47.308467865;12;59.2914987803;
66;2;17.625;17.5;15;25.0;7;34.2249984741;47.4707527161;13;59.6222250462;
67;2;17.625;17.5;15;25.0;8;34.2249984741;47.6459236145;12;59.9632809162;
68;2;17.625;17.5;15;26.0;8;34.2249984741;47.8343467712;13;60.3147242069;
69;2;18.625;18.5;15;26.0499999523;9;34.2249984741;48.0362586975;12;60.676486969;
70;2;19.625;19.5;17;26.1019749641;9;34.2249984741;48.2517585754;12;62.0483486652;
71;2;19.625;20.5;16;26.1559499502;9;33.9264373779;48.2517585754;11;64.100749135;
72;2;19.625;21.5;16;26.2119446993;9;34.1240081787;49.8926887512;11;65.9464088678;
73;2;19.625;22.5;16;26.269973278;9;34.4602508545;50.6864700317;12;67.6181087494;
74;2;19.625;23.3889808655;18;26.3300433159;9;35.5484008789;53.0766830444;13;69.1491190195;
75;2;19.625;23.4310302734;18;26.3921557665;9;37.6202583313;52.4037895203;13;70.3635985851;
76;2;19.625;23.4745101929;18;26.4563041925;9;32.6202583313;56.5504875183;14;71.3010418415;
77;2;19.625;23.5194129944;18;26.5224741697;9;30.6202583313;60.6819992065;15;72.2345731258;
78;2;19.625;23.5657310486;19;26.5906432867;10;28.6202583313;64.219833374;14;73.1166286469;
79;2;19.625;23.6134490967;20;26.6607804298;10;27.0;67.569732666;15;74.0283951759;
80;2;19.625;23.6625461578;19;27.749453187;10;27.0;67.9586868286;13;74.9277763367;
81;2;19.8500003815;24.2246170044;14;28.6213097572;10;27.0;69.3878860474;11;75.8704986572;
82;2;20.0255012512;24.6789169312;15;29.3108139038;10;27.0;71.8575744629;12;76.8520526886;
83;2;20.1592674255;25.0426673889;15;29.8538293839;10;27.0;75.3668899536;12;77.8665838242;
84;3;20.2593841553;25.3337841034;12;41.635363102;10;27.0;78.7136383057;13;78.9068493843;
85;3;21.780456543;25.0;12;42.3717403412;10;27.0;81.2941360474;12;79.9642567635;
86;3;22.8038291931;26.0;13;43.0688946247;10;28.0;82.9032211304;13;81.0290107727;
87;4;22.8278141022;27.0;12;43.7222328186;9;27.0;87.5342254639;14;82.0903835297;
88;4;22.8523788452;28.0;11;44.3290505409;9;27.0;92.1792678833;16;83.1371068954;
89;4;22.2999992371;30.0;12;44.888405323;9;27.0;95.829498291;16;84.1578702927;
90;4;22.2999992371;30.8762741089;12;45.4008734226;9;27.0;99.4756088257;16;85.1418733597;
91;4;22.2999992371;30.9573230743;12;45.8682465553;9;28.0;101.108314514;16;86.0793743134;
92;4;22.2999992371;31.039604187;12;46.2932002544;9;29.0;103.918907166;19;86.9621715546;
93;4;22.2999992371;31.1229476929;13;46.6789848804;9;29.1000003815;107.499725342;19;87.7839603424;
94;4;22.2999992371;31.2071704865;13;47.0291509628;10;29.1000003815;111.044525146;19;88.5405254364;
95;4;22.2999992371;31.2920780182;13;47.3473269939;10;29.1000003815;114.548728943;19;89.2297563553;
96;4;22.2999992371;31.3774719238;14;47.5187814236;10;28.1000003815;116.015090942;19;89.8515119553;
97;3;22.2999992371;31.4631462097;14;47.6412777901;12;28.0;117.158554077;19;105.407360077;
98;3;22.2999992371;31.5488948822;14;47.7635781765;12;28.0;122.08706665;19;106.891261101;
99;3;22.2999992371;31.6345043182;15;47.8853833675;12;29.0;126.148727417;19;108.166620255;
100;3;22.2999992371;31.7197685242;15;48.006398201;12;32.0;121.848724365;21;110.294748306;
