Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;5;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;7.55000019073;10.6999998093;4;18.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;7.7000002861;9.30000019073;4;18.0674999952;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;8.79018783569;8.5;4;18.1388356686;
7;1;10.194486618;11.543302536;4;23.5283432007;2;9.08123779297;8.5;4;18.2141259909;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;9.09817790985;8.5;4;18.293479681;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;9.1160326004;8.5;4;18.7299283743;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;9.21423435211;8.67000007629;4;19.1200717688;
11;2;10.6065406799;12.8589792252;4;26.0;2;9.30201625824;8.81392192841;4;19.470256567;
12;2;13.5272569656;12.5;4;26.1299999952;2;9.38080787659;8.93486309052;4;20.5494670868;
13;2;15.5272569656;12.5;4;26.2754310369;2;9.62362957001;9.39324569702;5;21.5171065331;
14;2;16.8142280579;12.5;4;26.4377241135;2;11.4569740295;9.78903102875;5;22.3772938251;
15;2;17.8507442474;12.5;4;26.6183350086;2;13.4569740295;10.1240053177;5;23.1393685341;
16;2;18.8913803101;12.5;4;26.8187118769;2;15.4569740295;10.4026165009;5;23.8157744408;
17;2;19.936466217;12.5;4;27.0402543545;2;16.5953197479;10.6309299469;5;24.4201948643;
18;2;19.625;13.5;5;27.2842636108;2;17.6481628418;10.8157100677;5;24.9661467075;
19;2;19.625;13.6421318054;5;27.5518820286;2;18.7043933868;10.9637317657;5;25.3033924103;
20;2;19.625;13.7759408951;5;27.8440244198;2;19.6932640076;11.0;5;25.5824170113;
21;2;19.625;13.9220123291;5;28.1613030434;2;19.7560443878;11.0;5;25.8750138283;
22;2;19.625;14.0806512833;6;28.5039470196;2;19.8218784332;11.0;5;26.180170536;
23;4;19.625;14.2519731522;4;28.871723175;2;18.9500007629;12.0;7;26.4966025352;
