Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;5;21.0;1;7.55000019073;11.3000001907;4;17.0;
4;2;8.14999961853;10.6999998093;4;22.8400001526;1;7.55000019073;10.3000001907;4;17.0;
5;2;8.42599964142;10.9200000763;4;23.5601437092;1;7.55000019073;9.30000019073;4;17.0;
6;2;9.5077495575;11.2650718689;4;24.1471960545;2;8.55000019073;8.89999961853;2;18.0;
7;2;10.4331197739;11.543302536;3;24.6201093197;2;9.05000019073;8.5;2;18.0674999952;
8;2;10.5395240784;11.7641716003;3;25.2443172932;2;9.06518745422;8.5;2;18.1388356686;
9;2;10.6799716949;12.0549411774;3;25.7438752651;2;9.08123779297;8.5;2;18.5655144453;
10;2;10.7923717499;12.2827939987;3;26.141277194;2;9.17724132538;8.67000007629;2;18.9455717802;
11;2;10.8817873001;12.4589796066;4;26.2695188522;2;9.26275348663;8.81392192841;1;19.2853912115;
12;2;13.8025035858;12.5;4;26.3168779612;2;9.33921337128;8.93486309052;1;20.3484560251;
13;2;15.8025035858;12.5;4;26.365380168;2;9.57840251923;9.39324569702;2;21.2991602421;
14;2;16.8344669342;12.5;4;26.4150065184;2;11.4079360962;9.78903102875;2;22.1417161226;
15;2;17.8456344604;12.5;4;26.4657343626;2;13.4079360962;10.1240053177;2;22.8855876923;
16;2;18.8570461273;12.5;4;26.5175373554;2;15.4079360962;10.4026165009;2;23.5433773994;
17;2;19.8687019348;12.5;4;26.5703849792;2;16.5340309143;10.6309299469;2;24.1289627552;
18;2;19.9783363342;12.5;5;26.6242431402;2;17.5826358795;10.8157100677;2;24.6560902596;
19;2;19.9904556274;12.5;5;26.6790736914;2;18.6346302032;10.9637317657;2;24.9747862816;
20;2;20.0027923584;12.5;5;26.7348344326;2;19.6193275452;11.0;2;25.2358300686;
21;2;20.0153369904;12.5;5;26.7914797068;2;19.678062439;11.0;3;25.5113341808;
22;3;20.0280838013;12.5;4;26.8489596844;2;19.7400512695;11.0;2;25.8006212711;
