Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;7.0;11.0;5;20.0;1;7.0;12.3000001907;5;17.0;
3;1;8.0;10.0;6;21.0;1;7.55000019073;11.3000001907;5;17.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;7.55000019073;9.30000019073;4;17.0;
6;2;9.50100040436;11.2650718689;5;24.1066050529;1;8.55000019073;8.5;3;17.0;
7;2;10.4239864349;11.543302536;5;24.5685391426;1;8.82499980927;8.5;3;17.0;
8;2;10.527920723;11.7641716003;5;25.180866003;1;8.82499980927;8.5;3;17.0;
9;2;10.6656951904;12.0549411774;5;25.6679409742;2;8.82499980927;8.89999961853;2;18.3400001526;
10;2;10.7752866745;12.2827939987;5;26.0522544384;2;9.12650108337;8.67000007629;2;18.7053438425;
11;2;10.8617572784;12.4589796066;5;26.1668007374;2;9.2087020874;8.81392192841;2;19.0298973322;
12;2;12.8617572784;12.5;5;26.1998585463;2;9.28172779083;8.93486309052;2;20.0695227385;
13;2;14.8617572784;12.5;5;26.233456254;2;9.51564216614;9.39324569702;3;20.9953879118;
14;2;15.8840684891;12.5;5;26.26758039;2;11.3395872116;9.78903102875;3;21.8117841482;
15;2;16.891746521;12.5;5;26.302216053;2;13.3395872116;10.1240053177;3;22.5282959938;
16;2;17.8995399475;12.5;5;26.3373470306;2;15.0206890106;11.0918416977;3;23.1576933861;
17;2;18.9074440002;12.5;5;26.3729559183;2;16.4472522736;10.6309299469;3;23.7140722275;
18;2;19.9154548645;12.5;6;26.4090241194;2;17.4892864227;10.8157100677;3;24.211452961;
19;2;19.942029953;12.5;6;26.4455316067;2;18.5345859528;10.9637317657;3;24.5001921654;
20;2;19.9502449036;12.5;6;26.4824572802;2;19.512544632;11.0;3;24.7314550877;
21;2;19.9585533142;12.5;6;26.5197787285;2;19.56457901;11.0;4;24.9777925014;
22;2;19.9669494629;12.5;6;26.5574725866;2;18.9500007629;12.0;5;25.2390105724;
23;2;19.9754314423;12.5;6;26.5955142975;2;18.9500007629;12.6195049286;6;25.5146825314;
