Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;6.0;12.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;12.3000001907;5;17.0;
3;2;8.14999961853;10.0;4;22.0299999714;1;7.55000019073;11.3000001907;5;17.0;
4;2;8.30449962616;10.5;4;22.900591135;1;7.55000019073;10.3000001907;5;17.0;
5;2;8.43508911133;10.9200000763;4;23.6219098568;1;7.55000019073;9.30000019073;5;17.0;
6;2;9.52164745331;11.2650718689;4;24.2101223469;1;8.55000019073;8.5;5;17.0;
7;2;10.4472780228;11.543302536;4;24.6841782331;1;8.82499980927;8.5;5;17.0;
8;2;10.5539398193;11.7641716003;4;25.3101495504;1;8.82499980927;8.5;5;17.0;
9;2;10.6947841644;12.0549411774;4;25.8114621639;1;8.82499980927;8.5;5;17.3400001526;
10;2;10.8075790405;12.2827939987;4;26.2106050253;1;8.9015007019;8.67000007629;5;17.6278438568;
11;2;10.8973855972;12.4589796066;5;26.3405687809;1;8.96626472473;8.81392192841;5;17.869726181;
12;2;13.8181018829;12.5;5;26.3896260262;1;9.02068901062;8.93486309052;5;18.786491394;
13;2;15.8181018829;12.5;5;26.4397966862;2;9.22696018219;9.79324531555;5;20.5780620575;
14;2;16.8512115479;12.5;5;26.4910563231;2;11.2456893921;9.78903102875;5;21.3555105925;
15;2;17.862745285;12.5;5;26.5433766842;2;13.2456893921;10.1240053177;5;22.0305986404;
16;2;18.8745155334;12.5;5;26.5967253447;2;15.0206890106;10.8927631378;5;22.6161907911;
17;2;19.8865184784;12.5;5;26.6510663033;2;16.0206890106;11.172662735;5;23.1265428066;
18;2;19.9964904785;12.5;6;26.7063593864;2;17.3570919037;10.8157100677;5;23.5759092569;
19;2;20.0089302063;12.5;6;26.7625607252;2;18.0206890106;11.6231098175;5;23.8149644136;
20;2;19.625;13.0287685394;6;26.8196225166;2;18.9500007629;11.725985527;6;23.9952818155;
21;2;19.625;13.0458869934;6;26.8774933815;2;18.9500007629;11.7981128693;6;24.1899158955;
22;2;19.625;13.0632476807;6;26.9361182451;2;18.9500007629;11.8759660721;6;24.399273634;
23;2;19.625;13.0808353424;6;26.9954385757;2;18.9500007629;12.1996364594;6;24.6236231327;
24;3;19.625;13.0986318588;6;27.0553927422;2;18.9500007629;12.3118114471;5;24.8630647659;
25;3;18.0874633789;13.5;7;27.1159160137;2;18.9500007629;12.4315319061;5;25.1175034046;
26;4;17.1010818481;14.5;6;27.176940918;2;18.9500007629;11.0;5;25.3866217136;
27;4;16.1148109436;15.5;6;27.2383973598;2;18.9500007629;11.0;5;25.6698577404;
28;4;15.1286392212;16.5;7;27.3002130985;2;18.9500007629;11.0;7;25.9663875103;
29;4;14.5175476074;17.5;7;27.3623139858;3;18.9500007629;11.0;6;26.2751159668;
30;4;14.5315208435;18.5;8;27.4246244431;3;18.9500007629;11.0;6;26.5946760178;
31;4;14.545539856;19.5;8;27.4870676994;3;16.9500007629;12.0;6;26.9234399796;
32;4;14.5595903397;20.5;8;27.5495660305;3;15.9500007629;13.0;6;27.2595415115;
33;4;14.5736522675;21.5;8;27.6120414734;4;14.9500007629;14.0;5;27.6009097099;
34;4;14.5877094269;22.5;8;27.6744158268;4;14.0;15.0;7;27.9453148842;
35;4;14.6017436981;23.5;8;27.7366116047;4;14.0;16.0;7;28.2904214859;
36;4;14.615737915;24.5;10;28.7985517979;4;14.0;17.0;7;28.633852005;
37;4;16.0;23.5;10;28.9101603031;4;14.0;18.0;7;28.9732499123;
38;4;16.643535614;23.5;11;29.0233380795;4;14.0;19.0;8;29.3063445091;
39;4;16.6573066711;24.5;11;29.1380375624;4;14.0;20.0;9;29.6310133934;
40;4;17.0;23.5;11;29.2542082071;4;14.0;21.0;9;29.9453339577;
41;4;16.6845092773;23.5;12;29.3717963696;4;14.0;22.0;10;30.2476272583;
42;4;16.6979103088;24.5;13;29.4907445908;5;14.0;23.0;8;50.5364894867;
43;5;17.0;23.5;12;29.6109918356;5;16.0;22.0;9;52.0108108521;
