Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;2;9.19999980927;10.0;4;21.0;1;11.8999996185;8.625;5;17.25;
5;2;10.3000001907;10.0;4;21.0800000429;1;12.8999996185;8.625;4;17.25;
6;2;11.3240003586;10.0;4;21.165536046;1;13.8999996185;8.625;4;17.25;
7;2;11.3496608734;10.0;4;21.6685044765;1;14.8999996185;8.625;4;17.5949993134;
8;2;11.5005512238;10.1999998093;4;22.1056647301;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;11.6316995621;10.3632001877;4;22.4885387421;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;11.7465620041;10.4951858521;4;23.7273774147;1;16.2000274658;9.3333568573;4;19.3355960846;
11;2;12.1182136536;11.0209560394;4;24.8073730469;1;17.2000274658;9.6677980423;4;19.8991127014;
12;2;14.1182136536;11.4571752548;4;25.7436168194;1;18.2000274658;9.94955635071;4;20.3669185638;
13;2;16.1182136536;11.8107032776;4;26.5575456619;1;19.2000274658;10.1834592819;4;20.7504444122;
14;2;16.9672641754;12.0916318893;4;27.272919178;1;20.2000274658;10.3752222061;4;21.0616092682;
15;2;17.1818771362;12.3113050461;4;27.9128706455;1;21.2000274658;10.5308046341;5;21.25;
16;2;17.3738613129;12.4808797836;4;28.2771761417;1;22.2000274658;10.625;5;21.25;
17;2;19.3699359894;12.5;4;28.6285820007;1;23.2000274658;10.625;5;21.25;
18;2;20.475358963;12.5;4;29.0049176216;1;24.2000274658;10.625;5;21.25;
19;2;21.5882587433;12.5;5;29.4052124023;1;24.75;10.625;5;21.25;
20;2;22.7083473206;12.5;5;29.8278832436;1;24.75;10.625;5;21.25;
21;2;22.9483642578;12.5;5;30.2707023621;1;24.75;10.625;6;21.25;
22;2;23.0812110901;12.5;5;30.7307977676;1;24.75;10.625;6;21.25;
23;2;23.2192382812;12.5;5;31.2046890259;1;24.75;10.625;7;21.25;
24;2;23.3614063263;12.5;5;31.6883640289;1;24.75;10.625;7;21.25;
25;2;23.5065097809;12.5;5;32.1773929596;1;24.75;10.625;7;21.25;
26;2;23.6532173157;12.5;6;32.667078495;1;24.75;10.625;7;21.25;
27;3;23.8001232147;12.5;6;33.1526288986;1;24.75;10.625;7;21.25;
28;4;23.9457893372;12.5;5;33.6293430328;1;24.75;10.625;7;21.25;
29;4;24.0888023376;12.5;5;34.092795372;1;24.75;10.625;8;21.25;
30;4;22.0888023376;13.5;5;34.5389976501;1;24.75;10.625;9;21.25;
31;4;21.5;14.5;6;34.9645328522;1;24.75;10.625;9;21.25;
32;4;21.5;15.5;6;35.366648674;1;24.75;10.625;9;21.25;
