Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;3;20.0;1;12.8999996185;8.625;5;17.25;
6;2;11.3000001907;10.0;2;21.0;1;13.8999996185;8.625;5;17.25;
7;2;11.3000001907;10.0;2;21.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;2;11.4200000763;10.1999998093;2;21.7264003754;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;11.5179204941;10.3632001877;2;21.9903717041;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;11.597111702;10.4951858521;2;23.0819120407;1;16.2000274658;9.3333568573;4;19.3355960846;
11;2;11.9245738983;11.0209560394;2;23.99553442;1;17.2000274658;9.6677980423;4;19.8991127014;
12;2;13.9245738983;11.4571752548;2;24.7449600697;1;18.2000274658;9.94955635071;4;20.3669185638;
13;2;15.9245738983;11.8107032776;2;25.3503712416;1;19.2000274658;10.1834592819;4;20.7504444122;
14;2;16.9627056122;12.0916318893;2;25.8344515562;1;20.2000274658;10.3752222061;4;21.0616092682;
15;2;17.9761257172;12.3113050461;2;26.2195074558;1;21.2000274658;10.5308046341;5;21.25;
16;2;18.9898986816;12.4808797836;3;26.3048160076;1;22.2000274658;10.625;5;21.25;
17;3;20.0040187836;12.5;2;26.3530313969;1;23.2000274658;10.625;5;21.25;
18;3;21.0184822083;12.5;2;26.4023760557;1;24.2000274658;10.625;5;21.25;
19;3;21.9207134247;12.5;2;26.4528282881;1;24.75;10.625;5;21.25;
20;3;21.9358482361;12.5;2;26.5043625832;2;25.75;10.625;4;22.25;
21;3;21.9513092041;12.5;2;26.5569496155;2;26.75;10.625;5;22.2799999714;
22;3;21.9670848846;12.5;2;26.6105561256;2;27.3680000305;10.625;5;22.3105909824;
23;3;21.9831676483;12.5;2;26.6651450396;2;27.3863544464;10.625;5;22.341766119;
24;3;21.9995441437;12.5;2;26.72067523;2;27.4050598145;10.625;5;22.3735172749;
25;3;21.5;12.9301691055;2;26.7771017551;2;27.4241104126;10.625;5;22.4058350325;
26;3;21.5;12.944275856;2;26.8343759775;2;27.4435005188;10.625;5;22.4387089014;
27;3;21.5;13.2337503433;2;26.8924454451;2;27.4632263184;10.625;5;22.4721269608;
28;3;22.0677337646;12.5;2;26.9512542486;2;27.4832763672;10.625;5;22.5060760975;
29;3;22.0853767395;12.5;3;27.0107431412;2;27.5036449432;10.625;5;22.5405418873;
30;3;22.5;13.3042974472;2;28.0708494186;2;26.75;11.2702713013;5;22.5755085945;
31;3;24.1212539673;12.8999996185;2;28.171507597;2;26.75;11.2877540588;5;22.6109591722;
32;3;23.8120002747;13.3526029587;2;28.2738337517;2;26.75;11.3054800034;5;22.6468753815;
33;3;24.1577949524;12.9324731827;2;28.3777587414;2;26.75;11.3234376907;5;22.6832377911;
34;3;23.8370666504;13.4016819;2;28.4832085371;2;26.75;11.3416185379;6;22.7200255394;
35;3;24.1948299408;12.9668426514;2;28.5901044607;2;26.75;11.3600130081;6;22.7572168112;
36;3;22.5770301819;13.5;3;28.6983625889;2;26.75;13.3600130081;6;22.7947884798;
37;4;23.2321853638;13.0030994415;2;28.807895422;2;26.75;15.3600130081;6;22.8327163458;
38;4;24.2509231567;13.0219268799;2;28.9186108112;2;26.75;17.3600120544;7;22.8709751368;
39;4;22.6755847931;13.5;2;29.0304125547;2;26.75;19.3600120544;7;22.9095385075;
40;4;22.5;14.0609502792;2;29.1432007551;2;26.75;21.3600120544;7;22.9483793974;
41;4;24.7429599762;17.0609512329;2;29.256872654;2;26.75;21.4741897583;8;22.9874696732;
42;4;24.7770614624;20.0609512329;2;29.371322155;2;26.75;21.4937343597;10;23.0267804861;
43;4;24.8113975525;23.0609512329;2;29.4864404202;2;26.75;21.5133895874;10;23.0662822723;
44;4;24.8459320068;26.0609512329;3;29.6021164656;2;26.75;21.5331420898;10;23.1059447527;
45;4;24.8806362152;27.5;3;29.7182371616;2;26.75;21.5529727936;10;23.1457372904;
46;4;24.9154720306;27.5;4;29.8346879482;3;26.75;21.5728683472;10;23.1856285334;
47;4;24.9504070282;27.5;4;29.9513531923;4;26.75;21.5928153992;9;23.2255871296;
48;4;24.9854049683;27.5;6;30.0681160688;4;27.75;20.625;9;23.265581131;
49;4;25.0204353333;27.5;7;30.1848596334;4;27.9593486786;20.625;10;23.3055787086;
50;4;25.0554580688;27.5;7;30.3014667034;4;27.9833469391;20.625;10;23.3455479145;
51;4;25.0904388428;27.5;7;30.4178204536;4;28.0073280334;20.625;10;23.385456562;
52;4;25.1253452301;27.5;8;30.5338051319;4;28.0312728882;20.625;10;23.42527318;
53;4;25.1601409912;27.5;8;30.6493058205;4;28.0551643372;20.625;10;23.4649660587;
54;5;26.1947917938;28.5;7;31.7642092705;4;28.0789794922;20.625;10;23.5045039654;
55;5;27.2292633057;29.5;8;31.9084041119;4;28.1027030945;20.625;10;24.543856144;
56;7;27.5725212097;30.5;6;32.0523722172;4;29.1263141632;21.625;10;24.6429924965;
57;7;27.6157093048;31.5;6;32.1959998608;4;30.1497955322;22.625;10;24.7448475361;
58;7;26.5990867615;33.4762458801;8;32.3391757011;4;30.1731300354;23.625;10;24.8494616747;
59;7;27.3646965027;32.9494094849;9;32.4817899466;4;30.1963005066;24.625;10;26.8374584913;
60;7;26.628112793;33.9623336792;10;32.6237355471;4;31.7191104889;27.0234375;10;27.7500234842;
61;7;26.9987106323;33.5512161255;10;32.7649073601;4;33.1547050476;29.0650634766;10;28.5477975607;
62;7;27.022359848;33.5761489868;10;33.9052040577;4;33.5133743286;30.3948383331;11;29.2504922152;
63;7;28.8715610504;33.5;11;34.0945267677;4;33.8065986633;31.6754398346;11;29.8775089979;
64;7;29.913356781;34.5;11;34.2847554684;4;34.0457115173;32.916595459;11;30.2399748564;
65;7;29.9548339844;35.5;12;34.4538805485;4;34.1171264648;33.6890487671;11;30.5742222071;
66;8;29.9893798828;36.5;11;35.8334095478;4;34.1624259949;33.8184242249;11;30.9237811565;
67;8;29.0359992981;39.5641937256;11;36.9998826981;4;34.2075881958;33.9555664062;13;31.2886413336;
68;8;30.6969814301;39.0616378784;11;37.9874573946;4;34.2525520325;34.100528717;14;31.6686401367;
69;8;28.2123565674;42.0154533386;12;38.8316890001;5;34.2972412109;34.253288269;15;32.0634440184;
70;8;30.3458442688;40.313659668;12;39.4172745943;6;32.4000015259;34.5438995361;14;42.9725316763;
71;8;31.3238334656;39.8355789185;12;39.8277280331;6;31.4000015259;38.2362670898;15;43.8676812649;
72;9;30.0018157959;40.8968200684;11;53.9931162596;6;33.4000015259;38.4475898743;15;44.7448797226;
73;9;30.9189300537;44.9614486694;11;55.2698407173;6;33.4000015259;40.677822113;16;45.6009225845;
74;9;32.9358978271;49.0294876099;11;56.4953414202;7;34.4000015259;43.7281723022;12;56.4333872795;
75;9;34.2900123596;53.100944519;12;57.6620547771;7;35.5562210083;46.666053772;12;57.7405562401;
76;9;35.3272705078;57.1757888794;12;58.7657288313;7;36.5973243713;50.666053772;13;58.9938118458;
77;9;36.3656730652;61.2539596558;13;59.8051580191;7;36.6377067566;53.8875694275;13;60.1894314289;
