Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;2;12.2999992371;8.625;3;18.25;
2;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;3;18.3624999523;
3;1;9.0;10.0;5;20.0;2;12.3449993134;8.625;2;18.4864046574;
4;1;9.0;10.0;5;20.0;2;13.6418428421;8.625;2;18.6225773096;
5;2;10.3000001907;10.0;4;21.0;2;14.7235460281;8.625;2;18.7718783617;
6;2;11.3000001907;10.0;4;21.1200000048;2;15.813126564;8.625;2;19.2953654528;
7;2;11.3360004425;10.0;3;21.664255619;2;16.5772190094;8.79749965668;2;19.7829483747;
8;2;11.4992771149;10.1999998093;3;22.151668787;2;16.86977005;8.94309806824;2;20.8357114792;
9;2;11.6455011368;10.3632001877;3;22.5948637724;2;17.5014266968;9.3333568573;2;21.8100104332;
10;2;11.778459549;10.4951858521;3;23.90946877;2;19.5014266968;9.6677980423;3;22.7143921852;
11;2;12.1728410721;11.0209560394;3;25.0831897259;2;21.5014266968;9.94955635071;3;23.5604228973;
12;2;14.1728401184;11.4571752548;3;26.1335980892;2;23.1161308289;10.1834592819;3;24.3609085083;
13;2;16.1728401184;11.8107032776;4;27.0845386982;2;23.6165466309;10.3752222061;3;25.1284193993;
14;2;17.4829559326;12.0916318893;4;27.961940527;2;24.0770530701;10.5308046341;3;25.812277317;
15;2;18.6143722534;12.3113050461;4;28.7906582355;2;24.4873657227;10.625;3;26.3455038071;
16;2;19.7612438202;12.4808797836;4;29.3714957237;2;24.807302475;10.625;3;26.9138817787;
17;2;20.9240226746;12.5;4;29.9672651291;2;25.1483287811;10.625;3;27.513466835;
18;2;22.1027526855;12.5;4;30.6146354675;2;25.5080795288;10.625;3;28.1389698982;
19;2;23.1843910217;12.5;5;31.310028553;2;25.8833808899;10.625;3;28.7838482857;
20;2;23.3930091858;12.5;5;32.0476689339;2;26.2703094482;10.625;3;29.4405097961;
21;2;23.6142997742;12.5;4;32.8195528984;2;28.6643066406;10.625;4;30.1006231308;
22;2;23.845867157;12.5;4;33.6156187057;2;30.0603733063;10.625;4;30.7555141449;
23;2;24.0846862793;12.5;4;34.4241409302;2;31.4533081055;10.625;4;31.3966121674;
24;2;24.3272418976;12.5;5;35.2323417664;2;32.8379669189;10.625;4;32.0158996582;
25;3;20.3272418976;14.5;5;36.0271549225;2;33.2095413208;10.625;4;32.6063127518;
26;4;18.5;16.5;4;36.7960615158;2;33.5637893677;10.625;4;33.1620550156;
27;4;17.5;18.5;4;37.5278816223;2;33.8972320557;10.625;4;33.6787929535;
28;4;17.5;17.5;4;38.2134218216;2;34.2072753906;10.625;4;34.1537227631;
29;4;17.5;17.5;4;38.8458929062;2;34.4922332764;10.625;2;34.0855169296;
30;4;17.5;18.5;4;39.4210662842;2;34.4513092041;10.375;2;34.7854290009;
31;4;18.0;19.5;4;39.9371862411;2;34.8712539673;10.5306253433;2;35.3208265305;
32;4;18.4811553955;20.5;5;40.3946847916;2;35.1924972534;10.625;3;35.627453804;
33;4;18.6184043884;21.5;5;40.7957649231;2;35.3764724731;12.625;4;35.8966779709;
34;4;17.6184043884;20.5;5;41.1439399719;2;35.5380058289;14.625;5;36.1315116882;
35;4;17.6184043884;20.5;5;41.4435806274;2;35.6789093018;16.625;5;36.3351631165;
