Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
3;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
5;1;10.0;10.0;4;20.0;1;12.8999996185;8.625;4;17.25;
6;1;11.0;10.0;4;20.0;1;13.8999996185;8.625;4;17.25;
7;1;11.0;10.0;4;20.3999996185;1;14.8999996185;8.625;4;17.5949993134;
8;2;11.4200000763;10.1999998093;3;21.7264003754;1;15.5569992065;8.79749965668;4;17.8861961365;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;15.7317180634;8.94309806824;4;18.6667137146;
10;2;11.597111702;10.4951858521;3;23.0819120407;1;16.2000274658;9.3333568573;4;19.3355960846;
11;2;11.9245738983;11.0209560394;2;23.99553442;1;17.2000274658;9.6677980423;4;19.8991127014;
12;2;13.9245738983;11.4571752548;2;24.7449600697;1;18.2000274658;9.94955635071;4;20.3669185638;
13;2;15.9245738983;11.8107032776;3;25.3503712416;1;19.2000274658;10.1834592819;4;20.7504444122;
14;2;16.9627056122;12.0916318893;3;25.8344515562;1;20.2000274658;10.3752222061;4;21.0616092682;
15;2;17.9761257172;12.3113050461;3;26.2195074558;1;21.2000274658;10.5308046341;5;21.25;
16;2;18.9898986816;12.4808797836;3;26.3048160076;1;22.2000274658;10.625;5;21.25;
17;2;20.0040187836;12.5;3;26.3530313969;1;23.2000274658;10.625;5;21.25;
18;2;21.0184822083;12.5;3;26.4023760557;1;24.2000274658;10.625;5;21.25;
19;2;21.9207134247;12.5;4;26.4528282881;1;24.75;10.625;5;21.25;
20;2;21.9358482361;12.5;4;26.5043625832;1;24.75;10.625;5;21.25;
21;2;21.9513092041;12.5;4;26.5569496155;1;24.75;10.625;6;21.25;
22;2;21.9670848846;12.5;3;26.6105561256;1;24.75;10.625;5;21.25;
23;2;21.9831676483;12.5;2;26.6651450396;1;24.75;10.625;6;21.25;
24;2;21.9995441437;12.5;2;26.72067523;1;24.75;10.625;6;21.25;
25;2;22.0162029266;12.5;3;26.7771017551;1;24.75;10.625;6;21.25;
26;3;22.0331306458;12.5;3;26.8343759775;1;24.75;10.625;6;21.25;
27;3;20.0503120422;13.5;3;26.8924454451;1;24.75;10.625;6;21.25;
28;3;19.0677337646;14.5;4;26.9512542486;1;24.75;10.625;6;21.25;
29;3;18.0853767395;15.5;4;27.0107431412;2;24.75;10.625;5;21.25;
30;3;17.1032218933;16.5;4;27.0708494186;2;24.75;10.625;4;21.25;
31;3;16.1212539673;17.5;4;27.1315076351;2;24.75;10.625;4;21.25;
32;3;15.1394519806;18.5;4;27.1926498413;2;24.75;10.625;4;21.25;
33;3;14.6577949524;19.5;4;27.2542052269;2;24.75;10.625;4;21.25;
34;3;14.6762619019;20.5;4;28.3161010742;2;24.75;10.625;4;21.25;
35;4;15.6948299408;21.5;3;28.3982629776;2;24.75;10.625;4;21.25;
36;4;17.0;20.8593063354;3;28.4808106422;2;24.75;10.625;4;21.25;
37;4;17.0442428589;20.5;3;28.5636612177;2;24.75;10.625;5;21.25;
38;4;17.0690975189;21.5;2;28.6467303038;2;24.75;11.625;5;21.25;
39;4;17.0;20.9324607849;2;28.7299330235;3;25.75;13.625;3;22.25;
40;4;17.1189804077;20.5;2;28.8131841421;3;26.75;15.625;4;22.2799999714;
41;4;17.1439552307;21.5;2;28.8963990211;3;27.3680000305;17.625;4;22.3105909824;
42;4;17.0;20.9575557709;3;28.9794933796;3;27.3863544464;19.625;4;22.341766119;
43;5;17.1938476562;20.5;2;29.0623836517;3;27.4050598145;20.625;5;22.3735172749;
44;5;17.2187156677;21.5;2;29.1449879408;3;27.4241104126;20.625;5;22.4058350325;
45;5;17.8810920715;19.9832057953;2;29.2272258997;3;27.4435005188;20.625;6;22.4387089014;
46;5;17.2681674957;20.5;2;29.3090193272;4;27.4632263184;20.625;4;22.4721269608;
47;5;18.2927055359;20.5;2;30.3902925253;4;27.4832763672;20.625;4;22.5060760975;
48;5;20.3170871735;22.5;2;30.4909720421;4;27.5036449432;20.625;4;22.5405418873;
49;5;21.9527015686;25.5;2;30.5911837816;4;27.5243244171;20.625;4;22.5755085945;
50;5;23.3652954102;28.5;2;30.690854311;4;27.5453052521;20.625;4;22.6109591722;
51;5;23.7200393677;31.5;2;30.7899134159;4;27.566576004;20.625;4;23.6468753815;
52;5;25.324344635;33.0447158813;3;30.8882944584;4;28.5881252289;21.625;4;23.7132377625;
53;5;26.3512573242;33.0536422729;4;30.9859337807;4;29.6099433899;22.625;4;23.7806165218;
54;5;26.9589366913;32.9491271973;4;31.0827716589;4;29.6320152283;23.625;4;23.8489829302;
55;5;26.9816646576;32.9575576782;5;31.1787519455;4;29.6543312073;24.625;5;24.9183057547;
56;5;27.3536262512;32.5;7;31.27382195;5;30.6768722534;26.625;4;25.0085513592;
57;5;26.9400043488;33.0895233154;8;31.3679330349;5;31.6996307373;28.202917099;4;25.9815346003;
58;5;27.0479736328;32.9832077026;8;31.4610403776;5;32.2515792847;29.6443538666;5;26.8033342361;
59;5;26.6137733459;33.5993843079;8;31.5531024933;5;32.7123718262;31.0091381073;6;27.503187418;
60;6;27.0035419464;33.1165161133;8;38.8940823078;5;33.0922431946;32.3119163513;6;28.7909663916;
61;6;27.6420974731;33.5;8;39.2014456987;5;33.8046073914;32.877948761;6;29.8710656166;
62;6;29.1315917969;35.018119812;9;39.4979455471;5;34.3904647827;33.3371887207;6;30.7689114809;
63;6;30.5467987061;35.5;9;39.7831050158;5;34.8650817871;33.7023773193;7;32.5149898529;
64;6;31.0837478638;37.1524162292;9;40.0565981865;6;36.2467498779;34.9888000488;6;33.1798293591;
65;6;31.1124305725;38.7060661316;12;40.2962950468;6;37.5538101196;36.2117843628;8;33.5507727861;
66;6;31.673658371;38.0536422729;13;40.5066905022;6;37.681968689;37.2844963074;8;33.8365856409;
67;7;31.6426582336;38.1791305542;12;40.7064546347;6;37.7565078735;38.3114128113;8;34.1295917034;
68;7;31.2672920227;37.5;12;40.8957462311;6;37.8328704834;39.3388137817;9;34.4294705391;
69;7;32.2687263489;37.5;12;41.0748112202;8;37.9108963013;39.9726028442;8;34.7358583212;
70;7;31.3511428833;38.7950668335;13;42.3418711424;8;36.2000007629;42.0009155273;9;35.0483493805;
71;7;32.7025604248;38.0;14;43.3448095322;8;36.2000007629;44.0296440125;10;35.3664970398;
72;7;32.5478057861;38.9975204468;14;44.1004220247;8;36.2000007629;46.0587654114;11;35.6898171902;
73;7;30.9123573303;41.0353431702;13;44.7044681311;8;36.2000007629;50.0296440125;11;36.0177916288;
74;8;33.0700759888;38.9097442627;12;45.0417891741;8;36.2000007629;53.0296440125;11;36.3498702049;
75;8;33.5125350952;39.0;13;45.1960846186;8;36.2000007629;55.175907135;12;37.6854767799;
76;8;32.1504135132;40.0;13;46.3476510048;8;37.2000007629;58.1090507507;12;38.1215127707;
77;10;31.0999984741;45.3390655518;11;71.556291461;8;38.2000007629;60.2061462402;13;38.5682986975;
78;10;36.0999984741;44.7737884521;11;73.5047953129;8;38.2000007629;62.3035430908;15;39.0257213116;
79;10;39.7609138489;47.7820320129;11;75.1422185898;8;38.2000007629;64.4010314941;17;39.4936491251;
80;10;36.970123291;52.4693336487;11;76.4855667353;8;38.2000007629;66.4983825684;17;39.9719269276;
81;10;36.6383399963;55.6879730225;12;78.557494998;8;38.2000007629;67.5953979492;18;40.4603691101;
82;10;36.5902061462;59.5321159363;13;79.5369319916;9;38.2000007629;68.0267486572;18;40.9587523937;
83;11;37.7172279358;61.7999458313;10;82.0691735744;9;38.2000007629;68.153717041;18;41.4668047428;
84;11;37.0999984741;64.4213256836;11;83.8918616772;9;38.2000007629;68.2797241211;19;41.9841940403;
85;11;36.1236610413;69.3623504639;12;85.4207435846;9;38.2000007629;68.4045562744;19;42.5105164051;
86;11;35.1486854553;73.9039993286;11;86.756930232;9;38.2000007629;68.5279998779;20;43.0452816486;
87;11;37.2352142334;74.2071151733;10;87.7862570286;10;38.2000007629;68.6498641968;19;43.5878996849;
88;11;36.6979293823;78.1698150635;10;88.630058527;10;38.2000007629;68.7699737549;21;44.1376683712;
89;11;38.7790412903;78.756729126;11;90.5038180351;10;38.2000007629;68.8881835938;21;44.6937618256;
90;11;40.5280609131;81.9114227295;13;91.437356472;10;39.2000007629;68.9706268311;20;45.25522089;
91;12;41.8499679565;86.9271087646;12;92.4008042812;10;38.2000007629;70.0561904907;20;45.8209486008;
92;12;43.906211853;88.0692901611;13;93.3933444023;10;38.2000007629;71.1413803101;20;46.3897087574;
93;13;43.1651687622;92.1657104492;15;94.4137387276;10;39.2000007629;69.2261047363;21;47.960129261;
94;13;43.2999992371;95.2653884888;17;95.4602655172;10;39.2000007629;71.3102493286;22;48.5932123661;
95;14;42.2999992371;100.368095398;17;96.5306662321;10;40.2000007629;73.3937301636;22;49.2280949354;
96;14;43.2999992371;103.916320801;17;97.6221063137;10;41.2000007629;72.4764556885;23;49.8631671667;
97;14;43.4719619751;107.946960449;17;98.731161356;10;40.2000007629;74.5583343506;24;50.4967499971;
98;14;43.5433731079;111.353256226;19;99.8538262844;10;40.2000007629;76.6392974854;24;51.127128005;
99;14;43.2999992371;113.383377075;19;101.985560417;10;41.2000007629;74.7192382812;25;51.7525805235;
100;14;46.2999992371;115.105041504;19;103.15135324;10;40.2000007629;75.7980880737;27;52.3140648603;
