Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;2;9.19999980927;10.0;4;21.0;1;11.8999996185;8.625;5;17.25;
3;2;9.19999980927;10.0;4;21.0900000334;1;11.8999996185;8.625;5;17.25;
4;2;9.21800041199;10.0;4;21.1871190071;1;11.8999996185;8.625;5;17.25;
5;2;10.3561353683;10.0;4;21.2917383909;1;12.8999996185;8.625;5;17.25;
6;2;11.3875217438;10.0;4;21.4042263031;1;13.8999996185;8.625;5;17.25;
7;2;11.4212675095;10.0;4;21.9389723539;1;14.8999996185;8.625;5;17.5949993134;
8;2;11.5816917419;10.1999998093;4;22.4109756947;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;11.7232933044;10.3632001877;4;22.831872344;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;11.8495616913;10.4951858521;4;24.1073114872;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;12.2321929932;11.0209560394;4;25.2262470722;2;18.2000274658;9.6677980423;4;20.8991127014;
12;2;14.2321929932;11.4571752548;4;26.2035200596;2;20.2000274658;9.94955635071;4;21.3969185352;
13;2;16.2321929932;11.8107032776;5;27.060199976;2;21.8180274963;10.1834592819;4;21.8110353947;
14;2;17.4756546021;12.0916318893;5;27.819549799;2;22.8363819122;10.3752222061;4;22.1533753872;
15;2;18.5716552734;12.3113050461;5;28.5040667057;2;23.8550872803;10.5308046341;5;22.3735172749;
16;2;19.6752662659;12.4808797836;5;28.912750721;2;24.8741378784;10.625;5;22.4058350325;
17;2;20.7863998413;12.5;5;29.3074398041;2;25.8935279846;10.625;5;22.4387089014;
18;2;21.9048061371;12.5;5;29.7249407768;2;26.9132537842;10.625;5;22.4721269608;
