Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.25;
3;1;9.0;10.0;6;20.0;2;12.2999992371;8.625;4;18.3999999762;
4;1;9.0;10.0;6;20.0;2;12.3599996567;8.625;4;18.570775032;
5;1;10.0;10.0;6;20.0;2;13.6924648285;8.625;4;18.7646545172;
6;1;11.0;10.0;6;20.0;2;14.8087921143;8.625;4;19.3442033529;
7;1;11.0;10.0;6;20.3999996185;2;15.9495220184;8.79749965668;4;19.9021677971;
8;1;11.1199998856;10.1999998093;6;20.7264003754;2;16.9413013458;8.94309806824;4;21.0653979778;
9;1;11.2179203033;10.3632001877;6;20.9903717041;2;17.6392383575;9.3333568573;4;22.1804671288;
10;1;11.2971115112;10.4951858521;6;22.0419120789;2;18.3082790375;9.6677980423;4;23.2604737282;
11;1;11.6125736237;11.0209560394;6;22.9143505096;2;20.3082790375;9.94955635071;4;24.3211779594;
12;1;11.8743057251;11.4571752548;6;23.6214065552;2;22.3082790375;10.1834592819;4;25.378736496;
13;1;12.8743057251;11.8107032776;6;24.1832637787;2;24.1571903229;10.3752222061;4;26.4476318359;
14;2;14.8743057251;12.0916318893;4;25.6226100922;2;25.8329696655;10.5308046341;4;27.4769949913;
15;2;16.3867835999;12.3113050461;4;26.0917595625;2;27.3375530243;10.625;4;28.3969092369;
16;2;16.8275279999;12.4808797836;4;26.2754310369;2;28.8895015717;10.625;4;29.3869771957;
17;2;18.7694129944;12.5;4;26.4377241135;2;30.483543396;10.625;4;30.4336385727;
18;2;19.8180999756;12.5;4;26.6183350086;2;32.111541748;10.625;4;31.5188102722;
