Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;6;17.25;
5;1;10.0;10.0;5;20.0;1;12.8999996185;8.625;6;17.25;
6;1;11.0;10.0;5;20.0;1;13.8999996185;8.625;6;17.25;
7;1;11.0;10.0;5;20.3999996185;1;14.8999996185;8.625;6;17.5949993134;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;15.5569992065;8.79749965668;6;17.8861961365;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;16.3317184448;8.94309806824;5;19.6667137146;
10;2;11.597111702;10.4951858521;4;23.0419120789;2;16.8000278473;9.3333568573;5;20.3755960464;
11;2;11.9125738144;11.0209560394;4;24.004350543;2;18.8000278473;9.6677980423;5;20.9802966118;
12;2;12.2013053894;11.4571752548;4;24.8085255623;2;20.8000278473;9.94955635071;5;21.4904720783;
13;2;14.939573288;11.8107032776;5;25.4750021696;2;21.2000274658;10.1834592819;5;21.9175518751;
14;2;16.939573288;12.0916318893;5;26.0268363953;2;21.4502677917;10.3752222061;5;22.2734507322;
15;2;18.0338420868;12.3113050461;5;26.4866900444;2;21.6369667053;10.5308046341;5;22.5077478886;
16;2;19.0700531006;12.4808797836;5;26.6541694403;2;21.75;10.625;5;22.5548160076;
17;2;20.1088237762;12.5;5;26.7922235727;2;21.75;10.625;5;22.6030313969;
18;2;21.1502399445;12.5;5;26.9393253326;2;21.75;10.625;5;22.6523760557;
19;2;22.0817985535;12.5;6;27.0956480503;2;21.75;10.625;5;22.7028282881;
20;2;22.1286945343;12.5;6;27.261295557;2;21.75;10.625;5;22.7543625832;
21;2;22.1783885956;12.5;5;27.4362905025;2;23.75;10.625;5;22.8069496155;
22;2;22.2308864594;12.5;5;27.6205644608;2;24.75;10.625;5;22.8605561256;
23;2;22.2861690521;12.5;5;27.8139474392;2;25.75;10.625;5;22.9151450396;
24;2;22.3441848755;12.5;5;28.016159296;2;26.75;10.625;6;22.97067523;
25;2;21.5;13.2540397644;5;28.2268030643;2;26.75;10.625;6;23.0271017551;
26;2;19.5;14.3067007065;7;28.445360899;2;26.75;10.625;7;23.0843759775;
27;4;19.5;14.5;5;28.6711919308;2;26.75;10.625;7;23.1424454451;
28;4;18.6013565063;15.5;5;28.9035346508;2;26.75;10.625;7;23.2012542486;
29;4;17.6710605621;16.5;6;29.141512394;2;26.75;10.625;7;23.2607431412;
30;4;16.7424545288;17.5;6;29.3841423988;2;26.75;10.625;7;23.3208494186;
31;4;14.5;19.5;6;29.6303496361;2;26.75;10.625;8;23.3815076351;
